id,alamat,kelurahan_id,no_tps
949,Kedurus 3 Masjid / 2,47,TPS 7
950,Kedurus Sawah Gede IV / 10,47,TPS 8
951,Jl. Kedurus IV Baru,47,TPS 9
952,Jl. Kedurus IV Baru,47,TPS 10
953,Jl. Kedurus IV Baru,47,TPS 11
954,Jl. Kedurus IV Baru,47,TPS 12
955,Jl. Kedurus IV Baru,47,TPS 13
956,Kedurus Dukuh I / 34,47,TPS 14
957,Kedurus Dukuh 3 / 46 DAIKIN,47,TPS 15
958,"Kedurus Dukuh III, Halaman Rumah Bpk Bunadi",47,TPS 16
959,Balai RW. IV Kedurus Dukuh,47,TPS 17
960,SDN KEDURUS V KOMPLEK,47,TPS 18
961,SDN KEDURUS III / 430,47,TPS 19
962,SDN KEDURUS V KOMPLEK,47,TPS 20
963,Bogangin Gg. III / 94,47,TPS 21
964,BALAI RW. V Bogangin,47,TPS 22
965,BALAI RW. V Bogangin,47,TPS 23
966,Bogangin Baru Blok I Hal. Rumah Bpk. Harnoko,47,TPS 24
967,Gunungsari Indah Blok D ( Rt. 01 / RW. VI ),47,TPS 25
968,BALAI RT 08 / RW. VI GSI AB,47,TPS 26
969,BALAI RW. VI GSI Blok BB,47,TPS 27
970,BALAI RT. 01 GSI Blok M,47,TPS 28
971,BALAI RW. VII GSI Blok S,47,TPS 29
972,Gunungsari Indah Blok RR / 9,47,TPS 30
973,Gunungsari Indah Blok JJ / 6,47,TPS 31
974,BALAI RW. VIII GSI Blok QQ,47,TPS 32
975,Gunungsari Indah Blok HH / KK,47,TPS 33
976,Gunungsari Indah Blok TT / UU Pertigaan,47,TPS 34
977,Balai RW. 01 Kedinding Lor,48,TPS 1
978,Kedinding Lor Gg. IV/77,48,TPS 2
979,Kedinding Lor Gg. III,48,TPS 3
980,Kedinding Lor Gg. Kamboja,48,TPS 4
981,Kedinding Lor Gg. Masjid,48,TPS 5
982,Kedinding Lor Gg. Tanjung,48,TPS 6
983,Kdd Lor Gg. Kemuning 2/Pallem 3,48,TPS 7
984,Kedinding Lor Gg. Kemuning I,48,TPS 8
985,Kedinding Lor Gg. Teratai 36-36A,48,TPS 9
986,Kedinding Lor Gg. Apel No. 2,48,TPS 10
987,Kedinding Lor Gg. Kurma,48,TPS 11
988,Kedinding Tengah 3/10,48,TPS 12
989,Kedinding Tengah 4/67,48,TPS 13
990,Kedinding Tengah 4/67,48,TPS 14
991,Kedinding Tengah 5,48,TPS 15
992,Kedinding Tengah Baru 2,48,TPS 16
993,Kedinding Tengah 8/29,48,TPS 17
994,Keinding Tengah Baru 8,48,TPS 18
995,Kedinding Tengah 8A,48,TPS 19
996,Kalilom Lor Gg. 1 No. 63 RT. 01,48,TPS 20
997,Kalilom Lor 3/25,48,TPS 21
998,Kalilom Lor I depan Pos RT.06,48,TPS 22
999,Tanah Merah Gg. I,48,TPS 23
1000,Tanah Merah Gg. 2,48,TPS 24
1001,Tanah Merah Gg. 2 RT. 04,48,TPS 25
1002,Tanah Merah Gg. 3/51,48,TPS 26
1003,Tanah Merah Gg. IIIB (Gapuro utara),48,TPS 27
1004,Tanah Merah Gg. IV,48,TPS 28
1005,Tanah Merah Gg. 4 Langgar,48,TPS 29
1006,Tanah Merah Gg. 4 Sawi,48,TPS 30
1007,Tanah Merah Gg. 4 Semanggi 42,48,TPS 31
1008,Tanaha Merah Sayur 1,48,TPS 32
1009,Tanah Merah 4,48,TPS 33
1010,Tanah Merah Indah,48,TPS 34
1011,Tanah Merah Indah ,48,TPS 35
1012,Tanah Merah Indah Depan Makam,48,TPS 36
1013,Pogot Gg. 2 Lebar,48,TPS 37
1014,Pogot Gg. 1 No. 12,48,TPS 38
1015,,48,TPS 39
1016,Pogot Gg. 2 (depan Balai RT. 6),48,TPS 40
1017,Pogot Gg. 3,48,TPS 41
1018,Pogot Gg. 7,48,TPS 42
1019,Pogot Gg. 8 RT. 11,48,TPS 43
1020,Pogot Gg. 9A (Balai RT.14),48,TPS 44
1021,Pogot Gg. 7,48,TPS 45
1022,Pogot Baru 10,48,TPS 46
1023,Pogot Baru No. 33,48,TPS 47
1024,Pogot Baru No. 61,48,TPS 48
1025,Pogot Jaya No. 145,48,TPS 49
1026,Pogot Jaya Gg. 1 (Balai RW.07),48,TPS 50
1027,Pogot Jaya Gg.4 (SD Kusuma Putra),48,TPS 51
1028,Pogot No. 104,48,TPS 52
1029,Kalilom Lor Baru 2A,48,TPS 53
1030,Tanah Merah Utara Gg. 8,48,TPS 54
1031,Tanah Merah Gg. 10 (Pos RT.02),48,TPS 55
1032,Tanah Utara Gg. 3,48,TPS 56
1033,Tanah Merah Utara Gg. 2,48,TPS 57
1034,Kalilom Lor Indah RT. 01,48,TPS 58
1035,Kalilom Lor Indah Gg. Melati 2,48,TPS 59
1036,Kalilom Lor Indah (Balai RW.10),48,TPS 60
1037,Lapangan Bulu Tangkis RT. 07,48,TPS 61
1038,Kalilom Lor Indah Gg. Gading,48,TPS 62
1039,Kalilom Lor Indah Gg. Seruni 2,48,TPS 63
1040,Kalilom Lor Timur Gg. 3,48,TPS 64
1041,Kedinding Tengah Sekolahan No. 40,48,TPS 65
1042,SIDOTOPO WETAN Gg. 1 LUAR,49,TPS 45 KOSONG
1043,JL. SIDOTOPO WETAN 1D/15,49,TPS 1
1044,JL. SIDOTOPO WETAN 2/44,49,TPS 2
1045,JL. SIDOTOPO WETAN 3/19,49,TPS 3
1046,JL. SIDOTOPO WETAN Gg. 4,49,TPS 4
1047,PLATUK Gg. LANGGAR NO. 8-A,49,TPS 5
1048,PLATUK Gg BUNTU ,49,TPS 6
1049,JL. RANDU 1 BALAI RW. 02,49,TPS 7
1050,KEDUNG MANGU NO. 88-B,49,TPS 8
1051,BALAI RW 03. KEDUNG MANGU,49,TPS 9
1052,KEDUNG MANGU Gg. 1,49,TPS 10
1053,KEDUNG MANGU Gg. 2,49,TPS 11
1054,RANDU BARAT Gg. 1,49,TPS 12
1055,KEDUNG MANGU SELATAN Gg. 4,49,TPS 13
1056,KEDUNG MANGU SELATAN  2 /20,49,TPS 14
1057,KEDUNG MANGU SELATAN 5 ,49,TPS 15
1058,KEDUNG MANGU SELATAN Gg. 6,49,TPS 16
1059,KEDUNG MANGU Gg. 9,49,TPS 17
1060,KEDUNG MANGU SELATAN Gg. 1,49,TPS 18
1061,KEDUNG MANGU Gg. 4,49,TPS 19
1062,KEDUNG MANGU SELATAN 8-A / 16,49,TPS 20
1063,BULAK BANTENG KIDUL 7/31,49,TPS 21
1064,BULAK BANTENG KIDUL 1/47,49,TPS 22
1065,BULAK BANTENG KIDUL 2/7,49,TPS 23
1066,BULAK BANTENG KIDUL 8,49,TPS 24
1067,SIDOMULYO 1-C (DEPAN GANG/GAPURA),49,TPS 25
1068,SIDOMULYO 2-B/30 (DEPAN BALAI RT 03),49,TPS 26
1069,SIDOMULYO 3A,49,TPS 27
1070,SIDOMULYO 4-B / BALAI RT 06,49,TPS 28
1071,AREA PARKIRAN WACHID HASYIM,49,TPS 29
1072,AREA PARKIRAN WACHID HASYIM,49,TPS 30
1073,AREA PARKIRAN WACHID HASYIM,49,TPS 31
1074,AREA PARKIRAN WACHID HASYIM,49,TPS 32
1075,AREA PARKIRAN WACHID HASYIM,49,TPS 33
1076,BULAK BANTENG TENGAH DEPAN BALAI RW 7. ,49,TPS 34
1077,BULAK BANTENG BARU FLAMBOYAN II/6,49,TPS 35
1078,BULAK BANTENG KAMBOJA Gg. 2,49,TPS 36
1079,BULAK BANTENG BARU KEMUNING ,49,TPS 37
1080,Kecamatan,49,TPS 38
1081,BULAK BANTENG BARU KENANGA Gg 2,49,TPS 45 KOSONG
1082,BULAK BANTENG WETAN ,49,TPS 39
1083,BULAK BANTENG WETAN Gg. 19,49,TPS 40
1084,BULAK BANTENG WETAN Gg. 15 (TENGAH),49,TPS 41
1085,BULAK BANTENG WETAN Gg. 14 ,49,TPS 42
1086,BULAK BANTENG WETAN 12 / 1-A,49,TPS 43
1087,BULAK BANTENG WETAN Gg. 10,49,TPS 44
1088,BULAK BANTENG WETAN 6 / 16  (BALAI RW .08),49,TPS 45
1089,BULAK BANTENG WETAN Gg. 4 ,49,TPS 46
1090,BULAK BANTENG WETAN Gg. 21,49,TPS 47
1091,BULAK BANTENG MADYA Gg. 1,49,TPS 48
1092,BULAK BANTENG MADYA Gg. 7 ,49,TPS 49
1093,BULAK BANTENG MADYA Gg. 8,49,TPS 50
1094,BULAK BANTENG MADYA Gg. 9,49,TPS 51
1095,RANDU INDAH Gg. 1,49,TPS 52
1096,RANDU AGUNG Gg. 2,49,TPS 53
1097,KEDUNG MANGU TIMUR 6 (DI DEPAN BALAI RT 09),49,TPS 54
1098,RANDU TIMUR LEBAR Gg. 2,49,TPS 55
1099,RANDU TIMUR LEBAR ,49,TPS 56
1100,KEDUNG MANGU TIMUR Gg. 2 ,49,TPS 57
1101,SIDOTOPO WETAN INDAH (DEPAN BALAI RW. 11),49,TPS 58
1102,RANDU BARAT Gg. LEBAR  (DIDEPAN BALAI RW 12),49,TPS 59
1103,RANDU BARAT Gg. 5 TENGAH,49,TPS 60
1104,RANDU BARAT Gg. 3 ,49,TPS 61
1105,PLATUK DONOMULYO Gg. 1-C ,49,TPS 62
1106,PLATUK DONOMULYO Gg. 1-D,49,TPS 63
1107,PLATUK DONOMULYO Gg. 5,49,TPS 64
1108,PLATUK DONOMULYO 1 NO. 119-121,49,TPS 65
1109,PLATUK DONOMULYO UTARA Gg. 1-A ,49,TPS 66
1110,RANDU TAWANG NO. 2,49,TPS 67
1111,BULAK BANTENG BARU Gg MELATI ,49,TPS 68
1112,BULAK BANTENG BARU Gg  DAHLIA Gg.  1,49,TPS 69
1113,BULAK BANTENG BARU Gg ANGGREK (DEPAN BALAI RT 05),49,TPS 70
1114,BULAK BANTENG BARU Gg MAWAR ,49,TPS 71
1115,BULAK BANTENG BARU Gg CEMPAKA (SEBELAH BARAT),49,TPS 72
1116,,49,TPS 73
1117,DK BULAK BANTENG SEKOLAHAN DEPAN SEKOLAHAN TK AL IKSAN (RW 1),50,TPS 1
1118,DK. BULAK BANTENG SEK 3 TIMUR (RW 1),50,TPS 2
1119,DK. BULAK BANTENG 2 PANDU 1 (RW 1),50,TPS 3
1120,DK. BULAK BANTENG GG ENCAP (RW 1),50,TPS 4
1121,BALAI RW 01,50,TPS 5
1122,DK BULAK BANTENG PATRIOT 6,50,TPS 6
1123,BULAK BANTENG LOR Gg 4 BALAI RT 01 RW 02,50,TPS 7
1124,BULAK BANTENG LOR I /27  (HALAMAN KEL. BULAK BANTENG),50,TPS 8
1125,BULAK BANTENG LOR RAYA MASJID BALAI RW II,50,TPS 9
1126,BULAK BANTENG BANDAREJO BALAI RW 3 ,50,TPS 10
1127,BALAI RW IV ,50,TPS 11
1128,DUKUH BULAK BANTENG TIMUR ( GUDANG TRIPLEK ) RW IV,50,TPS 12
1129,BULAK BANTENG RUMDIS   TNI AL. BALAI RW V,50,TPS 13
1130,BULAK BANTENG RUMDIS   TNI AL. BALAI RW V,50,TPS 14
1131,JL. DK.BULAK BANTENG 2,50,TPS 15
1132,JL.DK.BULAK BANTENG SEKOLAHAN 2A,50,TPS 16
1133,JL.DK.BULAK BANTENG SEKOLAHAN 3A,50,TPS 17
1134,DK.BLK.BTG.SEK.10A/1 ( BALAI RW.VI ),50,TPS 18
1135,DK. BULAK BANTENG PERINTIS UTAMA GG LEBAR ,50,TPS 19
1136,DK. BULAK BANTENG GG. PERINTIS UTAMA 2,50,TPS 20
1137,JL.DK.Bulak Banteng Perintis Utama 3 / 100,50,TPS 21
1138,DK. BULAK BANTENG PERINTIS UTAMA 27,50,TPS 22
1139,DK. BULAK BANTENG SUROPATI  4/58,50,TPS 23
1140,BALAI RW. 07 DK. BULAK BANTENG  SUROPATI 4/58,50,TPS 24
1141,DK. BULAK BANTENG SUROPATI 4-A,50,TPS 25
1142,DK.BULAK BANTENG SUROPATI 5 / 17 (BALAI RT),50,TPS 26
1143,JL.SUROPATI 5-B / 36,50,TPS 27
1144,DK. BULAK BANTENG  SUROPATI 6,50,TPS 28
1145,BULAK BANTENG LOR I/192 - GOR BULU TANGKIS,50,TPS 29
1146,BULAK BANTENG LOR GG.1/212,50,TPS 30
1147,BULAK BANTENG LOR BHINEKA 2 NO 10,50,TPS 31
1148,BALAI RW VIII,50,TPS 32
1149,BULAK BANTENG LOR BHINEKA 10,50,TPS 33
1150,BULAK BANTENG LOR BHENEKA 4 / 29 ( Dp.MUSHOLLAH ),50,TPS 34
1151,BULAK BANTENG BHINEKA 7,50,TPS 35
1152,BULAK BANTENG LOR BHENEKA 3 / 55,50,TPS 36
1153,PRATAMA RAYA (RW VIII),50,TPS 37
1154,Jl. Tambak Wedi Gg langgar No 1 (RW 01),51,TPS 1
1155,Jl. Tambak Wedi Gg Kutilang No 24 (RW 01),51,TPS 2
1156,Jl. Tambak Wedi Gg Soleman 2 (RW 01),51,TPS 3
1157,Jl. Tambak Wedi Tengah I (RW 01),51,TPS 4
1158,Jl. Tambak Wedi Gg 4 (RW 02),51,TPS 5
1159,Tambak Wedi Gg Masjid (RW 02),51,TPS 6
1160,Jl. Tambak Wedi No 28 (RW 02),51,TPS 7
1161,Jl. Tambak Wedi Tengah Timur III (RW 02),51,TPS 8
1162,Jl. Tambak Wedi Baru Gg III (RW 03),51,TPS 9
1163,Jl. Tambak Wedi baru Gg 5 (RW 03),51,TPS 10
1164,Jl. Tambak Wedi Gg VIII (RW 03),51,TPS 11
1165,Jl. Tambak Wedi baru Gg 12 A (RW 03),51,TPS 12
1166,Jl. Tambak Wedi Baru Gg XI (RW 03),51,TPS 13
1167,Jl. Tambak Wedi baru No 94 (RW 04),51,TPS 14
1168,Jl. Tambak Wedi Baru No 102 (RW 04),51,TPS 15
1169,Jl. Tambak Wedi Baru No 103 (RW 04),51,TPS 16
1170,Jl. Tambak Wedi Baru Gg 17 (RW 04),51,TPS 17
1171,JL. VETERAN ( RUKO KEBONROJO ),52,TPS 1
1172,JL. BUBUTAN DKA ( DEKAT POS RT ),52,TPS 2
1173,PASAR PAGI INDRAPURA ( DEKAT PASAR AKIK ),52,TPS 3
1174,JL. KEMAYORAN BARU BUNTU ( DEKAT POS RT. 01 ),52,TPS 4
1175,JL. KEMAYORAN BARU ( DEPAN BENGKEL ARTODA ),52,TPS 5
1176,JL. KEMAYORAN BARU ( DEPAN EKSPEDISI SEKAR BUMI ),52,TPS 6
1177,JL. KEMAYORAN BARU (DEPAN KEDUNG RATU),52,TPS 7
1178,JL. SIDOLUHUR ( DEPAN BALAI RW. 02 ),52,TPS 8
1179,JL. KREMBANGAN KIDUL LEBAR ( BALAI RW. 03 ),52,TPS 9
1180,JL. KALONGAN KEMBANG ( BALAI RW. 04 ),52,TPS 10
1181,JL. KEMAYORAN gg I ( BALAI RW. 05 ),52,TPS 11
1182,JL. KALONGAN gg V ( BALAI RW. 06 ),52,TPS 12
1183,JL. JATIPURO ( BALAI RW. 07 ),52,TPS 13
1184,JL. KEPANJEN ( TK TAMAN RINI ),52,TPS 14
1185,JL. KREMBANGAN TIMUR ( BALAI RW. 10 ),52,TPS 15
1186,BALAI RW. 11 ( SEBELAH KANTOR BPN KREMBANGAN BARAT ),52,TPS 16
1187,JL. KREMBANGAN MAKAM ( SEKOLAHAN TK ),52,TPS 17
1188,JL. KREMBANGAN BUYUT ( DEPAN BENGKEL ),52,TPS 18
1189,JL. PESAPEN SELATAN 70 ( SEOLAHAN SD ),52,TPS 19
1190,JL. PESAPEN KALI ( SEKOLAHAN SD ),52,TPS 20
1191,JL. KALISOSOK ( DEPAN KAMPUNG RT. 06 ),52,TPS 21
1192,Jl. Demak Barat I no 56,53,TPS 1
1193,Jl. Demak Barat I no 32,53,TPS 2
1194,Jl. Demak Barat I no 12,53,TPS 3
1195,Jl. Babadan Rukun no 20,53,TPS 4
1196,Jl. Babadan Rukun no 95,53,TPS 5
1197,Jl. Babadan Rukun ,53,TPS 6
1198,Jl. Dupak Rukun I /20,53,TPS 7
1199,Jl. Dupak Rukun V ,53,TPS 8
1200,Jl. Dupak Rukun VII,53,TPS 9
1201,Jl. Tmn Bandarejo,53,TPS 10
1202,Jl. Dupak Bandarejo,53,TPS 11
1203,Jl. Dpk Bandarejo 2,53,TPS 12
1204,Jl. Rembang no 131,53,TPS 13
1205,Jl. Dpk Bangunsari 1,53,TPS 14
1206,Jl. Dpk Bangunsari 3,53,TPS 15
1207,Jl. Dpk Bangunsari 5,53,TPS 16
1208,Jl. Dpk Bangunsari 7,53,TPS 17
1209,Jl. Dpk Bangunsari 8,53,TPS 18
1210,Jl. Lasem,53,TPS 19
1211,Bozem RT 12,53,TPS 20
1212,Jl. Rembang RT 01 RW 05,53,TPS 21
1213,Jl. Dupak Pasar Baru 2,53,TPS 22
1214,Jl. Dupak Pasar Baru,53,TPS 23
1215,Jl. Dpk Bangunrejo no 27,53,TPS 24
1216,Jl. Poliklinik,53,TPS 25
1217,Jl. Dpk Bangunrejo 3,53,TPS 26
1218,Jl. Dpk Bangunrejo 4,53,TPS 27
1219,Jl. Dpk Bangunrejo 5,53,TPS 28
1220,Jl. Dpk Bangunrejo 6,53,TPS 29
1221,Jl. Lasem ,53,TPS 30
1222,Bozem RT 18-RW 5,53,TPS 31
1223,Jl. Lasem Barat,53,TPS 32
1224,Jl. Lasem Baru,53,TPS 33
1225,Pendopo RSS,53,TPS 34
1226,Balai RW 01 PPI Jepara Barat ,54,TPS 1
1227,Jl. Sedayu Gg. I,54,TPS 2
1228,Jl. Sedayu Terminal Lyn Y ,54,TPS 3
1229,Jl. Sedayu Gg. III,54,TPS 4
1230,Jl. Sedayu Gg. IV,54,TPS 5
1231,Jl. Sedayu Gg. V,54,TPS 6
1232,Jl. Sedayu Gg. VI,54,TPS 7
1233,Sedayu Gg I,54,TPS 8
1234,Gadukan Timur 104,54,TPS 9
1235,Gadukan Timur I/2B,54,TPS 10
1236,Gadukan Timur 170,54,TPS 11
1237,Gadukan Rukun III/Bozem,54,TPS 12
1238,Gadukan Timur I/2B,54,TPS 13
1239,Gadukan Utara Pasar,54,TPS 14
1240,Gadukan Utara I/34 Bozem,54,TPS 15
1241,Jl. Bozem RT 06,54,TPS 16
1242,Jl. Bozem RT 07,54,TPS 17
1243,Jl. Bosem RT 08,54,TPS 18
1244,Balai RT 01 Gadukan Utara 8 A,54,TPS 19
1245,Jl. Bozem RT 11,54,TPS 20
1246,Tambak Asri Gg I,54,TPS 21
1247,Tambak Asri No. 71,54,TPS 22
1248,Tambak Asri Melati III/21,54,TPS 23
1249,Tambak Asri XI,54,TPS 24
1250,Tambak Asri Kemuning,54,TPS 25
1251,Tambak Asri Bunga Rampai,54,TPS 26
1252,Tambak Asri Bunga Rampai III,54,TPS 27
1253,Tambak Asri Barat Seroja ,54,TPS 28
1254,Tambak Asri XIII ,54,TPS 29
1255,Tambak Asri XXIX ,54,TPS 30
1256,Tambak Asri XXI ,54,TPS 31
1257,Tambak Asri XXIII,54,TPS 32
1258,Tambak Asri Sedap Malam 9,54,TPS 33
1259,Tambak Asri XXV ,54,TPS 34
1260,Tambak Asri XXVI ,54,TPS 35
1261,Tambak Asri Kembang Sepatu ,54,TPS 36
1262,Tambak Asri No. 166,54,TPS 37
1263,,54,TPS 38
1264,,54,TPS 39
1265,,54,TPS 40
1266,,54,TPS 41
1267,,54,TPS 42
1268,,54,TPS 43
1269,,54,TPS 44
1270,,54,TPS 45
1271,,54,TPS 46
1272,,54,TPS 47
1273,,54,TPS 48
1274,,54,TPS 49
1275,,54,TPS 50
1276,,54,TPS 51
1277,,54,TPS 52
1278,,54,TPS 53
1279,,54,TPS 54
1280,,54,TPS 55
1281,,54,TPS 56
1282,,54,TPS 57
1283,,54,TPS 58
1284,JL. PARANG KLITIK,55,TPS 1
1285,JL. KREMBANGAN BARU,55,TPS 2
1286,JL. KREMBANGAN BHAKTI DPN POS RT,55,TPS 3
1287,JL. KREMBANGAN BHAKTI SEBELAH BALAI RW II,55,TPS 4
1288,JL. KREMBANGAN BHAKTI DPN GG. 6,55,TPS 5
1289,JL. KREMBANGAN BHAKTI DPN GG. 9,55,TPS 6
1290,JL. KREMBANGAN BHAKTI DPN GG. 10,55,TPS 7
1291,JL. KREMBANGAN BHAKTI GG. LEBAR PERTIGAAN,55,TPS 8
1292,JL. KREMBANGAN MULYO BALAI RW. III,55,TPS 9
1293,JL. GRESIK PPI PASAR,55,TPS 10
1294,JL. GRESIK PPI GG. I,55,TPS 11
1295,JL. GRESIK PPI DPN. MASJID,55,TPS 12
1296,JL. GRESIK PPI 7 DPN BALAI RT,55,TPS 13
1297,JL. KREMB. JAYA UTARA I / 64,55,TPS 14
1298,JL. KREMBANGAN BARU 07 / 47,55,TPS 15
1299,JL. KREMB. JAYA UTARA I / 56,55,TPS 16
1300,JL. KREMB. JAYA UTARA I / 69,55,TPS 17
1301,JL. KREMBANGAN BARU 7 / 23,55,TPS 18
1302,JL. KREMBANGAN BARU 62,55,TPS 19
1303,JL. KREMBANGAN MESIGIT DP. BALAI RW. VI,55,TPS 20
1304,JL. KREMBANGAN BARU DPN. EKPEDISI,55,TPS 21
1305,JL. KREMB. JAYA SELATAN 2 DPN BALAI RT. 4,55,TPS 22
1306,JL. KREMB. JAYA SELATAN 2D,55,TPS 23
1307,JL. KREMB. JAYA SELATAN 1 DPN BALAI RW. VII,55,TPS 24
1308,JL. KEMAYORAN BUDIDAYAN BALAI RW. VIII,55,TPS 25
1309,JL. PARANG PARUNG DPN. BALAI RW. IX,55,TPS 26
1310,JL. IKAN DORANG 24,56,TPS 1
1311,"BALAI RT 01 RW II, JL. IKAN KETING",56,TPS 2
1312,"BALAI RW II, JL. IKAN CUMI-CUMI 39",56,TPS 3
1313,"BALAI RT 01, JL. IKAN KERAPU GANG 1",56,TPS 4
1314,"BALAI RW III, JL. IKAN DORANG 45",56,TPS 5
1315,"SD IKAN KERAPU, JL. IKAN DORANG 43",56,TPS 6
1316,"BALAI RT 09, JL. IKAN DORANG BARU",56,TPS 7
1317,JL. IKAN SEPAT VI POJOK,56,TPS 8
1318,JL. IKAN MUNGSING VIII,56,TPS 9
1319,JL. IKAN MUNGSING VI,56,TPS 10
1320,JL. IKAN MUNGSING V,56,TPS 11
1321,JL. TANJUNG SADARI 135 POJOK,56,TPS 12
1322,"BALAI RW V, ASPOL COLOMBO",56,TPS 13
1323,JL. IKAN GURAMI I,56,TPS 14
1324,JL. IKAN GURAMI II TIMUR,56,TPS 15
1325,JL. IKAN GURAMI III TENGAH,56,TPS 16
1326,JL. IKAN GURAMI V TENGAH,56,TPS 17
1327,LAPANGAN JL. IKAN DUYUNG,56,TPS 18
1328,"BALAI RT 03, JL. TANJUNG RAJA II",56,TPS 19
1329,"BALAI RT 05, JL. TANJUNG SADARI KOLOMBO",56,TPS 20
1330,"BALAI RW VII, JL. TANJUNG BALAI",56,TPS 21
1331,"BALAI RW VIII, JL. TANJUNG PURA",56,TPS 22
1332,"DIKLAT MARKONIS, JL. TANJUNG LAYAR",56,TPS 23
1333,Depan Rumah Pak RW 01,57,TPS 1
1334,Balai Rw 01 Rt.04,57,TPS 2
1335,TK Nurul Huda Rw.01,57,TPS 3
1336,Balai Rw 02 Rt.01,57,TPS 4
1337,Depan Rumah Bu Sumiati Rt.01 Rw 02,57,TPS 5
1338,Balai Rw.03,57,TPS 6
1339,Balai Rt 01 Rw.04,57,TPS 7
1340,Gedung SerbaGuna Rw.04,57,TPS 8
1341,Gedung SerbaGuna Rw.04,57,TPS 9
1342,Samping Pos Kamling Rt.03 Rw. 04,57,TPS 10
1343,Gedung SerbaGuna Rw.05,57,TPS 11
1344,Gantangan Burung Rt.04 Rw.01,58,TPS 1
1345,Pos Kamling Rt.03 Rw.01,58,TPS 2
1346,Pos Kamling Rt. 05 Rw.01,58,TPS 3
1347,Pos Kamling Rt. 02 Rw.02,58,TPS 4
1348,Pos Kamling Rt. 03 Rw.02,58,TPS 5
1349,Pos Kamling Rt. 05 Rw.02,58,TPS 6
1350,Halaman Rumah Bu Mila Rt. 03 Rw. 03,58,TPS 7
1351,Lapangan Bola Volly Rt.04 Rw. 03,58,TPS 8
1352,Gg. Pinggir (Depan Rumah Bpk. Sumarno Rt.06 Rw. 03 ),58,TPS 9
1353,Cristal Golf Rt.02 Rw.04 (Citraland ),58,TPS 10
1354,Balai RW 001 Kel. Lakarsantri Surabaya,59,TPS 1
1355,"Depan Rumah Bapak Samiadi, RT 005 RW 001",59,TPS 2
1356,"Samping Rumah Bapak Bambang Hermawan, RT 004 RW 001",59,TPS 3
1357,Sebelah Selatan masjid AT - TAUFIQ,59,TPS 4
1358,"Depan Rumah Bapak Supaat, RT 003 RW 002 ",59,TPS 5
1359,"Sekolah SDN Lakarsantri I, RT 001 RW 003",59,TPS 6
1360,"Depan Rumah Ibu Fatayati, RT 002 RW 003 ",59,TPS 7
1361,"Depan Rumah Bapak Duladji, RT 002 RW 003 ",59,TPS 8
1362,"Depan Rumah Bapak Suroto, RT 001 RW 004",59,TPS 9
1363,Balai RW 004,59,TPS 10
1364,GANG 1 RT 01 RW IDEKAT MUSHOLA AL ISLAKH,60,TPS 1
1365,HALAMAN H. SLAMET RT 02 RW I,60,TPS 2
1366,GANG III DEPAN RUMAH BPK. SUBIANTO,60,TPS 3
1367,DEPAN MASJID WAHYU ILLAHI RW II,60,TPS 4
1368,KEBUN JATI RT 03 RW II LIDAH KULON,60,TPS 5
1369,BALAI RW II LIDAH KULON,60,TPS 6
1370,TK PKK WISMA LIDAH KULONRT 06 RW IV,60,TPS 7
1371,TK PKK SEPAT LIDAH KULON RT 01 RW III,60,TPS 8
1372,BALAI RW III RT 03 RW III LIDAH KULON,60,TPS 9
1373,POS RT 04 RW III LIDAH KULON,60,TPS 10
1374,BALAI RW V LIDAH KULON,60,TPS 11
1375,DEPAN RUMAH KETUA RT 03 RW. 05 ,60,TPS 12
1376,POS RT 05 RW. 05 LIDAH KULON,60,TPS 13
1377,BALAI RW IV WISMA LIDAH KULON,60,TPS 14
1378,POS RT 04 RW IV WISMA LIDAH KULON,60,TPS 15
1379,BALAI RT. 05 RW. 04 WISMA LIDAH KULON,60,TPS 16
1380,BALAI RW. 06 CITRALAND LIDAH KULON,60,TPS 17
1381,VILLA TAMAN TELAGA CITRALAND LIDAH KULON,60,TPS 18
1382,HALAMAN SDN LIDAH KULON 03 PURI L-KULON,60,TPS 19
1383,BALAI RW 08  PERUM. SAFIRA LIDAH KULON,60,TPS 20
1384,Lidah Wetan Gg. I Rt.01 Rw.01,61,TPS 1
1385,Lidah Wetan Gg. I  Tengah Rt.04 Rw.01,61,TPS 2
1386,Eks MI KH ABU MANSUR Gg.IV,61,TPS 3
1387,Pos Balai RW III,61,TPS 4
1388,Balai Kelurahan Lama,61,TPS 5
1389,Balai RW III,61,TPS 6
1390,Balai RWIV Gg.VIII,61,TPS 7
1391,Lidah Wetan Gg. X Embong Tengah,61,TPS 8
1392,Embong Tengah Gg.XI,61,TPS 9
1393,Lidah Harapan GOR BULU TANGKIS,61,TPS 10
1394,Lidah Harapan GOR BULU TANGKIS,61,TPS 11
1395,Lidah Harapan DE  Pos Rt.05,61,TPS 12
1396,ROTHERDAM BUKIT MAS,61,TPS 13
1397,ROTHERDAM BUKIT MAS,61,TPS 14
1398,BALAI RW.03 BENDUNGAN,62,TPS 1
1399,BALAI RW.01 SUMUR WELUT,62,TPS 2
1400,HALAMAN RUMAH BPK.SIDIN RT.06/RW.01 SUMUR WELUT,62,TPS 3
1401,GEDUNG COMUNITE CENTER SUMUR WELUT,62,TPS 4
1402,HALAMAN RUMAH BPK.SATUMAN RT.05/RW.02 PESAPEN,62,TPS 5
1403,BALAI RW.02 PESAPEN,62,TPS 6
