id_calon,pekerjaan,,
5201-00-0000-0710,"1993, AUTOMARAS, SURABAYA",,
5201-00-0000-0710,"1997, PT. TRITUNGGAL EKA BHAKTI, JAKARTA",,
5201-00-0000-0710,"1997-1998, PT. ADI BUANA, JAKARTA",,
5201-00-0000-0710,"2003-2013, YAYASAN HAMZANWAD1 PANCOR, PANCOR",,
5201-00-0000-0710,"2003-2004,DIREKTUR LPWN HAMZANWADI PANCOR, PANOR",,
5201-00-0000-0710,"2004-2003, KETUAdPRD KABUPATEN LOMBOK TIMUR, SELONG",,
5201-00-0000-0710,"2008-2013, WAKIL BUPATI LOMBOK TTMUR, SELONG",,
5201-00-0000-0401,Wiraswasta 1970 - 1984,,
5201-00-0000-0401,Anggota DPRD II Kab Lombok Timur 1986 - 1994,,
5201-00-0000-0401,Wakil Ketua DPRD Prop. NTB 1999 - 2004,,
5201-00-0000-0401,Wakil Ketua DPRD Prov. NTB 2005 - 2010,,
5201-00-0000-0401,Anggota DPR RI 2009 - 2014,,
5201-00-0000-0801,"Nabasa Life Insurancedi Jakarta, Marketing, 1988-1989",,
5201-00-0000-0801,"PT.dega Kerabat Nitamadi Jakarta, Assistant Trading Manager, '1989-1991",,
5201-00-0000-0801,"PT. Intermatrixdi Jakarta, Assistant Office Manager, 1995-2000",,
5201-00-0000-0801,"PT. Lasindo 2000di Jakarta. Manager Operational, 2000-2002",,
5201-00-0000-0801,"Tiga R plusdi Jakarta.direktur, 2003-2010",,
5201-00-0000-0801,"PT.dopa Saka Buanadi Jakarta, Presiden Komisaris, 2009-sekarang",,
5201-00-0000-0801,"PT. Mitra Inti Primadi Jakarta, Komisaris, 2011-sckarang",,
5301-00-0000-0101,1982 - 1992: Finance Department PT. Anugerah Group,,
5301-00-0000-0101,1992-1996: Operation Manager PT. Anugerah Group,,
5301-00-0000-0101,1996-1998: Deputy President PT. Dwipangga Group,,
5301-00-0000-0101,1998 - 2000: Direktur PT. Fajar Reksa Petala,,
5301-00-0000-0101,2000 - Sekarang: Direktur Utama PT. Gajendra Adhi Sakti,,
5301-00-0000-0101,"2005 - 2011: Komisaris PT. TJB Power Services (Tj, Jati Power Plant)",,
5301-00-0000-0101,2005 - Sekarang: Komisaris PT. Indonesia Air Asia,,
5301-00-0000-0101,2006 - Jan 2013: Group CEO Bima Palma Group (Palm Oil Plantations),,
5301-00-0000-0101,2006 - Sekarang: Chairman PT. Mandosawu Putratama Sakti,,
5301-00-0000-0101,2007 - Sekarang: Komisaris Utama PT. Aryan Indonesia (Kidzania Jakarta),,
5301-00-0000-0101,2012 - Sekarang: Direktur Utama PT. Air Asia Investama,,
5301-00-0000-0501,"1995-2005, PT. MESANA INVESTAMA UTAMA, DIREKTUR UTAMA, JAKARTA",,
5301-00-0000-0501,"1999-2004, MPR-RI, ANGGOTA, JAKARTA",,
5301-00-0000-0501,"2004-2014-RI, ANGGOTA, JAKARTA",,
5301-00-0000-0601,"Yayasan Akar Rumput, Bandung (1996-1997)",,
5301-00-0000-0601,"Institut Study Arus Informasi, Jakarta (1997-2000)",,
5301-00-0000-0601,"PT Brigass Lustrilanang Security, Bogor (2000-sekarang)",,
5301-00-0000-0601,Anggota DPR RI Periode Tahun 2009-2014,,
5301-00-0000-0701,"Staf Non Ligitasi YLBHI Jakarta, 1987 - 1989",,
5301-00-0000-0701,"Kepala Divisi Kajian Strategis YLBHI, 1992 - 1995",,
5301-00-0000-0701,"Direktur Pengkajian Strategis PBHI, 1995 - 1998",,
5301-00-0000-0701,"Wartawan Harian Media Indonesia, 1989 - 1996",,
5301-00-0000-0701,"Redaktur Harian Media Indonesia, 1991 - 1993",,
5301-00-0000-0701,"Koordinator Repotase Harian Media Indonesia, 1993 -1995",,
5301-00-0000-0701,"Kepala Litbang Harian Media Indonesia, 1996 - 1998",,
5301-00-0000-0701,"Direktur Eksekutif Centre for Information And Economic-Law Studies (CINLES), 1999 - Sekarang",,
5301-00-0000-0701,"Pemimpin Redaksi Jurnal Dictum, 2001 - 2002",,
5301-00-0000-0701,"Partner pada Kantor Hukum Nusantara, Harman & Partners, 1996 - sekarang",,
5301-00-0000-0701,Anggota DPR RI Periode 2004 - 2009,,
5301-00-0000-0701,Anggota DPR RI Periode 2009 - 2014,,
5301-00-0000-0406,VOLUNTIR FORUM LSM YOGYAKARTA 1996,,
5301-00-0000-0406,PENLITI P2ID 1998-2000 DI JAKARTA,,
5301-00-0000-0406,PROJECT OFFICER INSTITUT FASE BARU INDONESIA THN 2000-2002 DI JAKARTA,,
5301-00-0000-0406,INDONESIAN MILITARY WACTH 2002 DI JAKARTA,,
5301-00-0000-0406,MANAJER OPERASIONAL PT. MAS 2005 2006,,
5301-00-0000-0406,STAF AHIL FRAKSI PDI PERJUANGAN DPR RI THN 2006-2009,,
5301-00-0000-0406,ANGGOTA DPR RI 2009- 2014,,
5301-00-0000-0801,"KSP Wisuda Guna Raharja di Balim, Pengawas, -2007",,
5301-00-0000-0801,"Charter Flight IAT di Bali, NTT dan NTB",,
5301-00-0000-0801,"Tabloid Parawisata Flores Paradise, Pimpinan Umum, -2004",,
5301-00-0000-0801,"Sar Air di Kupang, Manager Distrik, 2002-2003",,
5301-00-0000-0801,"PT. Bali Cipta Bahari, Direktur, -2002",,
5301-00-0000-0801,"PT. Anta Expres Trour & Travel, Salesmen, 1987-2001",,
5301-00-0000-0801,Timur Leste Consultan Groun Holding and Tour & Travel Dili - Roti,,
5302-00-0000-0107,,,
5302-00-0000-0501,"1987-2004, PT. NAGOYA PLAZA HOTEL, KOMISARIS UTAMA, BATAM",,
5302-00-0000-0501,"1999-2009, DPR-RI FPG (A. 368), ANGGOTA KOMISI I, JAKARTA",,
5302-00-0000-0501,"2009-2014, DPR-RI (A. 257), KETUA FRAKSI PARTAI GOLKAR, JAKARTA",,
5302-00-0000-0502,"1982-1985, PT. KOPATRIA DEWATA, KOMISARIS UTAMA, JAKARTA",,
5302-00-0000-0502,"1987-1997, PT. KOPATRIA DEWATA, KOMISARIS UTAMA, JAKARTA",,
5302-00-0000-0502,"1997-2014, DPR-RI, ANGGOTA KOMISI IX, JAKARTA",,
5302-00-0000-0601,"Anggota DPR RI Fraksi Partai Gerindra, Wakil Ketua Fraksi Pratai Gerindra, Ketua Poksi Komsi V Fraksi Partai Gerindra, Anggota Badan Anggaran (2009-sekarang), Jakarta",,
5302-00-0000-0601,"Anggota MPR RI, Wakil Sekertaris Fraksi Partai Gerindra MPR RI. (2009-sekarang), Jakarta",,
5302-00-0000-0601,"Direktur INCREASE, Lembaga Riset dan Training Berbasis Masyarakat di Kupang, NTT, 2006-2009, Kupang.",,
5302-00-0000-0601,"Sebagai In-House Consultant untuk Program Pemberdayaan Masyarakat pada JICA,CARE, Plan, UNICEF,GTZ, WVI, CWS, AUSAID,ADB,StC,CDU.2003-2009",,
5302-00-0000-0601,"National Expert JICA-BAPPENAS, Program Pengembangan Kemitraan untuk Pemberdayaan Masyarakat di 10 Propinsi Indonesia Timur.",,
5302-00-0000-0601,"OXFAM Information Team Leader, Program Rehabilatasi Pengungasi Ex Timor Timur di Wilayah Timor Barat, 2001-2003",,
5302-00-0000-0601,"UNHCR Timor Barat L; Manager of Mass Information support Group, Program Penanganan Pengungsi EX Timor Timur di NTT Pasca Referendum Timor Leste. 1999-2000.",,
5302-00-0000-0601,United Mission for East Timor (UNAMET). Team Observasi untuk Penentuan Jejak Pendapat Timor-Timur.1999,,
5302-00-0000-0601,"AUSAID, Konsultan untuk Program Pengembangan Mekanisme Perancanaan Partisipatif Untuk Program Perencanaan Pembangunan Desa di Timor Timur (P3MD Pola Timor Timur). 1997-1998",,
5302-00-0000-0601,"Dosen Pada Universitas Timor Leste, Jurusan Social Ekonomi Pertanian dan Kepala Pusat Study Pengembangan Usaha Kecil dan Mikro Pada Lembaga Penelitanian dan Pengembangan Masyarakat Universitas Timor Leste. (1990-2000).",,
5302-00-0000-0601,"Dosen Pada Universitas Timor, Kefa, Juruan Sosial Ekonomi Pertanian.(2000-2002)",,
5302-00-0000-0601,"Konrad Adeneauer Stiftung (KAS) Germany -ESTADEP, Training Facilitator untuk Pengembangan Industri Kecil dan Menengah di Timor Timur. (1990-1995).",,
5302-00-0000-1001,"Jualan Kue dan Ikan, Rote - NTT, 1974 - 1978",,
5302-00-0000-1001,"Dagang Atribut Sekolahan. Bandung - Jakarta, 1986 - 1988",,
5302-00-0000-1001,"Direktur, PT. Shelbi Pratama, Jakarta, 1989- 1990",,
5302-00-0000-1001,"Direktur, PT. Mandrapurna Aditama, Jakarta, 1991 -1996",,
5302-00-0000-1001,"Komisaris, PT. Ades Alfindo Putra Setia, Tbk, Jakarta, 1993 - 2005",,
5302-00-0000-1001,"Komisaris, PT. Kayu Sengon, Tangerang - Banten, 1993 - 1996",,
5302-00-0000-1001,"Komisaris, PT, Sengon Mas Fajar Satryo, Banyumas-Jawa Tengah, 1993-1996",,
5302-00-0000-1001,"Komisaris, PT. Industri Kayu Parmin, Padang - Sumatera Barat, 1993-2000",,
5302-00-0000-1001,"Komisaris, PT, Padang Surya Emas Timber, Padang - Sumatera Barat, 1993 - 2000",,
5302-00-0000-1001,"Direktur Utama, PT. Ometraco Bina Jasa, Surabaya - Jawa Timur, 1996-2000",,
5302-00-0000-1001,"Komisaris, PT. Gama Mitra Utama, Surabaya - Jawa Timur, 1997 -",,
5302-00-0000-1001,"Direktur, PT. Varia Prima Bina Jasa, Jakarta, 1998 - Sekarang",,
5302-00-0000-1001,"Direktur Utama, PT. Sapta Kencana Buana, Jakarta, 1998 - Sekarang",,
5302-00-0000-1001,"Anggota DPR RI Fraksi Partai HANURA, Nomor Anggota: A -13, 2009 - 2014",,
5302-00-0000-0702,"Anggota DPR RI Periode 2009 - 2014, Dapil 2 NTT, Komisi X Fraksi Demokrat.",,
5302-00-0000-0702,"Finance Comptroller/Direktur Keuangan dan Pengawasan, Balai Sidang Jakarta Convention Center, Industri Jasa Konvensi dan Eksibisi (MICE), Jakarta, 1993-2007.",,
5302-00-0000-0702,"Direktur Utama, PT. Putra Nusa Lontar, Industri Kantung Semen dan Laminasi (Fabrikasi), Jakarta, 2000 - Sekarang",,
5302-00-0000-0702,"Pembartu Pengawas Keuangan (Assistant Comptroller), Nusa Indah Hotel & Bali International Convention Center, Hotel Bintang 5, dan Industri Jasa Konvensi dar Eksibisi ( MICE), Nusa Dua Bali, 1992-1993",,
5302-00-0000-0702,"Manajer Keuangan, Puri Ratih Hotel, Industri Perhotelan, Kuta Bali, 1989 - 1992",,
5302-00-0000-0702,"Pengajar/Dosen, Universitas Pendidikan Nasional (UNDIKNAS), Denpasar BeIi, 1987 - 1992",,
5302-00-0000-0702,"Mahasiswa Tehdan Seluruh Indonesia, Tahun 1986",,
5302-00-0000-0401,Tahun 1983-1986 bekerja & PT. Aneka Spring,,
5302-00-0000-0401,Tahun 1986-1989 bekerja & PT. Asusansi Puri Asih,,
5302-00-0000-0401,Tahun 1990-1994 bekerja & PT. Sarang Tehnik,,
5302-00-0000-0401,Tahun 1995-2004 Presidin Komisaris A. Duri Mukt,,
5302-00-0000-0401,Tahun 2004-2009 Anggota DPR-RI Fraksi PDI.P,,
5302-00-0000-0401,Tahun 2009-Sekarang Anggota DPR-RI Fraksi PDI Perjuangar,,
6101-00-0000-0101,"1999-2009, DPRD PROV. KALBAR, ANGGOTA",,
6101-00-0000-0101,"1993-2013, UNIVERSITAS, DOSEN, KALIMANTAN BARAT",,
6101-00-0000-0101,"2012-2013, PT. AURA SAKTI, DIREKTUR, KALIMANTAN",,
6101-00-0000-0501,"1989-1999, UNTAN, DOSEN, PONTIANAK",,
6101-00-0000-0501,"1997-2004, PEMERINTAHAN DAERAH, ANGGOTA DPRD, KALIMANTAN BARAT",,
6101-00-0000-0501,"2004-2009, PEMERINTAHAN DAERAH, KETUA DPRD,",,
6101-00-0000-0901,,,
6101-00-0000-0201,CV Cornelia Jaya 1994-April 2009 (Direksi),,
6101-00-0000-0201,KAP Wisnu 1996-1998 (Auditor),,
6101-00-0000-0201,PT Konas Pratama 1999-2003 (Direktur Operasional),,
6101-00-0000-0201,PT Surya Paramita Cemerlang 2003-2005 (Direktur Operasional),,
6101-00-0000-0201,PT. Harsco Nusantara 2005-April 2009 (Direktur Utama),,
6101-00-0000-0609,2005 - 2013 Direktur Keuangan. PT Global Pacific - Energy. Jakarta.,,
6101-00-0000-0609,2007 - 2013 Branch Manager. PT . AS Jinsa . Relife,,
6101-00-0000-0609,2002 - 2007. Branch . Manager. PT. AS Jinsa . Alian,,
6101-00-0000-0609,1983 - 1991 . Pegawai . Negrs . Puskesmas . Partianak,,
6101-00-0000-0609,Best . Branch . Manager . 2007 . PT . AS. Jinsa . Relif,,
6101-00-0000-0703,Anggota DPD / MPR Ri (2009-2014),,
6101-00-0000-0703,Community Development Specialist EC-FLECT SP,,
6101-00-0000-0703,D.E Perkumpulan Pena (2004-2006),,
6101-00-0000-0703,Konsultan UNDP (2005),,
6101-00-0000-0703,Field officer Common Ground Indonesia 2004),,
6101-00-0000-0703,Jurnalis (1999-2003),,
6101-00-0000-0402,"PNS Dinas Kesehatan Kabupaten Landak, Kalimantan Barat",,
6101-00-0000-0402,Anggota DPR RI Fraksi PDI Perjuangan 2009-sekarang,,
6101-00-0000-0403,"Wakil Ketua DPRD Kabupaten Sintang, 2004 - 2009",,
6101-00-0000-0403,"Anggota DPR-MPR RI, 2009-2014",,
6101-00-0000-0404,"Ahli Planologi di beberapa Konsultan teknik di Jakarta,Bandung dan Pontianak dengan pengalaman proyek perencanaan kota dan wilayah di berbagai wilayah/kota di Indonesia, antara lain: Serang,Sukabumi,Banggai,Toli-Toli,NangaPinoh,Sintang,dan Pontianak (1992-1994)",,
6101-00-0000-0404,"Karyawan PT. Astra Intemasional, Bekerja pada bagian Strategic Management Group dan Coorporate Planning PT.Astra International, Tbk.( 1996-2000)",,
6101-00-0000-0404,"Karyawan Astra Graphia Information Technology, bekerja sebagai Business Development Manager (2000-2002) Wirausaha di bidang teknologi informasi, pertambangan dan Hutan Tanam Industri.Sebagai Komisaris dan Direksi PT.Tri Mitra Resources, PT. Boma Plantation, PT.Dwi Prima Persada dan PT.Gambaru Selaras Alam",,
6101-00-0000-0801,"PT. Meranti Lestarai, Assisten Manager, 1995-1999",,
6101-00-0000-0801,"DPRD Kab Sintang Kal-Bar,Anggota, 1999-2004",,
6101-00-0000-0801,"DPRD Kab. Melawai Kal-Bar, Ketua, 2004-2009",,
6101-00-0000-0801,"DPR RI, Anggota, 2009-2014",,
6201-00-0000-0101,"2009-2014, DPD RI KALIMANTAN TENGAH, ANGGOTA UTUSAN, KALIMANTAN TENGAH",,
6201-00-0000-0101,"2009-2014, DPD RI BIDANG APBN,PAJAK DAN BPK, KOMITE IV",,
6201-00-0000-0101,"2009-2014, DPD RI, WAKIL KETUA PANSUS DANA BAGI HASIL",,
6201-00-0000-0101,"2006-2008, DPD RI, KETUA PANMUS",,
6201-00-0000-0101,"2002-2006, DPD RI, BADAN KEHORMATAN BK",,
6201-00-0000-0502,"2008-2012, PT HAJARD ABYAD, DIREKTUR, JAKARTA",,
6201-00-0000-0502,"2008-2013, PT MERAYA KONSTRUKSI INDONESIA, DIREKTUR, KALIMANTAN TIMUR",,
6201-00-0000-0601,Pengasuh Ponpes Darul Amin Palangka Raya.,,
6201-00-0000-0601,Anggota DPRD Provinsi Kalimantan Tengah.,,
6201-00-0000-0401,Th. 2008 s/d skrg:Dirut PT. Kharisma Duta Mining,,
6201-00-0000-0401,Th. 2009 s/d skrg: Komisaris IT. Media Bersama,,
6201-00-0000-0401,Th. 2005 s/d skrg: Komisaris PT. Sistech Media Softindo,,
6201-00-0000-0401,Th. 2004 -2005: Legal Office di Kamar Dagang Prancis,,
6201-00-0000-0401,2002 s/d skrg: Komisaris PT. Bersama,,
6201-00-0000-0401,Th. 2001 - 2002: Para Legal di A. Teras Narang Assosiates,,
6201-00-0000-0402,,,
6201-00-0000-0801,"Fraksi PAN DPR RI, Anggota, 2009-Sekarang",,
6201-00-0000-0801,"Fraksi PAN DPR DPRD Provinsi Kalimantan Tengah, Anggota, 1999-2009",,
6301-00-0000-0501,"2009-2014, DPR RI, ANGGOTA, JAKARTA",,
6301-00-0000-0501,"1999-2004, DPR Rl, ANGGOTA, JAKARTA",,
6301-00-0000-0501,"1992-1997, DPR RI, ANGGOTA, JAKARTA",,
6301-00-0000-0505,"2008-2013, PT BHUMI RANTAU ENERGI, DIREKTUR UTAMA, JAKARTA",,
6301-00-0000-0901,Direktur Utama PT. Bara Borneo Mandiri 1998-2004,,
6301-00-0000-0901,Komisaris CV. Borneo Anugrah 2003-2004,,
6301-00-0000-0901,Ketua Yayasan Pusat Inkubasi Bisnis Pemuda dan Santri Indonesia Jakarta Tahun 1998-2004,,
6301-00-0000-0201,STAF TATA USAHA FAK EKONOMI D1 (UVAYA ),,
6301-00-0000-0201,DOSEN FAKULTAS EKONOMI Dl ( UVAYA ),,
6301-00-0000-0201,PEMBANTU DEKAN III FAK EKONOMI Dl (UVAYA),,
6301-00-0000-0201,DEKAN FAK EKONOMI DI ( UVAYA ),,
6301-00-0000-0201,PEMBANTU REKTOR II DI ( UVAYA ),,
6301-00-0000-0201,REKTOR TAHUN 1998-2002 DI ( UVAYA ),,
6301-00-0000-0201,REKTOR TAHUN 2002-2006 DI ( UVAYA ),,
6301-00-0000-0201,REKTOR TAHUN 2006-2010 DI ( UVAYA ),,
6301-00-0000-0201,REKTOR TAHUN 2010-2014 DI (UVAYA ),,
6301-00-0000-0604,Bupati Hulu Sungai Tengah - Barabai tahun 2000 - 2010,,
6301-00-0000-0604,Kepala Dinas Pendapatan Daerah Kabupaten Barito Kuala tahun 1997 -1999,,
6301-00-0000-0604,Kepala Bagian Tata Praja Setda Provinsi Kal Sel tahun 1994 -1997,,
6301-00-0000-0604,Kepala Bagian Umum Setda Kabupaten Kotabaru tahun 1990-1994,,
6301-00-0000-0604,Camat Batulicin Kabupaten Kotabaru tahun 1987 -1990,,
6301-00-0000-0301,Direktur Yayasan Haji Ummul Quro,,
6301-00-0000-0301,Anggota DPR Rl Periods 2004-2009,,
6301-00-0000-0301,Anggota DPR RI Periods 2009-2014,,
6302-00-0000-0501,"1999-2007, HASNUR GRUP, DIREKTUR OPERASIONAL, KALIMANTAN SELATAN",,
6302-00-0000-0501,"2007-2013, HASNUR GRUP, KOMISARIS. KALIMANTAN SELATAN",,
6302-00-0000-0501,"1999-2013, PS. BARITO PUTRA, MANAGER, KALIMANTAN SELATAN",,
6302-00-0000-0901,Komisaris CV Aditama Mandiri (2006 skrg),,
6302-00-0000-0901,Komisari PT. Rajawali Putera Angkasa (2012 skrg),,
6302-00-0000-0901,Komisari PT. Bara Aditama (2006 skrg),,
6302-00-0000-0901,Komisdis PT. Bumi Surya Abadi (2012 skrg),,
6302-00-0000-0201,"0-0, KEPALA PUSKESMAS, KAB. BATOLA",,
6302-00-0000-0201,"0-0, KEPALA PUSKESMAS, KAYU TANGI BANJARMASIN",,
6302-00-0000-0201,"0-0, KEPALA PUSKESMAS, BANJARMASIN",,
6302-00-0000-0201,"0-0, KEPALA DINAS, KOTA BANJARMASIN",,
6302-00-0000-0201,"0-0, KABIT AKREDITASI, PROPINSI KALIMANTAN SELATAN",,
6302-00-0000-0201,"0-0, KEPALA KANTOR, BANJARMASIN",,
6302-00-0000-0201,"0-0, KEPALA DINAS, KALIMANTAN SELATAN",,
6302-00-0000-0201,"0-0, KETUA DPRD, BANJARMASIN",,
6302-00-0000-0201,"2000-2003, STAF AHLI, PROOPINSI KALIMANTAN SELATAN",,
6302-00-0000-0201,"0-0, BUPATI, KAB. TANAH BUMBU",,
6302-00-0000-0201,"0-0, KETUA",,
6302-00-0000-0201,"0-0, KETUA, KALIMANTAN SELATAN",,
6302-00-0000-0601,Staf Seksi Keuangan kantor PN Perhutani Kotabatu tahun 1970-1973,,
6302-00-0000-0601,Kaur Keuangan PT. Inhutani II (BUMN) Administrator/Amku Pulau Laut di Sungai Pinang Kotaharu Tahun 1974-1978,,
6302-00-0000-0601,Kepala Tata Usaha Kantor Administrator PT. Inhutani II (BUMN) Pulau Laut di Sungai Pinang Kotabaru Tahun 1978-1983,,
6302-00-0000-0601,Kepala Tata Usaha Kantor Administrator PT. Inhutani II (BUMN) di Stagen Kotabaru Tahun 1983-1985,,
6302-00-0000-0601,Kepala Seksi Umum Kantor Unit Usaha PT. Inhutani II (BUMN) di Stagen Kotabaru tahun 1985-1992,,
6302-00-0000-0601,Kepala Perwakilan PT. Inhutani II (BUMN) Banjarbaru Tahun 1992-1994,,
6302-00-0000-0601,Kepala Unit Usaha/General Manager PT. Hulan Kintap Banjarbaru tahun 1994-2000,,
6302-00-0000-0601,Bupati Kotabaru tahun 2000-2005,,
6302-00-0000-0601,Bupati Kotabaru Periode ke-2 Tahun 2005-2010,,
6302-00-0000-0401,PLT. CAMAT PENGARON KAB. BANJAR d. BUPATI TAHUN LAU,,
6302-00-0000-0401,KALAG HUMAS SETDA KAB. BANJAR,,
6302-00-0000-0401,DIREKTUR PD. BARAMATA,,
6401-00-0000-0101,"1998-2000, WAKIL WALIKOTA SAMARINDA, WAKIL WALIKOTA, SAMARINDA",,
6401-00-0000-0101,"2000-2005, WALIKOTA SAMARINDA, WALIKOTA SMARINDA",,
6401-00-0000-0101,"2005-2010, WALIKOTA SAMARINDA, WALIKOTA, SAMARINDA",,
6401-00-0000-0501,"2009-2014, DPR RI, ANGGOTA KOMISI III, DPR RI",,
6401-00-0000-0501,"2003-2005, PEMERINTAHAN DAERAH, BUPATI KUTAI TIMUR, KUTAI TIMUR",,
6401-00-0000-0501,"2001-2003, PEMERINTAHAN DAERAH, WAKIL KETUA",,
6401-00-0000-0505,"1989-1994. RSU WAHAB. DOKTER UMUM, SAMAR1NDA",,
6401-00-0000-0505,"1998-2002, RSU WAHAB SYAHRANI, DOKTER SPESIALIS, SAMARINDA",,
6401-00-0000-0901,Wkl.Ketua DPRD Kota Balikpapan Thn.1992-1997,,
6401-00-0000-0901,Anggota DPRD Kota Balikpapan Thn 1997-1999,,
6401-00-0000-0901,Anggota DPRD Prov.Kaltim Thn 1999- sekarang,,
6401-00-0000-0601,Anggota DPD Rl Periode 2004-2009 dan Periode 2009-2014,,
6401-00-0000-0302,Wakil Ketua DPRD Provinsi Kaltim Tahun 2009-Sekarang,,
6401-00-0000-0302,Dosen Politeknik Negeri Samarinda Tahun 2000-2001,,
6401-00-0000-0302,"Dosen Univ. Widya Gama Mahakam, samarinda Tahun 1997-2006",,
6401-00-0000-0302,"Dosen Univ. muslim Indonesia, Ujung Pandang tahun 1995-1996",,
6401-00-0000-0701,,,
6401-00-0000-0401,Wakil Manager Pengusahaan Hutan PT. Limbang Ganeca,,
6401-00-0000-0401,Anggota DPRD Kabupaten Kutai Kartanegara Tahun 2004 - 2009,,
6401-00-0000-0401,Anggota DPRD Propinsi kalimantan Timur Tahun 2009 - 2014,,
7101-00-0000-0501,"2009-2014, DPR-RI, ANGGOTA, JAKARTA",,
7101-00-0000-0602,TH. 1974 - 1978 KAPOLSEK BOROBUDUR JATENG,,
7101-00-0000-0602,TH. 1991 - 1993 KAPOLRES BATAM - RIAU,,
7101-00-0000-0602,TH. 2001 - 2002 WAKAPOLDA BALI,,
7101-00-0000-0602,TH. 2003 - 2005 KAPOSWIL BIN SULUT TENGGA,,
7101-00-0000-0602,TH. 2006 - 2008 DIREKSUS BARESKRIM POLRI,,
7101-00-0000-0701,PANGDAM VIII / TRIKORA-MALIRJA/ ANGGOTA MPR-RI,,
7101-00-0000-0701,DAN SESKOAD /TNI AD /BANDUNG,,
7101-00-0000-0701,GUBERNUR KDH PROVINSI SULAWESI UTARA/ ANGGOTA MPR-RI,,
7101-00-0000-0701,Penasehat Presiden Bidang Pembangunan Kawasan Timur Indonesia,,
7101-00-0000-0701,Anggota DPR-RI (Periode 2004-2009),,
7101-00-0000-0701,Menteri PAN dan RB (2009-2011),,
7101-00-0000-0701,Menteri Perhubungan (2011- 2014),,
7101-00-0000-0401,Thn 2004-2009: Anggota DPR RI/ Komisi XI,,
7101-00-0000-0401,Thn 2005 - 2009: Wkl Ketua Komisi XI DPR RI,,
7101-00-0000-0401,Thn 2009 - 2014: Anggota DPR RI / Komisi XI,,
7101-00-0000-0401,Thn 2009 - Sekarang: Wakil Ketua Badan Anggaran DPR RI,,
7101-00-0000-0402,ANGGOTA DPR RI 2009-2014 FRAKSI PDI PERJUANGAN ANGGOTA KOMISI VI & BKSAP,,
7101-00-0000-0806,,,
7201-00-0000-0101,Anggota DPRD Kabupaten Morowali, 2009-2014,
7201-00-0000-0101,Direktur PT Graha Mining Utama, s/d Sekarang,
7201-00-0000-0101,Direktur PT Graha Agro Utama, s/d Sekarang,
7201-00-0000-0101,Direktur Utama PT Graha Istika Utama, s/d Sekarang,
7201-00-0000-0101,Komisaris PT Tadulako Dirgantara Travel, s/d Sekarang,
7201-00-0000-0501,"2004-2009, DPR RI, ANGGOTA, JAKARTA",,
7201-00-0000-0501,"2009-2014, DPR Rl, ANGGOTA, JAKARTA",,
7201-00-0000-0601,Penasehat Hukum/Pengacara - tahun 1996,,
7201-00-0000-0601,Staff Pengajar Fakultas Hukum Universitas Palu - Tahun 1998,,
7201-00-0000-0601,Direktur Utama PT. Mosintuvu Nabia kolector - Tahun 1997,,
7201-00-0000-0601,Komisaris Utama PT. Citra Nuansa Elok - Tahun 2004,,
7201-00-0000-0601,Direktur Utama Perusahaan Daerah Kota Palu - Tahun 2005 s/d 31 Maret 2013,,
7201-00-0000-1001,Direktur Law Office Sarifuddin Sudding & Associates,,
7201-00-0000-1001,Anggota DPR Rl Periode 2009-2014,,
7201-00-0000-0702,ANGGOTA DPR RI MASA BAKTI TAHUN 2009-2014,,
7201-00-0000-0702,DOKTER RSUD MALALAYANG MANADO TAHUN 2008,,
7201-00-0000-0402,Anggota DPR RI Tahun 2004 - 2009,,
7201-00-0000-0402,Anggota MPR RI Tahun 2000 - 2009,,
7201-00-0000-0402,Anggota Komisi V Tahun 2004 - 2009,,
7201-00-0000-0402,Pimpinan Pansus Tata Ruang,,
7201-00-0000-0402,Anggota BURT (Badan Urusan Rumah Tangga) DPR RI,,
7201-00-0000-0402,Panitia Anggaran,,
7201-00-0000-0402,Anggota Tim Sinkronisasi Undang-Undang DKI Jakarta,,
7201-00-0000-0402,Anggota Tim Sinkronisasi Undang-Undang DKI Jakarta,,
7201-00-0000-0402,Anggota Tim Kecil Undang-Undang DKI Jakarta,,
7201-00-0000-0402,Anggota Pansus Undang-Undang Penanggulangan Bencana,,
7201-00-0000-0402,Anggota Tom Kecil Undang-Undang Penangggulangan Bencana,,
7201-00-0000-0402,Anggota Pansus Tol Jagorawi,,
7201-00-0000-0402,Anggota Pemantau jalan tol,,
7201-00-0000-0402,Anggota Pansus Undang-Undang Perkeretapian,,
7201-00-0000-0402,Anggota Pansus Undang-Undang Penerbangan,,
7201-00-0000-0402,Anggota Tim Panja Undang-Undang Penerbangan,,
7201-00-0000-0402,Anggota Pansus Undang-Undang Pelayaran,,
7201-00-0000-0402,Anggota Tim Panja Undang-Undang Pelayaran,,
7201-00-0000-0402,Anggota Pansus Poso,,
7201-00-0000-0402,Anggota Tiim Pemantau Poso,,
7201-00-0000-0402,Partisipasi Mensukseskan PEMILU 9 Juni 1992 dari Instansi GKDH TKT. I Sulawesi Tengah tahun 1992,,
7201-00-0000-0402,Partisipasi pada Seminar Sulawesi Tengah Potensi & Prospek di Jakarta dari Instansi GKDH TKT. I Sulawesi Tengah tahun 1993,,
7201-00-0000-0402,Peran aktif kepengurusan DPH KADIN Sulawesi Tengah dari Instasi KADIN TKT. I Sulawesi Tengah tahun1994,,
