id_calon,riwayat_pendidikan
3503-00-0000-0204,SDN 1 Asembagus Situbondo Juni 1987
3503-00-0000-0601,SDN I WATUKEBO LULUS TH 198l
3503-00-0000-0601,SMPN IV BANYUWANGI LULUS TH 1984
3503-00-0000-0601,SMAN I BANYUWANGI LULUS TH 1987
3503-00-0000-0601,UNIVERSITAS HALULEO(UNHALU) LULUS TH 1993
3503-00-0000-0701,SD Negeri Banyuwangi 1956
3503-00-0000-0701,SMP Negeri Banyuwangi 1962
3503-00-0000-0701,SMA Negeri Banyuwangi 1967
3503-00-0000-0701,Fakultas Tehnik Elektro Institut Tehnologi 10 Nopember Surabaya ( ITS ) 1977
3503-00-0000-0401,SD Negeri 1 Pacitan Th. 1969 -1974 (Tamat)
3503-00-0000-0401,SMP Negeri 1 Pacitan Th. 1975 - 1977 (Tamat)
3503-00-0000-0401,SMU Negeri 1 Pacitan Th. 1978 - 1981 (Tamat)
3503-00-0000-0401,"Universitas Kadiri Th.,1981 -1982 (Tdkamat)"
3503-00-0000-0401,Universitas Negeri Jember Th. 1983 -1988 (Tdk Tamat)
3503-00-0000-0401,"Kursus Filsafat Sekolah Tinggi Driyakara ( STEF Driyakara) Th. 2002 - 2003, 2012 - 2013"
3503-00-0000-0401,Fakultas Hukum Universitas Bung Karno 2010 -Sekarang (belum lulus)
3504-00-0000-0101,"1966-1972, SD, SDN NO.3, SIGLI, ACEH"
3504-00-0000-0101,"1975-1978, SLTP, STN, BANDA ACEH"
3504-00-0000-0101,"1978-1981, SLTA, SMPP, BANDA ACEH"
3504-00-0000-0101,"1981-1986, S1, UNIVERSITAS NEGERI JEMBER, JEMBER"
3504-00-0000-0101,"2007-2009, S2, UNIVERSITAS INDONESIA, JAKARTA"
3504-00-0000-0507,"1987-1990, SLTA, SMA NEGERI TAMBUN, BEKASI"
3504-00-0000-0507,"1990-1995, S1, UNIVERSITAS JEMBER, JEMBER"
3504-00-0000-0201,"S2, Magister Manajemen Pembangunan Daerah, Institut Pertanian Bogor, 2010."
3504-00-0000-0201,"SI, IAIN Sunan Kalijaga Yogyakarta, 1990."
3504-00-0000-0208,SD / Sederajat (1991)
3504-00-0000-0208,SMP / Sederajat. (2003)
3504-00-0000-0208,SMA/Sederajat (2006)
3504-00-0000-0208,S-1 Sejarah IK IP Budi Utomo Malang (2010)
3504-00-0000-0208,S-2 Magister Manajemen (2011)
3504-00-0000-0208,S-2 Megister Hukum Pembangunan
3504-00-0000-0208,S-3 llmu Sosial
3504-00-0000-0602,Sekolah Dosor Negeri Gombirono lV. Jember (1991)
3504-00-0000-0602,"Sekolah Menengoh Perlomo Negerj I Bongsalsari, Jember (1994)"
3504-00-0000-0602,"Sekolah Menengoh Umum lslam Al Hidayah, Jember (1998)"
3504-00-0000-0602,"Sekolah Tinggi llmu Ekonomi- Monajeme Industri don Jasa lndonesia (STIE-MAIJl), Jokarta (2012)"
3504-00-0000-0702,SDN Sumberan 1 Ambulu - Jember Lulus Tahun 1977
3504-00-0000-0702,SMP Islam Ambulu - Jember Lulus Tahun 1981
3504-00-0000-0702,SMA Negeri 1 Ambulu - Jember Lulus Tahun 1984
3504-00-0000-0702,IKIP Negeri Malang Tahun 1989
3504-00-0000-0401,SDK St. YUSUP KOTA MADIUN (1974-1980)
3504-00-0000-0401,SMP N 1 KOTA MADIUN (1980-1983)
3504-00-0000-0401,"SMA N 2 KOTA MADIUN, SMA TAMAN BHAKTI KOTA MADIUN (1983-1986)"
3504-00-0000-0401,UNIVERSITAS JEMBER (1986-1995)
3504-00-0000-0801,"SMA Negeri 4, Surabaya, -"
3504-00-0000-0801,"SMPN 1, Jember, -"
3504-00-0000-0801,"SDN Jember Kidul, Jember, -"
3505-00-0000-0101,"1992-1998, SD SDN KAUMAN I MALANG, KAB. MALANG"
3505-00-0000-0101,SMPN 8 MALANG Tahun Lulus:2001 Alamat: Jl. Arjuno Malang
3505-00-0000-0101,SMAN 4 Pamekasan Tahun Lulus: 2005 Alamat: Jl. Pintu Gerbang Pamekasan
3505-00-0000-0101,S 1 Fakultas Hukum Universitas Kartini Tahun Lulus:2010 Alamat: Jl. Raya Nginden 19-22 Surabaya
3505-00-0000-0501,"1979-1976, SLTA, SMA NEGERI 3 SURABAYA, SURABAYA 1977-1987, SI, FAK. KELAUTAN ITS SURABAYA, SURABAYA"
3505-00-0000-0201,"MI Mambaul Ma'arif, Denanyar- Jombang, Tahun lulus 1971"
3505-00-0000-0201,"MTSAIN, Denanyar -Jombang, Tahun lulus 1974"
3505-00-0000-0201,"MAAIN, Denanyar- Jombang, Tahun lulus 1997"
3505-00-0000-0201,"IKIP Negeri Malang, JI. Semarang 5 Kota Malang, Tahung lulus 1982, Program S 1 Bimbingan dan Konseling"
3505-00-0000-0601,Elementary School (Bhakti Mulya) 1989-1995
3505-00-0000-0601,Junior High School (Bhakti Mulya) 1995-1998
3505-00-0000-0601,Senior High School (Pergurun Cikini) 1998-2001
3505-00-0000-0601,Universitas paramadina (Prog HI) 2001 - Process
3505-00-0000-0701,"S-3 Fisip, UGM Yogyakarta"
3505-00-0000-0701,"S-2 Kajian Amerika, UI Jakarta"
3505-00-0000-0701,"S-1 Managemen SDM, STIA Majapahit Malang"
3505-00-0000-0701,"Diploma Public Relation, Los Angeles City College"
3505-00-0000-0701,"Diploma Fak. Kedokteran, Univ. Brawijaya Malang"
3505-00-0000-0401,"SDN 01 RAWA TERATE, 1976 - 1982"
3505-00-0000-0401,"SMPN 168 CAKUNG, 1982 - 1985"
3505-00-0000-0401,"SMAN 36 RAWAMANGUN, 1985 - 1988"
3505-00-0000-0401,"SMAN 36 RAWAMANGUN, 1985 - 1988"
3505-00-0000-0401,"FIKOM IISIP JAKARTA, 1988 - 1992"
3505-00-0000-0401,"FISIP UNTAG JAKARTA, 1992 - 1995"
3505-00-0000-0401,"FASKA SARJANA FISIP UI JAKARATA, 1998 - 1999"
3505-00-0000-0401,"PASKA SARJANA FH UKI JAKARTA, 2007 - 2009"
3505-00-0000-0404,
3505-00-0000-0802,"FE Univ Gajayana Malang,, -1999"
3505-00-0000-0802,"Fak. Teknik Sipil, UII Yogyakrta,, -1980"
3505-00-0000-0802,"SMAN Nganjuk,, -1972"
3505-00-0000-0802,"SMPN Nganjuk,, -1969"
3505-00-0000-0802,"SDN Nganjuk,, -1966"
3505-00-0000-0802,"Pasca Sarjana UGM Prog. Studi TANAS (Tesisi),,"
3506-00-0000-0101,"1986.1992, SD, SD 06 PAGI, CILANDAK, JAKARTA"
3506-00-0000-0101,"1992.1995, SLTP, SMP BAKTI IDHATA,CILANDAK, JAKARTA"
3506-00-0000-0101,"1995.1998, SLTA,SMA YASPI, LIMO,DEPOK,JAWA BARAT"
3506-00-0000-0501,"1980-1986, SD, SDN 270, SURABAYA"
3506-00-0000-0501,"1986-1989. SLTP, SMPN 17, SURABAYA"
3506-00-0000-0501,"1989-1992, SLTA, SMAN 16, SURABAYA"
3506-00-0000-0501,"1992-2000, S1, UNIVERS1TAS JEMBER, JAWA TIMUR"
3506-00-0000-0501,"2001-2005, S2, UN1VERSITAS INDONESIA, JAKARTA"
3506-00-0000-0201,SD Negeri Lirboyo
3506-00-0000-0201,SMP Negeri IV Kota Kediri
3506-00-0000-0201,Madrasah Aliyah Hidayatul Mubtedi-ien Lirboyo
3506-00-0000-0601,"SDN Nglegok lI, Kab Blitar, Lulus 1971"
3506-00-0000-0601,"SMPN I Blitar, Lulus 1974"
3506-00-0000-0601,"SMAN Blitar, Lulus 1977"
3506-00-0000-0601,"Institut Pertanian Bogor (lPB), Lulus 1982"
3506-00-0000-0701,"1985 - SD YPK Wijaya, Jakarta"
3506-00-0000-0701,"1998 - SMP Negeri 13 Tirtayasa, Jakarta"
3506-00-0000-0701,"1991 - SMA Negeri 6 Mahakam, Jakarta"
3506-00-0000-0701,"1996 - Sarjana Ekonomi, Universitas Trisakti"
3506-00-0000-0401,"SD PAWIYATAN DHOHO, KEDIRI, 1976"
3506-00-0000-0401,"SMP PAWIYATAN DHOHO, KEDIRI, 1979"
3506-00-0000-0401,"SMA NEGERI I, KEDIRI, 1982"
3506-00-0000-0402,"SDN Raden Saleh, Surabaya, 1974"
3506-00-0000-0402,"SMPN IV, Surabaya, 1977"
3506-00-0000-0402,"SMA TNH, <ojokerto, 1981"
3506-00-0000-0402,"FIA- Unibraw, Malang, 1986"
3506-00-0000-0402,"Pasca Sarjana, UGM, I991"
3506-00-0000-0405,SD Negeri II Tulungagung 1965
3506-00-0000-0405,SMP Negeri 1 Tulungagung 1968
3506-00-0000-0801,"Fakultas Teknik Industri Universitas Islam Indonesia Yogyakarta, DIY, D.I.Y, 1991-1998"
3506-00-0000-0801,"SMA Negeri 7 Surakarta, Javva Tengah, Surakarta, Jawa Tengah, 1988-1991"
3506-00-0000-0801,"SMP Islam Diponegoro Surakarta, Jawa Tengah. Surakarta, Jawa Tengah, 1985-1988"
3506-00-0000-0801,"SD Mujahidin Surabaya, JawaTimur, Surabaya, Jawa Timur, 1979-1985"
3507-00-0000-0101,Tahun; 1970-TAMAT SDN SUDIRMAN5 CIMAHI
3507-00-0000-0101,Tahun; 1973 - TAMAT SMPN IMAGELANG
3507-00-0000-0101,Tahun; 1976- TAMAT SMAN I CILACAP
3507-00-0000-0101,Tahun; 1983 - LULUS DOKTER GIGI FAKULTAS
3507-00-0000-0101,KEDOTERAN GIGI UGM
3507-00-0000-0101,Tahun; 2002 - LULUS MAGISTER MANAGEMEN STIE ABI SURABAYA
3507-00-0000-0101,Tahun; 2013-LULUS MAGISTER HUKUMDIUNS
3507-00-0000-0502,"1966-1972, SD, SD NEGERI KETEGAN TAMAN SIDOARJO, SIDOARJO"
3507-00-0000-0502,"1972-1975, SLTP, SMP NEGERI TAMAN SIDOARJO, SIDOARJO"
3507-00-0000-0502,"1975-1979, SLTA, STM NEGERI 3, SURABAYA"
3507-00-0000-0502,"1981-1987, SI, UNIVERSITAS NEGERI JEMBER, JEMBER"
3507-00-0000-0502,"2002-2004, S2, UNIVERSITAS WIJAYA PUTRA, SURABAYA"
3507-00-0000-0201,SDN Tulung 1 tahun 1977 Ponorogo
3507-00-0000-0201,MTs A1 Mukarrom tahun 1981 Ponorogo
3507-00-0000-0201,SMA Hudaya tahun 1984 Ponorogo
3507-00-0000-0201,S1 Universitas Muhamadiyah TAHUN 1989 Surakarta
3507-00-0000-0601,"1970-1976, SDN BEDI WETAN BUNGKAL, PONOROGO"
3507-00-0000-0601,"1976-1979, SMPN 2, PONOROGO"
3507-00-0000-0601,"1979-1982, SMA N 2, PONOROGO"
3507-00-0000-0601,"1983-1987, UNV. GAJAHMADA, YOGYAKARTA"
3507-00-0000-0301,"Madrasah Ibtidaiyah Islamiyah Lamongan, 1979"
3507-00-0000-0301,"Madrasah Tsanawiyah YKUI Maskumambang Grcstk Jawa Ttmur, 1982 '"
3507-00-0000-0301,"Madrasah Aliyah YKUI MaskumambangGresik Jawa Timur, 1985"
3507-00-0000-0301,"LIPIA (Lembaga Pendidikan Islam dan Arab) Jakarta, 1990"
3507-00-0000-0701,SD MERDEKA BANDUNG
3507-00-0000-0701,SMPN 20 JAKARTA
3507-00-0000-0701,"SMA 39 CIJANTUNG, JAKARTA"
3507-00-0000-0701,BACHELOR OF COMMERCE IN FINANCE AND E-COMMERCE CURTIN UNIVERSITY. PERTH - AUSTRALIA
3507-00-0000-0701,MASTER OF SCIENCE IN INTERNATIONAL POLITICAL ECONOMY NANYANG TECHNOLOGICAL UNIVERSITY - SINGAPORE
3507-00-0000-0702,SD Tahun 1975 - Pacitan
3507-00-0000-0702,SLTP Tahun 1979 - Pacitan
3507-00-0000-0702,SLTA Tahun 1982 - Pacitan
3507-00-0000-0702,S1 Tahun 2004 - Surabaya
3507-00-0000-0702,S2 Tahun 2011 - Surabaya
3507-00-0000-0401,"SDN Munjungan I, tahun 1963-1969"
3507-00-0000-0401,"PGA IV Tahun Munjungan, tahun 1970-1973"
3507-00-0000-0401,"PGAN VI Tahun Malang, tahun 1974-1975"
3507-00-0000-0401,"S-l IKIP Malang, tahun 1976-1981"
3507-00-0000-0401,"S-2 IKIP Malang, tahun 1989-1991"
3508-00-0000-0110,"1956-1962, SD, SEKOLAH DASAR NEGERI SANGEN, MADIUN"
3508-00-0000-0110,"1962-1965, SLTP, SMPN 01 GEGE& MADIUN"
3508-00-0000-0110,"1965-1968, SLTA, SEKOLAH TEKNOLOGI MENENGAH NEGERIMADIUN, MADIUN"
3508-00-0000-0110,"1982-1986, SI, TINTVERSITAS MERDEKA MADIUN, MADITUN"
3508-00-0000-0502,"1977-1980, SLTA, SMA NEGERI 1, KEDIRI"
3508-00-0000-0502,"1990-1992, S2, THE UNIVERSITY OF HULL, UK"
3508-00-0000-0201,Manbaul Maarif Deenanyar Jombang
3508-00-0000-0201,SMAN 1 Yogyakarta
3508-00-0000-0201,Sarjana llmu Syariah (Drs.) [Jnstitut Agama Islam
3508-00-0000-0201,"Negcri (IAIN)- D. 1. Yogyakarta, INDONESIA]"
3508-00-0000-0201,"Sarjana llmu Sosiatri (Drs) [Universitas Gajah Mada, D, 1 Yogyakarta, INDONESIA]"
3508-00-0000-0203,Ml Walisongo Mojokerto (1976-1982)
3508-00-0000-0203,MTsN Tamhak Beras Jombang (1982-1985)
3508-00-0000-0203,MAN Tamhak Beras Jombang (1985-1989)
3508-00-0000-0203,Sarjana (SI) IAIN Sunan Ampel Surabaya (1989-1993)
3508-00-0000-0203,Pascasaijana (S2) llmu Pemerintahan Univereitas Satyagama Jakarta
3508-00-0000-0601,SR/SDN Ngrami -Nganjuk - Tamat 1959
3508-00-0000-0601,SMP. Nganjuk - Tamat Juni th. 1963
3508-00-0000-0601,SPPN ( Sckolah Panitera Pengganti Negara ) lkatan Dinas di Palembang -Tamat/lulus 1966. setingkat SMA (Ijazah Keterangan tidak diterbitkan) Langsung diangkat sebagai PNS (dilampiri SK Pengangkatan PNS pada Pengadilan Negeri Palembang per I Pebruari 1967 Gol/pangkat D./II.
3508-00-0000-0601,S. 1. Hukum Universitas Indonesia Ijazah.1978
3508-00-0000-0601,S. 2. Hukum IBLAM - Jakarta Ijazah th. 2001
3508-00-0000-0601,S. 3. Hukum Universitas Pajajaran Ijazah Jan - 2010
3508-00-0000-1001,SMA Ai Khairiyah Surabaya
3508-00-0000-1001,Sarjana Hukum Univertis Bhayangkara Surabaya
3508-00-0000-1001,Megister Hukum Universitas Airlangga
3508-00-0000-1001,Doktor Ilmu Hukum Universitas Brawijaya.
3508-00-0000-0701,"SD Negeri Tinap Magetan, lulus tahun 1959"
3508-00-0000-0701,"SMP Negeri Maospati Magetan, lulus tahun 1963"
3508-00-0000-0701,"SMA Negeri II Kediri, lulus tahun 1966"
3508-00-0000-0701,"Akabri Darat, lulus tahun 1971"
3508-00-0000-0701,"S-1 Administrasi Negara (Unmer Madiun), lulus 1988"
3508-00-0000-0701,Akta V Universitas Indonesia lulus tahun 1994
3508-00-0000-0701,"S-2 Administrasi Pembangunan (Untag Surabaya), lulus tahun 2001"
3508-00-0000-0401,"SD YPKP, SIDORAME, MEDAN (1965)"
3508-00-0000-0401,"SMPN KUTACANE, ACEH (1969)"
3508-00-0000-0401,SMAN KUTACANE ACEH (1980)
3508-00-0000-0401,ITB Jurusan Teknik Kimia (1980)
3508-00-0000-0402,"SD Negeri Banjaragung ii, tahun 1976-1982 / tamat."
3508-00-0000-0402,"SMP Negeri Mojoangung, tahun 1982-1985 / tamat."
3508-00-0000-0402,"SMA PGRI I Jombang, tahun 1985-1988 / tamat."
3508-00-0000-0402,"Univ. Wijaya Kusuma, Surabaya, tahun 19888-1993 / tamat."
3508-00-0000-0402,"Pasca Sarjana UWK Surabaya, tahun 2003-2005 / tamat."
3508-00-0000-0801,"Institut Kesenian Jakarta (IKJ), Jakarta, -1998"
3508-00-0000-0801,"Institut Ilmu Sosial dan Ilmu Politik (IISIP) Jakarta, Lenteng Agung, -1996"
3508-00-0000-0801,"SMA Negcri 18 Jembatan Batu Jakarta Baral, Jakarta, -1989"
3508-00-0000-0801,"SMP Negeri 21 Bandengan Utara Jakarta Utara, Jakarta, -1986"
3508-00-0000-0801,"SD Negeri 03 Pagi Teluk Gong Jakarta Utara, Jakarta, -1983"
3509-00-0000-0501,"1977-1980, SLTA, SMA NEGER1 1, MADIUN"
3509-00-0000-0501,"1980-1985, SI, 1NSTITUTTEKNOLOGI 10NOV, SURABAYA"
3509-00-0000-0501,"1994-1995. S2, CRANFIELD UNIVERSITY. BEDFORD"
3509-00-0000-0201,
3509-00-0000-0606,"SDN. Banjarjo 1, BojonegOrO < 1972 1978 )"
3509-00-0000-0606,"SMPN 1, Bojonegoro ( 1978- 1981 )"
3509-00-0000-0606,"SMA Kebun Dalem, Semarang { 1981 1984 )"
3509-00-0000-0606,Program Sarjana ( SI ) Fakultas Huknm Universitas
3509-00-0000-0606,"17 Agustus 1945, Semarang ( 1984 - 1990 )"
3509-00-0000-0606,Mahasiswa Program Pasca Sarjana ( S2 ) Master Hukum
3509-00-0000-0606,"Universitas Pelita Harapan, Jakarta ( 2012 Sekarang )"
3509-00-0000-0701,PROGRAM SPESIALIS NOTARIAT DAN PERTANAHAN FAKULTAS HUKUM UNIVERSITAS INDONESIA TAHUN 1998-2000
3509-00-0000-0701,FAKULTAS HUKUM UNIVERSITAS TRISAKTI TAHUN 1992-1996
3509-00-0000-0701,SEKOLAH MENENGAH ATAS NEGERI 2 MAGETAN TAHUN 1988-1991
3509-00-0000-0701,SEKOLAH MENENGAH PERTAMA NEGERI PONCOL TAHUN 1985-1988
3509-00-0000-0701,SEKOLAH DASAR NEGERI JANGGAN TAHUN 1979-1985
3509-00-0000-0401,
3509-00-0000-0801,"S2 Ilmu Managemen Universitas Airlangga Surabaya, Surabaya, 1998-2001"
3509-00-0000-0801,"SI Fakultas Tarbiyah Universitas Muhammadiyah Surabaya, Surabaya, 1985-1992"
3509-00-0000-0801,"SPG Muhammadiyah Ponorogo, Ponorogo, 1982-1985"
3509-00-0000-0801,"SMP Negcri Sooko, Kabupaten Ponorogo, Ponorogo, 1979-1982"
3509-00-0000-0801,"SD Negeri Klepu, Kecamatan Sooko, Kabupaten Ponorogo, Ponorogo, 1973-1979"
3510-00-0000-0502,"1986-1990, SLTA, SMAN 70 BULUNGAN, JAKARTA"
3510-00-0000-0502,"2011-2013, S2, UNIV. TRISAKTI, JAKARTA"
3510-00-0000-0901,"SD Taman Petojo Pagi Jakarta, Tahun Lulus 1976"
3510-00-0000-0901,"SMP Muhammadiyah 4 Jakarta, Lulus Tahun 1980"
3510-00-0000-0901,"SMA Negeri 66 Jakarta, Tahun Lulus 1983"
3510-00-0000-0901,"S1 Krisna Dwipayana (Ekonomi Manajemen), Lulus 1988, Jakarta"
3510-00-0000-0202,SDN KERTOSONO SIDAYU GRESIK TAHUN I984
3510-00-0000-0202,MTS IHYAUL 'ULUM DUKUN GRESIK TAHUN 1987
3510-00-0000-0202,MA IHYAUL 'ULUM DUKUN GRESIK TAHUN 1990
3510-00-0000-0202,SI PERGURUAN T1NGGI ILMU AL-QUR'AN (PTIQ) JAKARTA TAHUN 1998
3510-00-0000-0202,S2 INSTITUTE ILMU AL-QUR'AN (IIQ) JAKARTA TAHUN 2011
3510-00-0000-0606,"SDN Betoyoguci, Dese Betoyoguci-Manyar, tahun 1979"
3510-00-0000-0606,"SMP Negeri I Gresilt, Jl. J.A Suprapto-Gresik, tahun 1982"
3510-00-0000-0606,"SMA Negeri 2 Surabaya, Genteng Kali-Suabaya' tahun 1985"
3510-00-0000-0401,SD Maarif I Ponorogo Lulus Tahun 1988
3510-00-0000-0401,SMP Maarif I Ponorogo Lulus Tahun 1991
3510-00-0000-0401,SMA Negeri II Ponorogo Lulus Tahun 1994
3510-00-0000-0401,Universitas Nasional (S1) Lulus Tahun 1999
3510-00-0000-0401,UGM (S2) Sedang Menempuh
3510-00-0000-0801,"S-2; MPKP FE UI,,1999-2003"
3510-00-0000-0801,"S-1; Fak. Kedokteran Hewan Univ. Udayana Bali,, 1987-1992"
3510-00-0000-0801,"SMA Negeri 2 Lamongan,, 1982-1984"
3510-00-0000-0801,"SMP Negeri I Lamongan,, 1982-1984"
3510-00-0000-0801,"SD Kepatihan 2 Lamongan,, 1976-1982"
3511-00-0000-0108,"1979-1985, SD, SDN GUNUNG SEKAR 3 SAMPANG, JAWA TIMUR"
3511-00-0000-0108,"1985-1988, SLTP, SMPN 4 SAMPANG, JAWA TIMUR"
3511-00-0000-0501,"1979-1982, SLTA, SMA NEGERI IV MANADO, MANADO"
3511-00-0000-0501,"1988-1992, S1, STIE SWADAYA, JAKARTA"
3511-00-0000-0906,SMP NEGERI 216 JAKARTA 1993
3511-00-0000-0906,SMA NEGERI 3 JAKARTA 1996
3511-00-0000-0906,S1 MANAJEMEN UNIV. TRITUNGGAL SURABAYA 2012
3511-00-0000-0208,Ml Negeri Karanganyar 1975
3511-00-0000-0208,MTs AIN Karanganyar 1978
3511-00-0000-0208,MA Nurul Jadid Paiton 1981
3511-00-0000-0208,IAIN SUNAN AMPEL Ponorogo 1989
3511-00-0000-0208,Universitas Darul Ulum Jombang 1989
3511-00-0000-0208,Pasca Sarjana Magister Administrasi Universitas 17 Agustus 1945 (UNTAG) Surabaya Tahun 2010
3511-00-0000-0208,Pasca Sarjana Program Doktor Ilmu Administrasi Universitas 17 Agustus 1945 (UNTAG) Surabaya 2012
3511-00-0000-0602,"SDN Pesanggrahan 01, Kwanyar Bangkalan, Lulus Tahun1985/1986"
3511-00-0000-0602,"SMPN Labang, Labang Bangkalan, Lulus Tahun 1989"
3511-00-0000-0602,"Madrasah Aliyah Lirboyo Kediri, Lulus Tahun 1996"
3511-00-0000-0602,"Unsuri Surabaya Fakultas Hukum, Lulus Tahun 2004"
3511-00-0000-1003,SDN 1 Burneh (1976-1982)
3511-00-0000-1003,SMPN 1 Bangkalan(1982-1985)
3511-00-0000-1003,SMAN 1 Bangkalan(1985-1988)
3511-00-0000-1003,"Madrasah Diniyah, PonpesNurutTaufiq (1976-1982)"
3511-00-0000-1003,"PonpesKyaiAchmadNoer, BurnehBangkalan (1974-1979)"
3511-00-0000-1003,"PonpesKyaiAsfani, LangkapBangkalan (1979-1987)"
3511-00-0000-1003,PonpesSyaichonaCholilDemangan Barat Bangkalan (1982-1988)
3511-00-0000-1003,"S-1, ITS, Teknik Kimia (1988-1996)"
3511-00-0000-0707,SD Taruna 45 (1987-1993)
3511-00-0000-0707,SMP Persahabatan (1993-1996)
3511-00-0000-0707,SMU N 76 (1996-1999)
3511-00-0000-0707,Universitas Merdeka Malang (1999-2003)
3511-00-0000-0401,SD TAHUN 1974
3511-00-0000-0401,SMP TAHUN 1979
3511-00-0000-0401,SMA TAHUN 1982
3511-00-0000-0401,TIDAK TAMAT AKADEMI PENGAJARAN BAHASA ARAB 2 SEMESTER TAHUN 1984 UNIVERSITAS IMAM IBNU SUUD
3601-00-0000-0101,"1964-1970, SD, SD POM, JAKARTA"
3601-00-0000-0101,"1970-1973, SLTP, SMP NEGERI I, JAKARTA PUSAT"
3601-00-0000-0101,"2002-2004, SLTA, PAKET SETARA SMA, BEKASI"
3601-00-0000-0101,"2004-2009, S1, MPU TANTULAR, JAKARTA TIMUR"
3601-00-0000-0501,"2000-2003, SLTA, SMUN 5 BANDUNG, BANDUNG"
3601-00-0000-0501,"2002-2005, DIPLOMA, MUELC MELBOURNE, AUSTRALIA"
3601-00-0000-0501,"2006-2011, SI, UNIV. PELITA HARAPAN TANGERANG, BANTEN"
3601-00-0000-0901,SDN 04 Pagi Sukabumi Ilir Jakarta Barat
3601-00-0000-0901,SMPN III Jakarta Barat
3601-00-0000-0901,SMAN 65 Kebon Jeruk Jakarta Barat
3601-00-0000-0901,STIE Supra I Ekonomi
3601-00-0000-0901,S2 I lmu Management Universitas Indonusa esa unggul
3601-00-0000-0604,Madrasah Ibtidaiyah Rangkasbitung
3601-00-0000-0604,SMPN 4 Rangkasbitung
3601-00-0000-0604,SMEA Negri Rangkasbitung
3601-00-0000-0604,S1/ Fakultas Ekonomi UT Jakarta
3601-00-0000-0604,S2/Universitas Persada YAI Jakarta
3601-00-0000-0705,"SDNegeri 3 Prabugantungan, Cileles-Lebak, 1999."
3601-00-0000-0705,"SLTP Negeri 2, Cileles-Lebak, 2002."
3601-00-0000-0705,"SMA Swasta Qothrotul Falah, Cikulur-Lebak, 2005."
3601-00-0000-0705,"SI Universitas Jayabaya, Jakarta, 2009."
3601-00-0000-0705,"S2 Universitas Yappan, Jakarta, 2012."
3601-00-0000-0404,
3602-00-0000-0502,"1985-1988, SLTA, 1 TANGERANG, TANGERANG"
3602-00-0000-0502,"1989-1996, S1, UNIVERSITAS SAMRATULANGI, MANADO"
3602-00-0000-0901,"SDN Nusa Indah I Bekasi/Bekasi Selatan Kotamadya Dt II, Bekasi/1998"
3602-00-0000-0901,SLTP N 109/ Jakarta Timur/2001.
3602-00-0000-0901,"SMAN 81 Jakarta/Jl. Kartika Eka Paksi Komplek Kodam Jatiwaringin, Jakarta Timur/2004"
3602-00-0000-0901,"Melbourne School of Engineering, The University of Melbourne/Victoria 3010 Australia/2009"
3602-00-0000-0601,"Pasca sarjana Ilmu Hukum, STIH IBLAM, Jl. Kramat Raya No. 27D. Jakarta Pusat, lulus tahun 2005,"
3602-00-0000-0601,"Hukum Keperdataan, Fakultas Hukum Lanbung Mangkurat, Jl. Brigjen H. hasan Basri, Banjarmsin Kalimantan Selatan, lulus tahun 1994"
3602-00-0000-0601,"SMAN 7, Jl, Dharma Praja V No. 47, Banjarmasin. Kalimantan Selatan, lulus lahun 1986"
3602-00-0000-0601,"SMPN 7. Jl, Veteran Km. 4,5 NO. 337, Banjarmasin, Kalimantan Selatan. lulus tahun 1983"
3602-00-0000-0601,"SDN Karya Masyarakat N.I. 37, Malintang, Gambut, Kabupaten Binjar, Kalimantan Selatan, lulus tahun 1981"
3602-00-0000-0301,"SD Negeri 1 Sumbawa Besar, NTB."
3602-00-0000-0301,"SMP Negeri 1 Sumbawa Besar, NTB."
3602-00-0000-0301,"SMA Negeri 1 Sumbawa Besar, NTB."
3602-00-0000-0301,"Sarjana Ekonomi, Universitas Indonesia."
3602-00-0000-0401,"SD Regina Pacis - Jakarta, tahun 1960-1966"
3602-00-0000-0401,"SMP Regina Pacis - Jakarta, tahun 1966 -1969"
3602-00-0000-0401,"SMA Regina Pacis - Jakarta, tahun 1969 -1972"
3602-00-0000-0401,"B. Sc. Industrial Engineer, Metropolitan University Leeds (dahulu Leeds Polytechnic) England, tahun 1979"
3602-00-0000-0801,"Fakultas Pertanian Universitas Bengkulu, Bengkulu, -1998"
3602-00-0000-0801,"SMA Negeri I Manna, Bengkulu. -1997"
3602-00-0000-0801,"SMP Negeri Kedurang,, -1990"
3602-00-0000-0801,"SD Nanti Agung,,-1987"
3603-00-0000-0501,"1966-1971, SD, SD UMUM DENPASAR, BALI"
3603-00-0000-0501,"1972-1974, SLTP. YASPENDHAR, MEDAN"
3603-00-0000-0501,"1975-1977, SLTA, SMAN I, MEDAN"
3603-00-0000-0501,"1978-1984, SI, EKONOMI UNIVERSITAS SUMATERA UTARA, MEDAN"
3603-00-0000-0901,SDN 1 Medan Tahun 1976
3603-00-0000-0901,SMP Taman Harapan Medan Tahun 1980
3603-00-0000-0901,SMAN 3 Medan Tahun 1983
3603-00-0000-0901,S1 Universitas Medan Area Tahun 1989
3603-00-0000-0901,Pasca Sarjana Ilmu Komunikasi Universitas Jayabaya tahun 2011
3603-00-0000-0202,"SDN Keparihan II Lamongan, lulus tahun 198O"
3603-00-0000-0202,"SMP Negeri I Lamongan, lulus tahun 1983"
3603-00-0000-0202,"SMA Negeri II Lamongan, lulus tahun 1986"
