id_calon,ringkasan,program_kerja
3208-00-0000-0701,"DALAM PEMBAHASAN RUU PERTANIAN (SUDAH DISAHKAN SEBAGAI UU PADA 2014), HERMAN KURANG INTENS HADIR DALAM RAPAT TERKAIT RUU INI. SEMENTARA DALAM KASUS IMPOR GARAM, JUSTRU HERMAN SERING MENYAMPAIKAN KELUHAN TERHADAP MITRA KERJA KOMISI IV SAAT RAPAT MENGENAI MASALAH INI. HERMAN PERNAH DITUDUH MELAKUKAN HUBUNGAN SEKSUAL DILUAR NIKAH (2011) TAPI TIDAK TERBUKTI. TERSANGKA NAZARUDDIN (EKS BENDAHARA PARTAI DEMOKRAT) JUGA MENUDING HERMAN IKUT MENIKMATI KORUPSI PENGADAAN PUPUK. HERMAN UGA MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). HERMAN KEMBALI MENGIKUTI NSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). 

",
3208-00-0000-0401,"1. PENGEMBANGAN DEMOKRASI, PENGEMBANGAN PEMERATAAN INFRASTRUKTUR TERUTAMA DI DAERAH TERTINGGAL DAN PERBATASAN, PENGEMBANGAN PENDIDIKAN, DAN MEMPERJUANGKAN ASPIRASI DAERAH PEMILIHAN (PENGEMBANGAN INFRASTRUKTUR, PENDIDIKAN DAN PENDIDIKAN POLITIK)
2. PENGAMANAN DI PERLINTASAN KERETA API DIPERKETAT LAGI, KHUSUSNYA PERLINTASAN TANPA PALANG DAN PENJAGA KARENA MASIH RAWAN KECELAKAAN
3. PERAWATAN DAN PEREMAJAAN KERETA API
",
3208-00-0000-0403,,
3209-00-0000-0501,"TERSEDIANYA SARANA DAN PRASARANA BAGI KEPENTINGAN RAKYAT YANG LAYAK DAN MEMADAI, TERUTAMA DI DAERAH KELAHIRANNYA, SUMEDANG, JAWA BARAT.",
3209-00-0000-0903,,
3209-00-0000-0201,,
3209-00-0000-0601,,
3209-00-0000-0301,,
3209-00-0000-0702,"SAAT MASIH DI KOMISI VI, LINDA IKUT MEMBANTU MENGHASILKAN UU TENTANG PERKOPERASIAN, YANG KEMUDIAN DIBATALKAN OLEH MAHKAMAH KONSTITUSI. MK MEMBATALKAN UU TENTANG PERKOPERASIAN KARENA DINILAI BERTENTANGAN DENGAN UUD 1945. PEMBATALAN UU MENJADIKAN GERAKAN KOPERASI HARUS KEMBALI KEPADA UU LAMA, YAKNI UU NOMOR 25 TAHUN 1992 SAMPAI DITETAPKANNYA UU YANG BARU. PEMBATALAN INI JUGA MENJADI CATATAN BURUK BAGI KOMISI VI KARENA ARTINYA SEMUA ANGGOTA KOMISI VI TIDAK BERHASIL MENYESUAIKAN NILAINILAI UUD 1945 DALAM UU KOPERASI YANG DIBENTUK, SEHINGGA DIBATALKAN OLEH MK. LINDA JUGA MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). SAAT LINDA TELAH PINDAH KE KOMISI XI, LINDA PERNAH DIPANGGIL KE BADAN KEHORMATAN DPR TERKAIT KLARIFIKASI APAKAH DIRINYA TERLIBAT DALAM KASUS BANGKRUTNYA MERPATI NUSANTARA AIRLINES (DILAPORKAN OLEH MENTERI BUMN DAHLAN ISKAN). LINDA KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). LINDA TIDAK TERLIHAT DALAM RAPAT-RAPAT TERKAIT PEMILIHAN DEWAN GUBERNUR SENIOR BI SEBAGAI WEWENANG KOMISI XI SELAKU PENYELENGGARA FIT & PROPER TEST. LINDA JUGA JARANG MENGIKUTI RAPAT-RAPAT KOMISI XI MEMBAHAS RAPBN/RAPBNP SEBELUM HASILNYA DIBAWA KE BADAN ANGGARAN UNTUK DIRAPATKAN LAGI. HANYA LEBIH INTENS HADIR DALAM RAPAT PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) MITRA KOMISI XI (SEPERTI KEMENTERIAN KEUANGAN).

",
3209-00-0000-0401,"IA MENUTURKAN ADA TIGA ALASAN YANG MENDASARI FAKTA BAHWA BBM TAK PERLU NAIK YAITU DENGAN MENCARI SUMBER-SUMBER PENDANAAN BARU YANG LEGAL SEPERTI MEMAKSIMALKAN PENERIMAAN NEGARA DARI SEKTOR PAJAK DAN CUKAI, MENGAMBIL ALIH PROSES IMPOR MINYAK YANG SELAMA INI MASIH DIKENDALIKAN OLEH PIHAK KETIGA, DAN MEMBERLAKUKAN PAJAK BAGI PIHAK-PIHAK YANG BERINVESTASI KE LUAR NEGERI. BAGINYA, MELALUI SOLUSI YANG IA UTARAKAN TERSEBUT, IA DAN PARTAINYA YAKIN BAHWA BBM TAK PERLU NAIK MENGINGAT ANGKA KENAIKAN CUKUP FANTASTIS BAGI BANYAK RAKYAT YANG TINGKAT PEREKONOMIANNYA MAYORITAS MENENGAH KE BAWAH.",
3209-00-0000-0402,"RUU PILKADA (2014)
1. KEPALA DAERAH DIPILIH OLEH DPRD AKAN MERUGIKAN PAN, PPP, PKS. MEKANISME PEMILIHAN KEPALA DAERAH OLEH DPRD HANYA BERPIHAK PADA PARTAI YANG MENDUDUKI POSISI DUA BESAR PADA PEMILU LEGISLATIF 2014.
2. HAMPIR DI SELURUH DAERAH DI INDONESIA, PEROLEHAN SUARA TERBESAR DIPEROLEH OLEH PDI-P DAN PARTAI GOLKAR. SEHINGGA SANGAT LUMRAH JIKA PILKADA MELALUI DPRD AKAN MENGUNTUNGKAN DUA PARTAI.
3. DPRD TAK BERHAK MEWAKILI SUARA RAKYAT SECARA KESELURUHAN. RAKYAT BERHAK MEMBOIOKOT KALAU NANTI PEMILIHAN MELALUI DPRD DILAKUKAN
","PEMERINTAH INDONESIA HARUS MENJADI UJUNG TOMBAK DALAM MEMBANTU PALESTINA MEMPEROLEH HAK-HAKNYA. SETIDAKNYA, KATA DIA, PEMERINTAH MENEKAN PBB UNTUK MEMBENTUK TIM INVESTIGASI ATAS PERBUATAN ISRAEL ITU. SEHARUSNYA PEMERINTAH TIDAK MENUNGGU DATANGNYA SUATU KASUS TERLEBIH DAHULU, HARUS LEBIH PROAKTIF. UNTUK SHARING DENGAN NEGARA PELINDUNG DAN TEMAN ISRAEL. HAL INI PENTING, AGAR NEGARA TERSEBUT TERBUKA MATANYA DAN MENDUKUNG KEMERDEKAAN PALESTINA. NEGARA PELINDUNG ISRAEL KAN PUNYA KEPENTINGAN JUGA TERHADAP KITA. KENAPA TIDAK MELAKUKAN SHARING MEMBAHAS ITU. INDONESIA HARUS MEYAKINKAN NEGARA-NEGARA PELINDUNG ISRAEL ITU AGAR MAMPU MINIMAL MELAKUKAN INVESTIGASI INTERNASIONAL TERHADAP PENYERANGAN YANG DILAKUKAN TENTARA ISRAEL."
3210-00-0000-0501,,
3210-00-0000-0901,,
3210-00-0000-0201,,
3210-00-0000-0301,"BAGI SURAHMAN, POLITIK ADALAH ALAT VITAL UNTUK PERJUANGAN PUBLIK. DPR MASIH HARUS DIBANGUN AGAR MAJU MENJADI LEMBAGA POLITIK YANG TAAT HUKUM DAN BERMORAL. SURAHMAN INGIN BERDAKWAH DI LINGKUNGAN PARLEMEN.",
3210-00-0000-0702,"AMIN MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012), DAN KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). AMIN SEMPAT DIISUKAN DALAM DUGAAN SKANDAL ASMARA DENGAN SESAMA ANGGOTA DPR DARI FRAKSI DEMOKRAT, TAPI TIDAK TERBUKTI. AMIN CUKUP SERING MENGIKUTI RAPAT-RAPAT KOMISI XI MEMBAHAS RAPBN/RAPBNP SEBELUM HASILNYA DIBAWA KE BADAN ANGGARAN UNTUK DIRAPATKAN LAGI, TAPI TIDAK BANYAK MELAKUKAN INTERUPSI ATAU PENYAMPAIAN PENDAPAT. AMIN INTENS HADIR DALAM RAPAT PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) MITRA KOMISI XI (SEPERTI KEMENTERIAN KEUANGAN).",
3210-00-0000-0402,,"VISI & MISI: MASIH BANYAK YANG HARUS DIPERBUAT UNTUK BANGSA INI. PUTI SANGAT MENGAGUMI KAKEKNYA, SOEKARNO. BAGI DIA, PIKIRAN SOEKARO SANGAT RELEVAN. APA YANG DIKATAKAN BAIK SEBAGAI NEGARAWAN ATAU SENIMAN TERJADI DI ERA SEKARANG INI.
PROGRAM KERJA
INGIN MEMPERJUANGKAN BERBAGAI PERMASALAHAN YANG ADA DI INDONESIA. SEPERTI MASYARAKAT YANG MASIH MISKIN DAN BODOH, KEKAYAAN ALAM YANG DIEKSPLOITASI UNTUK KEPENTINGAN BANGSA LAIN ,DAN KONDISI BANGSA YANG DIPERLAKUKAN SEBAGAI BANGSA KULI. DIA MENAMBAHKAN PERMASALAHAN LAIN YANG MENJADI SOROTAN ADALAH KARAKTER DAN JATI DIRI BANGSA INDONESIA SEMAKIN MEMUDAR. LANTARAN ITU, PUTI TAK BOSAN BERBICARA SOAL PENTINGNYA MEMEGANG TEGUH PANCASILA, SEBAGAI WARISAN BERHARGA DARI PARA PENDIRI BANGSA. DIA PUN TERUS MENDORONG PEMERINTAH AGAR MAU MEMASUKKAN KEMBALI PENDIDIKAN PANCASILA KE DALAM KURIKULUM PENDIDIKAN NASIONAL.
"
3210-00-0000-0802,,
3211-00-0000-0101,,
3211-00-0000-0501,,
3211-00-0000-0502,,
3211-00-0000-0902,,
3211-00-0000-0202,,
3211-00-0000-0610,,
3211-00-0000-0301,,
3211-00-0000-0703,"SITI TIDAK BANYAK TEREKAM KEAKTIFANNYA BAIK DI KOMISI IX MAUPUN DI BADAN URUSAN RUMAH TANGGA (BURTDPR. SPESIFIK DI KOMISI IX, DEMOKRAT CENDERUNG DOMINAN BERSUARA OLEH SATU PIHAK SAJA. SEPERTI HALNYA ANGGOTA FRAKSI DEMOKAT LAINNYA, SITI MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012)DAN KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). SITI JUGA TIDAK TERLIHAT INTENS HADIR DALAM RAPAT PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) MITRA KOMISI IX (SEPERTI KEMENTERIAN KESEHATAN, DEWAN JAMINAN SOSIAL NASIONAL, BADAN PENYELENGGARA JAMINAN SOSIAL, KEMENTERIAN TENAGA KERJA DAN TRANSMIGRASI).",
3211-00-0000-0401,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3211-00-0000-0801,,
3301-00-0000-0102,,
3301-00-0000-0501,,
3301-00-0000-0201,,
3301-00-0000-0601,,
3301-00-0000-0701,"MENDUKUNG REVISI UU MD3
MENDUKUNG UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO, DAN MENYETUJUI DIRINYA SEBAGAI SALAH SATU DARI 4 WAKIL KETUA DPR)
",
3301-00-0000-0401,,"PEMERINTAH PERLU MEMIKIRKAN PELAKSANAAN PEMILIHAN UMUM DI BERBAGAI TINGKAT YANG TIDAK MEMBUTUHKAN ANGGARAN BESAR. 
OLAHRAGA :
http://soccer.sindonews.com/read/2013/09/28/58/788549/jualiari-p-batubara-janjikan-bantu-psis
http://olahraga.kompas.com/read/2011/12/11/07521989/Juliari.P.Batubara.Bangun.Sarana.Olahraga
http://www.spot-review.blogspot.com/2013/07/juliari-p-batubara-selamatkan-psis.html

"
3301-00-0000-0404,"RUU PILKADA (2014)
PEMERINTAH DAN DPR HARUSNYA TIDAK MEMAKSAKAN KEHENDAK DALAM PEMBAHASAN RUU PILKADA. DPR DAN PEMERINTAH HARUSNYA MENYADARI BAHWA RAKYAT ADALAH SUBJEK, MODAL DASAR, DAN UNSUR TERPENTING DALAM SUSUNAN NEGARA. RAKYAT ADALAHPEMEGANG KEDAULATAN. RAKYATLAH YANG PERTAMA DAN UTAMA YANG MEMILIKI HAK POLITIK DAN HAK PILIH.

",
3301-00-0000-0801,,"VISI : PEMBARUAN DAN PENINGKATAN PRESTASI DUNIA OLAHRAGA
MISI : KONSEN TERHADAP OLAHRAGA, DAN BERHARAP BISA BERJUANG DI PARLEMEN. KITA INGIN ADA PEMBARUAN DAN PENINGKATAN PRESTASI OLAHRAGA.
"
3302-00-0000-0101,,
3302-00-0000-0502,"RUU PILKADA (2014)
DIANTARA 11 ANGGOTA GOLKAR YANG MEMILIH PILKADA SECARA LANGSUNG, NUSRON WAHID ADALAH SALAH SATUNYA.
",
3302-00-0000-0505,,
3302-00-0000-0904,,
3302-00-0000-0201,,
3302-00-0000-0601,,
3302-00-0000-0401,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3303-00-0000-0101,,
3303-00-0000-0501,,"VISI MISI
""MEMBANGUN INDONESIA DARI DESA"" DIMANA RAKYAT DI PEDESAAN (YANG UMUMNYA ADALAH PETANI DAN NELAYAN) BUKAN HANYA MENJADI SUBJEK TETAPI BERDAYA SENDIRI DAN MENJADI TULANG PUNGGUNG DESANYA KARENA MEREKA BERBASIS PEMILIK USAHA (UKM DAN KOPERASI).
"
3303-00-0000-0901,,
3303-00-0000-0201,"MENOLAK REVISI UU MD3
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3303-00-0000-0606,,
3303-00-0000-0305,,
3303-00-0000-0701,"DJOKO UDJIANTO DITUNJUK OLEH MANTAN KETUA UMUM PARTAI DEMOKRAT ANAS URBANINGRUM UNTUK MENJABAT SEBAGAI KETUA DEPARTEMEN PENANAMAN MODAL DAN INVESTASI. PADA 2012, DJOKO UDJIANTO DITUGASKAN OLEH PARTAINYA UNTUK MENGGANTIKAN POSISI MIRWAN AMIR SEBAGAI WAKIL KETUA BADAN ANGGARAN. DJOKO BERHARAP DIRINYA MAMPU MEMPERBAIKI CITRA BANGGAR. SEBAB SELAMA INI BADAN TERSEBUT KERAP JADI SOROTAN BANYAK KALANGAN, TERMASUK KOMISI PEMBERANTASAN KORUPSI (KPK). KEHADIRAN DJOKO DALAM RAPAT-RAPAT BANGGAR MEMBAHAS APBN LEBIH INTENS DIBANDING SAAT POSISI WAKIL KETUA MASIH DIPEGANG MIRWAN. PEMBAHASAN APBN 2013 DAN 2014 (SERTA YANG SEDANG BERJALAN, RAPBN 2015) YANG DINILAI LEBIH MENGHADIRKAN BANYAK PERDEBATAN DAN REVISI BERKALI-KALI, MEMBUAT DJOKO DIDORONG HADIR. SECARA LANGSUNG, DJOKO SERING MENGISI KEKOSONGAN TIDAK DATANGNYA AHMADI NOOR SUPIT (KETUA BANGGAR, FRAKSI GOLKAR) DALAM BERBAGAI SIDANG BANGGAR 2 TAHUN TERAKHIR. DJOKO JUGA MENJADI PELAKU VOTING YANG SETUJU KENAIKAN HARGA BBM (MARET 2012). DJOKO KEMBALI MENGIKUTI INSTRUKSI FRAKSI DEMOKRAT UNTUK SETUJU KENAIKAN HARGA BBM DALAM VOTING APBNP 2013 (JUNI 2013). SAAT DJOKO BERADA DI KOMISI IV, DJOKO KURANG INTENS HADIR DALAM PEMBAHASAN RUU PERTANIAN (YANG TELAH MENJADI UU PERTANIAN PADA 2014). MESKI DEMIKIAN, DJOKO CUKUP INTENS HADIR DALAM PEMBAHASAN RKAKL (RANCANGAN KERJA ANGGARAN KEMENTERIAN DAN LEMBAGA) MITRA KOMISI IV (SEPERTI KEMENTERIAN PERTANIAN).",
3303-00-0000-0401,,
3303-00-0000-0402,"RUU PILKADA (2014)
MENOLAK UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD, KARENA BERSIKAP MENDUKUNG PILKADA LANGSUNG OLEH RAKYAT
UU MD3 (2014)
MENOLAK REVISI UU MD3
PARIPURNA VOTING PAKET PIMPINAN DPR 2014-2019
MENOLAK AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO). BAGIAN DARI PELAKU WALKOUT ATAS PROSES VOTING PAKET PIMPINAN DPR 2014-2019
",
3304-00-0000-0503,,
3304-00-0000-0602,,
3304-00-0000-0304,,
3304-00-0000-0701,,
3304-00-0000-0401,,
3304-00-0000-0403,,
3304-00-0000-0801,,
3306-00-0000-0101,,
3306-00-0000-0501,,
3306-00-0000-0901,"TIDAK MENGAMBIL SIKAP DALAM ISU RUU PILKADA KARENA DIRINYA MEMILIH BERKONSENTRASI BEKERJA SEBAGAI MENTERI AGAMA, SEKALIPUN PPP MENGAMBIL SIKAP PILKADA MELALI DPRD.",
3306-00-0000-0201,,
3306-00-0000-0601,,
3306-00-0000-0401,,
3306-00-0000-0402,,
3306-00-0000-0801,,
3307-00-0000-0101,,
3307-00-0000-0501,"BAMBANG SOESATYO DUDUK DI KOMISI III YANG MEMBAWAHI HUKUM DAN HAK ASASI MANUSIA, KEJAKSAAN AGUNG, KEPOLISIAN DAN KOMISI PEMBERANTASAN KORUPSI. BAMBANG SOESATYO ADALAH SALAH SATU DARI 9 ORANG ANGGOTA DPR-RI YANG MEMBENTUK PANITIA KHUSUS HAK ANGKET BANK CENTURY. BAMBANG SOESATYO DIKENAL KRITIS DALAM MENYAMPAIKAN PANDANGANNYA TENTANG ALIRAN DANA LEMBAGA PENJAMIN SIMPANAN PADA BANK CENTURY. NAMUN BAMBANG SOESATYO JUGA DIKRITIK PUBLIK KARENA GEMAR MENGGUNAKAN MOBIL MEWAH. BAMBANG SOESATYO ADALAH FIGUR YANG ENIGMATIK DAN KONTROVERSIAL. DI SATU SISI DALAM SETIAP PERNYATAANPERNYATAAN YANG BELIAU KELUARKAN KE MEDIA MASSA, TERLIHAT BAHWA SUAMI LENNY SRI MULYANI INI MEMILIKI KOMITMEN YANG KUAT DALAM MEMBERANTAS KORUPSI. HAL INI SEMAKIN DIPERKUAT KETIKA BELIAU MELAPORKAN KE KPK MENGENAI PEMBERIAN GRATIFIKASI ATAS PERNIKAHAN PUTRANYA RADITYA SOESATYO, 29 JANUARI 2012 YANG LALU. GRATIFIKASI SEBESAR TOTAL RP 400 JUTA ITU DIBERIKAN OLEH PARA PETINGGI, PEJABAT NEGARA DAN PENGUSAHA BERUPA UANG TUNAI DALAM BENTUK RUPIAH DAN MATA UANG ASING. PARA PETINGGI DAN PEJABAT NEGARA DI ANTARANYA ADALAH KEPALA POLRI TIMUR PRADOPO, SEKRETARIS KABINET SUDI SILALAHI DAN PARA PENGUSAHA DI ANTARANYA ADALAH HARY TANOESOEDIBYO. NAMUN DI TENGAH MARAKNYA PERDEBATAN MENGENAI GEDUNG BARU KPK, SEBAGAI ANGGOTA KOMISI YANG DITUDUH KPK MENGHAMBAT KARENA ANGGARAN YANG SUDAH DISETUJUI PEMERINTAH TAK JUGA DILOLOSKAN KOMISI III, PENULIS BUKU SKANDAL GILA BANK CENTURY INI SECARA PRIBADI BERPENDAPAT BAHWA PENGGALANGAN DANA GEDUNG BARU KPK MERUPAKAN IDE YANG BAGUS. TERLEBIH BILA NEGARA TIDAK MAMPU MENGADAKAN GEDUNG BARU TERSEBUT. POLITISI MUDA YANG KERAP TAMPIL PERLENTE BAHKAN HENDAK MENDORONG KELUARGA DAN TEMANTEMANNYA UNTUK MENYUMBANG. WALAUPUN SEBAGAI POLITIKUS BELIAU BERSIKERAS BAHWA PEJABAT YANG BERKEINGINAN UNTUK MENYUMBANG HARUS DIPERTANYAKAN KEMURNIANNYA KARENA HAL TERSEBUT DICURIGAI ADA UPAYA TERSELUBUNG.

BAMBANG SOESATYO DUDUK DI KOMISI III YANG MEMBAWAHI HUKUM DAN HAK ASASI MANUSIA, KEJAKSAAN AGUNG, KEPOLISIAN DAN KOMISI PEMBERANTASAN KORUPSI. BAMBANG SOESATYO ADALAH SALAH SATU DARI 9 ORANG ANGGOTA DPR-RI YANG MEMBENTUK PANITIA KHUSUS HAK ANGKET BANK CENTURY. BAMBANG SOESATYO DIKENAL KRITIS DALAM MENYAMPAIKAN PANDANGANNYA TENTANG ALIRAN DANA LEMBAGA PENJAMIN SIMPANAN PADA BANK CENTURY. NAMUN BAMBANG SOESATYO JUGA DIKRITIK PUBLIK KARENA GEMAR MENGGUNAKAN MOBIL MEWAH. BAMBANG SOESATYO ADALAH FIGUR YANG ENIGMATIK DAN KONTROVERSIAL. DI SATU SISI DALAM SETIAP PERNYATAANPERNYATAAN YANG BELIAU KELUARKAN KE MEDIA MASSA, TERLIHAT BAHWA SUAMI LENNY SRI MULYANI INI MEMILIKI KOMITMEN YANG KUAT DALAM MEMBERANTAS KORUPSI. HAL INI SEMAKIN DIPERKUAT KETIKA BELIAU MELAPORKAN KE KPK MENGENAI PEMBERIAN GRATIFIKASI ATAS PERNIKAHAN PUTRANYA RADITYA SOESATYO, 29 JANUARI 2012 YANG LALU. GRATIFIKASI SEBESAR TOTAL RP 400 JUTA ITU DIBERIKAN OLEH PARA PETINGGI, PEJABAT NEGARA DAN PENGUSAHA BERUPA UANG TUNAI DALAM BENTUK RUPIAH DAN MATA UANG ASING. PARA PETINGGI DAN PEJABAT NEGARA DI ANTARANYA ADALAH KEPALA POLRI TIMUR PRADOPO, SEKRETARIS KABINET SUDI SILALAHI DAN PARA PENGUSAHA DI ANTARANYA ADALAH HARY TANOESOEDIBYO. NAMUN DI TENGAH MARAKNYA PERDEBATAN MENGENAI GEDUNG BARU KPK, SEBAGAI ANGGOTA KOMISI YANG DITUDUH KPK MENGHAMBAT KARENA ANGGARAN YANG SUDAH DISETUJUI PEMERINTAH TAK JUGA DILOLOSKAN KOMISI III, PENULIS BUKU SKANDAL GILA BANK CENTURY INI SECARA PRIBADI BERPENDAPAT BAHWA PENGGALANGAN DANA GEDUNG BARU KPK MERUPAKAN IDE YANG BAGUS. TERLEBIH BILA NEGARA TIDAK MAMPU MENGADAKAN GEDUNG BARU TERSEBUT. POLITISI MUDA YANG KERAP TAMPIL PERLENTE BAHKAN HENDAK MENDORONG KELUARGA DAN TEMANTEMANNYA UNTUK MENYUMBANG. WALAUPUN SEBAGAI POLITIKUS BELIAU BERSIKERAS BAHWA PEJABAT YANG BERKEINGINAN UNTUK MENYUMBANG HARUS DIPERTANYAKAN KEMURNIANNYA KARENA HAL TERSEBUT DICURIGAI ADA UPAYA TERSELUBUNG.

",
3307-00-0000-0901,,
3307-00-0000-0201,,
3307-00-0000-0601,,
3307-00-0000-0401,,
3307-00-0000-0801,"MENDUKUNG REVISI UU MD3
MENDUKUNG UU PILKADA DENGAN PASAL INTI BAHWA KEPALA DAERAH DIPILIH OLEH DPRD
AMBIL BAGIAN SEBAGAI ANGGOTA DPR YANG MENYETUJUI PAKET PIMPINAN DPR 2014-2019 (DENGAN KETUA DPR 2014-2019 TERPILIH SETYA NOVANTO, DAN MENYETUJUI DIRINYA SEBAGAI SALAH SATU DARI 4 WAKIL KETUA DPR)

",
3308-00-0000-0501,,
3308-00-0000-0903,,
3308-00-0000-0202,,
3308-00-0000-0601,,"VISI & MISI: INGIN MENGABDIKAN DIRI SAYA KEPADA NEGERI TERCINTA, MENGABDIKAN DIRI UNTUK KESEJAHTERAN MASYARAKAT. KARENA MEMBERI ADALAH SEBUAH KEBAHAGIAAN DAN BENTUK SYUKUR KEPADA TUHAN YANG MAHA ESA."
3308-00-0000-0702,"RUU PILKADA (2014)
1. PEMILIHAN LANGSUNG KEPALA DAERAH DI TINGKAT PROVINSI DAN KABUPATEN ATAU KOTA LEBIH BANYAK MENDATANGKAN MUDARAT KETIMBANG MANFAAT.
2. BERDASARKAN HASIL PENELITIAN NAHDLATUL ULAMA DAN MUHAMMADIYAH, PEMILUKADA LANGSUNG JUSTRU MERUSAK BANGUNAN SOSIAL DAN MORALITAS MASYARAKAT. RAKYAT MEMILIH SIAPA YANG MEMBERI UANG.
3. PARTAI DEMOKRAT KUKUH MENGUSUNG PEMILIHAN OLEH DEWAN PERWAKILAN RAKYAT DAERAH. YANG MENGANGGAP BAIK ITU HANYA DIBUAT KAUM MENENGAH INTELEKTUAL KOTA.
4. TAK HANYA SOAL STRUKTUR SOSIAL YANG RUSAK, MASYARAKAT JENUH DENGAN PEMILIHAN. SECARA KALKULASI, MASYARAKAT DI TIAP DAERAH BISA MENCOBLOS DI ENAM KALI PEMILIHAN UMUM. PADAHAL, OUTPUT YANG DIHASILKAN DALAM PEMILIHAN TERSEBUT TIDAK SEBANDING DENGAN BIAYA YANG DIKELUARKAN
",
3308-00-0000-0401,,
