lembaga,id_dapil,nama_dapil,id_partai,nama_partai,suara_calon_terpilih,peringkat_suara_calon_terpilih,suara_calon_semua,peringkat_suara_calon_semua,suara_partai,peringkat_suara_partai,jumlah_suara,peringkat_jumlah_suara
DPR,1302-00-0000,Sumbar II,10,Partai Hati Nurani Rakyat,0,7,38077,9,13445,10,51522,9
DPR,1302-00-0000,Sumbar II,2,Partai Kebangkitan Bangsa,0,11,33871,10,14091,9,47962,10
DPR,1302-00-0000,Sumbar II,14,Partai Bulan Bintang,0,9,20301,11,8088,11,28389,11
DPR,1302-00-0000,Sumbar II,15,Partai Keadilan dan Persatuan Indonesia,0,8,3872,12,2054,12,5926,12
DPR,3510-00-0000,Jatim X,2,Partai Kebangkitan Bangsa,94147,1,199977,1,51201,1,251178,1
DPR,3510-00-0000,Jatim X,5,Partai Golongan Karya,84837,2,189396,2,34565,3,223961,2
DPR,3510-00-0000,Jatim X,4,Partai Demokrasi Indonesia Perjuangan,64161,3,168493,3,49430,2,217923,3
DPR,3510-00-0000,Jatim X,6,Partai Gerakan Indonesia Raya,46127,6,116586,4,34340,4,150926,4
DPR,3510-00-0000,Jatim X,8,Partai Amanat Nasional,59361,5,80368,6,23207,6,103575,5
DPR,3510-00-0000,Jatim X,9,Partai Persatuan Pembangunan,59376,4,88410,5,15108,8,103518,6
DPR,3510-00-0000,Jatim X,7,Partai Demokrat,0,12,61235,7,26075,5,87310,7
DPR,3510-00-0000,Jatim X,1,Partai NasDem,0,10,59211,8,15582,7,74793,8
DPR,3510-00-0000,Jatim X,3,Partai Keadilan Sejahtera,0,11,21088,9,14417,9,35505,9
DPR,3510-00-0000,Jatim X,10,Partai Hati Nurani Rakyat,0,7,12035,10,9440,10,21475,10
DPR,3510-00-0000,Jatim X,15,Partai Keadilan dan Persatuan Indonesia,0,8,5983,11,1683,12,7666,11
DPR,3510-00-0000,Jatim X,14,Partai Bulan Bintang,0,9,4463,12,2475,11,6938,12
DPR,3603-00-0000,Banten III,4,Partai Demokrasi Indonesia Perjuangan,89711,2,267023,1,255954,1,522977,1
DPR,3603-00-0000,Banten III,6,Partai Gerakan Indonesia Raya,56323,7,184761,4,146122,2,330883,2
DPR,3603-00-0000,Banten III,5,Partai Golongan Karya,73408,4,186741,3,122342,3,309083,3
DPR,3603-00-0000,Banten III,7,Partai Demokrat,127392,1,211627,2,76957,4,288584,4
DPR,3603-00-0000,Banten III,3,Partai Keadilan Sejahtera,81291,3,151283,5,64040,8,215323,5
DPR,3603-00-0000,Banten III,2,Partai Kebangkitan Bangsa,32308,8,118461,7,75633,5,194094,6
DPR,3603-00-0000,Banten III,8,Partai Amanat Nasional,62279,5,131161,6,48928,10,180089,7
DPR,3603-00-0000,Banten III,9,Partai Persatuan Pembangunan,59048,6,100580,9,66938,6,167518,8
DPR,3603-00-0000,Banten III,10,Partai Hati Nurani Rakyat,27097,9,101130,8,64084,7,165214,9
DPR,3603-00-0000,Banten III,1,Partai NasDem,0,12,86699,10,53726,9,140425,10
DPR,3603-00-0000,Banten III,14,Partai Bulan Bintang,0,11,18411,12,20820,11,39231,11
DPR,3603-00-0000,Banten III,15,Partai Keadilan dan Persatuan Indonesia,0,10,19876,11,10617,12,30493,12
DPR,3210-00-0000,Jabar X,4,Partai Demokrasi Indonesia Perjuangan,93404,1,180549,1,133435,1,313984,1
DPR,3210-00-0000,Jabar X,5,Partai Golongan Karya,69359,3,132136,3,82383,2,214519,2
DPR,3210-00-0000,Jabar X,8,Partai Amanat Nasional,70311,2,140226,2,43935,6,184161,3
DPR,3210-00-0000,Jabar X,3,Partai Keadilan Sejahtera,68380,4,110926,4,57812,3,168738,4
DPR,3210-00-0000,Jabar X,7,Partai Demokrat,23948,6,93407,6,43808,7,137215,5
DPR,3210-00-0000,Jabar X,9,Partai Persatuan Pembangunan,41320,5,93793,5,35751,8,129544,6
DPR,3210-00-0000,Jabar X,2,Partai Kebangkitan Bangsa,17823,7,59697,7,44997,4,104694,7
DPR,3210-00-0000,Jabar X,6,Partai Gerakan Indonesia Raya,0,12,44762,9,44638,5,89400,8
DPR,3210-00-0000,Jabar X,1,Partai NasDem,0,11,54162,8,24089,9,78251,9
DPR,3210-00-0000,Jabar X,10,Partai Hati Nurani Rakyat,0,8,32953,10,17043,10,49996,10
DPR,3210-00-0000,Jabar X,14,Partai Bulan Bintang,0,10,8356,11,9365,11,17721,11
DPR,3210-00-0000,Jabar X,15,Partai Keadilan dan Persatuan Indonesia,0,9,3391,12,3955,12,7346,12
DPR,1501-00-0000,Jambi,5,Partai Golongan Karya,87911,1,236215,1,52509,4,288724,1
DPR,1501-00-0000,Jambi,4,Partai Demokrasi Indonesia Perjuangan,61648,3,195379,2,78764,1,274143,2
DPR,1501-00-0000,Jambi,7,Partai Demokrat,53556,5,176452,3,59019,2,235471,3
DPR,1501-00-0000,Jambi,6,Partai Gerakan Indonesia Raya,59261,4,135539,5,58431,3,193970,4
DPR,1501-00-0000,Jambi,8,Partai Amanat Nasional,79605,2,146584,4,32854,5,179438,5
DPR,1501-00-0000,Jambi,2,Partai Kebangkitan Bangsa,47479,6,77693,7,27858,6,105551,6
DPR,1501-00-0000,Jambi,9,Partai Persatuan Pembangunan,42535,7,86838,6,17790,10,104628,7
DPR,1501-00-0000,Jambi,1,Partai NasDem,0,11,74779,8,23557,8,98336,8
DPR,1501-00-0000,Jambi,10,Partai Hati Nurani Rakyat,0,8,61294,9,24145,7,85439,9
DPR,1501-00-0000,Jambi,3,Partai Keadilan Sejahtera,0,12,48494,10,21809,9,70303,10
DPR,1501-00-0000,Jambi,14,Partai Bulan Bintang,0,10,28431,11,10772,11,39203,11
DPR,1501-00-0000,Jambi,15,Partai Keadilan dan Persatuan Indonesia,0,9,12505,12,4247,12,16752,12
DPR,3307-00-0000,Jateng VII,4,Partai Demokrasi Indonesia Perjuangan,67001,1,174333,2,126645,1,300978,1
DPR,3307-00-0000,Jateng VII,6,Partai Gerakan Indonesia Raya,65630,2,224514,1,72543,2,297057,2
DPR,3307-00-0000,Jateng VII,2,Partai Kebangkitan Bangsa,44690,7,106066,4,58469,3,164535,3
DPR,3307-00-0000,Jateng VII,5,Partai Golongan Karya,57235,5,90844,5,53719,4,144563,4
DPR,3307-00-0000,Jateng VII,1,Partai NasDem,48039,6,108760,3,34423,7,143183,5
DPR,3307-00-0000,Jateng VII,9,Partai Persatuan Pembangunan,64716,3,89012,6,41225,5,130237,6
DPR,3307-00-0000,Jateng VII,8,Partai Amanat Nasional,59495,4,74272,7,36332,6,110604,7
DPR,3307-00-0000,Jateng VII,3,Partai Keadilan Sejahtera,0,11,69464,8,33502,8,102966,8
DPR,3307-00-0000,Jateng VII,7,Partai Demokrat,0,12,64205,9,33260,9,97465,9
DPR,3307-00-0000,Jateng VII,10,Partai Hati Nurani Rakyat,0,8,42113,10,20038,10,62151,10
DPR,3307-00-0000,Jateng VII,14,Partai Bulan Bintang,0,10,12734,11,5321,11,18055,11
DPR,3307-00-0000,Jateng VII,15,Partai Keadilan dan Persatuan Indonesia,0,9,1708,12,2073,12,3781,12
DPR,3508-00-0000,Jatim VIII,4,Partai Demokrasi Indonesia Perjuangan,146695,2,249169,2,171027,1,420196,1
DPR,3508-00-0000,Jatim VIII,2,Partai Kebangkitan Bangsa,153945,1,261870,1,116661,2,378531,2
DPR,3508-00-0000,Jatim VIII,6,Partai Gerakan Indonesia Raya,68017,4,180438,3,104506,3,284944,3
DPR,3508-00-0000,Jatim VIII,5,Partai Golongan Karya,56702,5,158683,4,77689,5,236372,4
DPR,3508-00-0000,Jatim VIII,7,Partai Demokrat,46089,6,126792,5,78765,4,205557,5
DPR,3508-00-0000,Jatim VIII,1,Partai NasDem,43700,7,115940,6,47125,6,163065,6
DPR,3508-00-0000,Jatim VIII,8,Partai Amanat Nasional,69301,3,99828,7,33461,10,133289,7
DPR,3508-00-0000,Jatim VIII,10,Partai Hati Nurani Rakyat,43096,8,87412,8,43943,8,131355,8
DPR,3508-00-0000,Jatim VIII,3,Partai Keadilan Sejahtera,0,11,71682,10,46659,7,118341,9
DPR,3508-00-0000,Jatim VIII,9,Partai Persatuan Pembangunan,0,12,72580,9,33668,9,106248,10
DPR,3508-00-0000,Jatim VIII,14,Partai Bulan Bintang,0,10,13036,11,8460,11,21496,11
DPR,3508-00-0000,Jatim VIII,15,Partai Keadilan dan Persatuan Indonesia,0,9,6714,12,5118,12,11832,12
DPR,5301-00-0000,NTT I,5,Partai Golongan Karya,73120,2,200647,1,18198,2,218845,1
DPR,5301-00-0000,NTT I,4,Partai Demokrasi Indonesia Perjuangan,49287,5,162328,2,19531,1,181859,2
DPR,5301-00-0000,NTT I,8,Partai Amanat Nasional,79603,1,136123,3,11175,7,147298,3
DPR,5301-00-0000,NTT I,7,Partai Demokrat,53701,4,103554,4,11761,6,115315,4
DPR,5301-00-0000,NTT I,6,Partai Gerakan Indonesia Raya,55432,3,102482,5,12428,3,114910,5
DPR,5301-00-0000,NTT I,1,Partai NasDem,33704,6,72912,6,11903,4,84815,6
DPR,5301-00-0000,NTT I,2,Partai Kebangkitan Bangsa,0,11,65814,7,11869,5,77683,7
DPR,5301-00-0000,NTT I,10,Partai Hati Nurani Rakyat,0,7,37905,8,8246,8,46151,8
DPR,5301-00-0000,NTT I,3,Partai Keadilan Sejahtera,0,10,36627,9,7134,9,43761,9
DPR,5301-00-0000,NTT I,15,Partai Keadilan dan Persatuan Indonesia,0,8,23362,10,3716,10,27078,10
DPR,5301-00-0000,NTT I,9,Partai Persatuan Pembangunan,0,12,18206,11,3369,12,21575,11
DPR,5301-00-0000,NTT I,14,Partai Bulan Bintang,0,9,15614,12,3527,11,19141,12
DPR,3101-00-0000,DKI I,4,Partai Demokrasi Indonesia Perjuangan,30691,4,137189,1,163821,1,301010,1
DPR,3101-00-0000,DKI I,9,Partai Persatuan Pembangunan,50323,2,110756,2,60513,3,171269,2
DPR,3101-00-0000,DKI I,6,Partai Gerakan Indonesia Raya,24957,5,68567,6,90037,2,158604,3
DPR,3101-00-0000,DKI I,3,Partai Keadilan Sejahtera,50474,1,80489,3,57540,4,138029,4
DPR,3101-00-0000,DKI I,5,Partai Golongan Karya,45617,3,78371,4,38101,7,116472,5
DPR,3101-00-0000,DKI I,7,Partai Demokrat,20434,6,72825,5,42557,5,115382,6
DPR,3101-00-0000,DKI I,8,Partai Amanat Nasional,0,12,64144,7,22092,9,86236,7
DPR,3101-00-0000,DKI I,2,Partai Kebangkitan Bangsa,0,11,33881,8,41542,6,75423,8
DPR,3101-00-0000,DKI I,10,Partai Hati Nurani Rakyat,0,7,30292,9,37925,8,68217,9
DPR,3101-00-0000,DKI I,1,Partai NasDem,0,10,27968,10,15129,10,43097,10
DPR,3101-00-0000,DKI I,14,Partai Bulan Bintang,0,9,7878,11,7855,11,15733,11
DPR,3101-00-0000,DKI I,15,Partai Keadilan dan Persatuan Indonesia,0,8,4874,12,4084,12,8958,12
DPR,1802-00-0000,Lampung II,4,Partai Demokrasi Indonesia Perjuangan,94225,1,196263,2,151528,1,347791,1
DPR,1802-00-0000,Lampung II,6,Partai Gerakan Indonesia Raya,71391,4,201626,1,128221,2,329847,2
DPR,1802-00-0000,Lampung II,5,Partai Golongan Karya,70619,5,194370,3,87746,3,282116,3
DPR,1802-00-0000,Lampung II,7,Partai Demokrat,46940,7,173585,4,78859,4,252444,4
DPR,1802-00-0000,Lampung II,2,Partai Kebangkitan Bangsa,56752,6,120337,7,76793,5,197130,5
DPR,1802-00-0000,Lampung II,1,Partai NasDem,76081,2,137714,5,58860,6,196574,6
DPR,1802-00-0000,Lampung II,3,Partai Keadilan Sejahtera,72238,3,124004,6,58640,7,182644,7
DPR,1802-00-0000,Lampung II,8,Partai Amanat Nasional,38084,8,105054,8,39986,8,145040,8
DPR,1802-00-0000,Lampung II,10,Partai Hati Nurani Rakyat,0,9,48740,10,31049,9,79789,9
DPR,1802-00-0000,Lampung II,9,Partai Persatuan Pembangunan,0,12,51120,9,25495,10,76615,10
DPR,1802-00-0000,Lampung II,15,Partai Keadilan dan Persatuan Indonesia,0,10,13365,11,9215,12,22580,11
DPR,1802-00-0000,Lampung II,14,Partai Bulan Bintang,0,11,9631,12,9712,11,19343,12
DPR,8201-00-0000,Malut,4,Partai Demokrasi Indonesia Perjuangan,52677,1,112038,1,10466,2,122504,1
DPR,8201-00-0000,Malut,5,Partai Golongan Karya,37486,2,73783,2,11630,1,85413,2
DPR,8201-00-0000,Malut,8,Partai Amanat Nasional,28171,3,73378,3,3721,8,77099,3
DPR,8201-00-0000,Malut,3,Partai Keadilan Sejahtera,0,8,65279,4,6478,3,71757,4
DPR,8201-00-0000,Malut,1,Partai NasDem,0,7,59219,5,6138,5,65357,5
DPR,8201-00-0000,Malut,7,Partai Demokrat,0,10,44845,6,5742,6,50587,6
DPR,8201-00-0000,Malut,6,Partai Gerakan Indonesia Raya,0,11,39451,7,6143,4,45594,7
DPR,8201-00-0000,Malut,14,Partai Bulan Bintang,0,6,27718,8,2462,11,30180,8
DPR,8201-00-0000,Malut,10,Partai Hati Nurani Rakyat,0,4,19650,9,3695,9,23345,9
DPR,8201-00-0000,Malut,2,Partai Kebangkitan Bangsa,0,9,18742,10,3913,7,22655,10
DPR,8201-00-0000,Malut,9,Partai Persatuan Pembangunan,0,12,17131,11,2869,10,20000,11
DPR,8201-00-0000,Malut,15,Partai Keadilan dan Persatuan Indonesia,0,5,11630,12,1524,12,13154,12
DPR,3308-00-0000,Jateng VIII,4,Partai Demokrasi Indonesia Perjuangan,174260,1,290567,1,197246,1,487813,1
DPR,3308-00-0000,Jateng VIII,5,Partai Golongan Karya,49137,3,195497,2,101393,2,296890,2
DPR,3308-00-0000,Jateng VIII,6,Partai Gerakan Indonesia Raya,83327,2,150892,3,78750,3,229642,3
DPR,3308-00-0000,Jateng VIII,2,Partai Kebangkitan Bangsa,36312,4,138823,4,77638,4,216461,4
DPR,3308-00-0000,Jateng VIII,8,Partai Amanat Nasional,28152,6,94035,5,40794,6,134829,5
DPR,3308-00-0000,Jateng VIII,7,Partai Demokrat,28778,5,71702,6,46580,5,118282,6
DPR,3308-00-0000,Jateng VIII,9,Partai Persatuan Pembangunan,14620,7,58858,7,38913,7,97771,7
DPR,3308-00-0000,Jateng VIII,3,Partai Keadilan Sejahtera,0,12,47405,8,34368,8,81773,8
DPR,3308-00-0000,Jateng VIII,10,Partai Hati Nurani Rakyat,0,8,26956,9,22318,10,49274,9
DPR,3308-00-0000,Jateng VIII,1,Partai NasDem,0,11,21551,10,26434,9,47985,10
DPR,3308-00-0000,Jateng VIII,14,Partai Bulan Bintang,0,10,4133,11,4885,11,9018,11
DPR,3308-00-0000,Jateng VIII,15,Partai Keadilan dan Persatuan Indonesia,0,9,1963,12,2429,12,4392,12
DPR,3204-00-0000,Jabar IV,5,Partai Golongan Karya,77158,1,118526,2,93305,2,211831,1
DPR,3204-00-0000,Jabar IV,4,Partai Demokrasi Indonesia Perjuangan,43393,3,93988,3,95023,1,189011,2
DPR,3204-00-0000,Jabar IV,8,Partai Amanat Nasional,56397,2,137337,1,38405,9,175742,3
DPR,3204-00-0000,Jabar IV,3,Partai Keadilan Sejahtera,30119,5,73582,4,57574,3,131156,4
DPR,3204-00-0000,Jabar IV,9,Partai Persatuan Pembangunan,38777,4,73204,5,54013,5,127217,5
DPR,3204-00-0000,Jabar IV,6,Partai Gerakan Indonesia Raya,19998,6,63376,6,55189,4,118565,6
DPR,3204-00-0000,Jabar IV,7,Partai Demokrat,0,12,56739,7,43160,6,99899,7
DPR,3204-00-0000,Jabar IV,10,Partai Hati Nurani Rakyat,0,7,38852,8,42049,7,80901,8
DPR,3204-00-0000,Jabar IV,2,Partai Kebangkitan Bangsa,0,11,27314,10,40540,8,67854,9
DPR,3204-00-0000,Jabar IV,1,Partai NasDem,0,10,27422,9,31197,10,58619,10
DPR,3204-00-0000,Jabar IV,14,Partai Bulan Bintang,0,9,5740,11,8652,11,14392,11
DPR,3204-00-0000,Jabar IV,15,Partai Keadilan dan Persatuan Indonesia,0,8,3938,12,3935,12,7873,12
DPR,7201-00-0000,Sulteng,5,Partai Golongan Karya,131508,1,221258,1,53352,1,274610,1
DPR,7201-00-0000,Sulteng,6,Partai Gerakan Indonesia Raya,61500,4,142815,3,39402,3,182217,2
DPR,7201-00-0000,Sulteng,7,Partai Demokrat,74983,3,121707,4,52299,2,174006,3
DPR,7201-00-0000,Sulteng,1,Partai NasDem,109021,2,145700,2,25589,5,171289,4
DPR,7201-00-0000,Sulteng,4,Partai Demokrasi Indonesia Perjuangan,47709,5,111695,5,31411,4,143106,5
DPR,7201-00-0000,Sulteng,10,Partai Hati Nurani Rakyat,42660,6,99132,6,24514,6,123646,6
DPR,7201-00-0000,Sulteng,8,Partai Amanat Nasional,0,12,82027,7,15022,9,97049,7
DPR,7201-00-0000,Sulteng,3,Partai Keadilan Sejahtera,0,9,66797,8,17193,8,83990,8
DPR,7201-00-0000,Sulteng,2,Partai Kebangkitan Bangsa,0,10,51404,9,20379,7,71783,9
DPR,7201-00-0000,Sulteng,9,Partai Persatuan Pembangunan,0,11,40251,10,11848,10,52099,10
DPR,7201-00-0000,Sulteng,14,Partai Bulan Bintang,0,8,18497,11,7590,11,26087,11
DPR,7201-00-0000,Sulteng,15,Partai Keadilan dan Persatuan Indonesia,0,7,18359,12,6507,12,24866,12
DPR,3203-00-0000,Jabar III,5,Partai Golongan Karya,107467,1,163611,1,91131,3,254742,1
DPR,3203-00-0000,Jabar III,4,Partai Demokrasi Indonesia Perjuangan,31993,3,129158,2,114018,1,243176,2
DPR,3203-00-0000,Jabar III,7,Partai Demokrat,31486,4,115755,3,106931,2,222686,3
DPR,3203-00-0000,Jabar III,3,Partai Keadilan Sejahtera,52823,2,110522,4,47145,6,157667,4
DPR,3203-00-0000,Jabar III,6,Partai Gerakan Indonesia Raya,23991,6,65235,5,68412,4,133647,5
DPR,3203-00-0000,Jabar III,10,Partai Hati Nurani Rakyat,18754,7,63074,6,41642,8,104716,6
DPR,3203-00-0000,Jabar III,9,Partai Persatuan Pembangunan,26651,5,53054,7,47901,5,100955,7
DPR,3203-00-0000,Jabar III,2,Partai Kebangkitan Bangsa,12149,8,44503,8,44741,7,89244,8
DPR,3203-00-0000,Jabar III,8,Partai Amanat Nasional,0,12,42489,9,25086,10,67575,9
DPR,3203-00-0000,Jabar III,1,Partai NasDem,0,11,36604,10,27176,9,63780,10
DPR,3203-00-0000,Jabar III,14,Partai Bulan Bintang,0,10,16729,11,20179,11,36908,11
DPR,3203-00-0000,Jabar III,15,Partai Keadilan dan Persatuan Indonesia,0,9,5004,12,5932,12,10936,12
DPR,7601-00-0000,Sulbar,5,Partai Golongan Karya,58518,1,107198,1,15850,1,123048,1
DPR,7601-00-0000,Sulbar,7,Partai Demokrat,51168,3,106656,2,13145,2,119801,2
DPR,7601-00-0000,Sulbar,6,Partai Gerakan Indonesia Raya,55014,2,88925,3,9536,3,98461,3
DPR,7601-00-0000,Sulbar,8,Partai Amanat Nasional,0,12,86219,4,7758,5,93977,4
DPR,7601-00-0000,Sulbar,2,Partai Kebangkitan Bangsa,0,9,43263,5,6903,6,50166,5
DPR,7601-00-0000,Sulbar,4,Partai Demokrasi Indonesia Perjuangan,0,10,32786,6,8892,4,41678,6
DPR,7601-00-0000,Sulbar,9,Partai Persatuan Pembangunan,0,11,31541,7,4078,10,35619,7
DPR,7601-00-0000,Sulbar,1,Partai NasDem,0,7,27938,8,5649,7,33587,8
DPR,7601-00-0000,Sulbar,10,Partai Hati Nurani Rakyat,0,4,17038,9,5215,8,22253,9
DPR,7601-00-0000,Sulbar,3,Partai Keadilan Sejahtera,0,8,16655,10,4606,9,21261,10
DPR,7601-00-0000,Sulbar,15,Partai Keadilan dan Persatuan Indonesia,0,5,12116,11,1707,12,13823,11
DPR,7601-00-0000,Sulbar,14,Partai Bulan Bintang,0,6,4426,12,1866,11,6292,12
DPR,3601-00-0000,Banten I,5,Partai Golongan Karya,70846,2,134802,1,57839,3,192641,1
DPR,3601-00-0000,Banten I,4,Partai Demokrasi Indonesia Perjuangan,51059,3,108569,2,66011,2,174580,2
DPR,3601-00-0000,Banten I,6,Partai Gerakan Indonesia Raya,26841,6,96621,4,44540,4,141161,3
DPR,3601-00-0000,Banten I,7,Partai Demokrat,31458,5,70985,5,67061,1,138046,4
DPR,3601-00-0000,Banten I,9,Partai Persatuan Pembangunan,88969,1,107569,3,30434,7,138003,5
DPR,3601-00-0000,Banten I,1,Partai NasDem,36571,4,65536,6,37479,6,103015,6
DPR,3601-00-0000,Banten I,3,Partai Keadilan Sejahtera,0,10,56046,7,29231,8,85277,7
DPR,3601-00-0000,Banten I,2,Partai Kebangkitan Bangsa,0,11,41452,8,41123,5,82575,8
DPR,3601-00-0000,Banten I,10,Partai Hati Nurani Rakyat,0,7,33773,9,16629,9,50402,9
DPR,3601-00-0000,Banten I,8,Partai Amanat Nasional,0,12,23292,10,14606,10,37898,10
DPR,3601-00-0000,Banten I,14,Partai Bulan Bintang,0,9,14208,11,10390,11,24598,11
DPR,3601-00-0000,Banten I,15,Partai Keadilan dan Persatuan Indonesia,0,8,2593,12,2327,12,4920,12
DPR,3206-00-0000,Jabar VI,4,Partai Demokrasi Indonesia Perjuangan,151071,1,232842,1,200285,1,433127,1
DPR,3206-00-0000,Jabar VI,6,Partai Gerakan Indonesia Raya,52838,4,163580,2,119546,2,283126,2
DPR,3206-00-0000,Jabar VI,3,Partai Keadilan Sejahtera,61832,2,139555,3,94183,3,233738,3
DPR,3206-00-0000,Jabar VI,5,Partai Golongan Karya,32906,5,121711,4,87802,4,209513,4
DPR,3206-00-0000,Jabar VI,8,Partai Amanat Nasional,57891,3,91927,5,34530,9,126457,5
DPR,3206-00-0000,Jabar VI,7,Partai Demokrat,0,11,69046,6,52216,6,121262,6
DPR,3206-00-0000,Jabar VI,10,Partai Hati Nurani Rakyat,0,6,64896,7,48737,7,113633,7
DPR,3206-00-0000,Jabar VI,9,Partai Persatuan Pembangunan,0,12,57811,8,54947,5,112758,8
DPR,3206-00-0000,Jabar VI,2,Partai Kebangkitan Bangsa,0,10,41227,9,37670,8,78897,9
DPR,3206-00-0000,Jabar VI,1,Partai NasDem,0,9,27885,10,22318,10,50203,10
DPR,3206-00-0000,Jabar VI,14,Partai Bulan Bintang,0,8,12715,11,12217,11,24932,11
DPR,3206-00-0000,Jabar VI,15,Partai Keadilan dan Persatuan Indonesia,0,7,7328,12,4396,12,11724,12
DPR,1401-00-0000,Riau I,4,Partai Demokrasi Indonesia Perjuangan,69425,2,178404,1,63244,2,241648,1
DPR,1401-00-0000,Riau I,5,Partai Golongan Karya,57200,3,151542,3,80736,1,232278,2
DPR,1401-00-0000,Riau I,8,Partai Amanat Nasional,91076,1,167802,2,25652,6,193454,3
DPR,1401-00-0000,Riau I,6,Partai Gerakan Indonesia Raya,37561,5,100333,4,44919,3,145252,4
DPR,1401-00-0000,Riau I,7,Partai Demokrat,31286,6,99772,5,41084,4,140856,5
DPR,1401-00-0000,Riau I,3,Partai Keadilan Sejahtera,51700,4,95386,6,27225,5,122611,6
DPR,1401-00-0000,Riau I,2,Partai Kebangkitan Bangsa,0,11,93956,7,21488,8,115444,7
DPR,1401-00-0000,Riau I,1,Partai NasDem,0,10,81364,8,21109,9,102473,8
DPR,1401-00-0000,Riau I,9,Partai Persatuan Pembangunan,0,12,70392,9,20279,10,90671,9
DPR,1401-00-0000,Riau I,10,Partai Hati Nurani Rakyat,0,7,39446,10,21503,7,60949,10
DPR,1401-00-0000,Riau I,14,Partai Bulan Bintang,0,9,27335,11,10535,11,37870,11
DPR,1401-00-0000,Riau I,15,Partai Keadilan dan Persatuan Indonesia,0,8,11358,12,2992,12,14350,12
DPR,3310-00-0000,Jateng X,2,Partai Kebangkitan Bangsa,160121,1,259800,1,76321,2,336121,1
DPR,3310-00-0000,Jateng X,4,Partai Demokrasi Indonesia Perjuangan,68380,2,183885,2,129408,1,313293,2
DPR,3310-00-0000,Jateng X,5,Partai Golongan Karya,57339,3,134556,3,58046,3,192602,3
DPR,3310-00-0000,Jateng X,9,Partai Persatuan Pembangunan,36163,4,92022,4,46080,5,138102,4
DPR,3310-00-0000,Jateng X,6,Partai Gerakan Indonesia Raya,28535,6,80597,6,56077,4,136674,5
DPR,3310-00-0000,Jateng X,8,Partai Amanat Nasional,32355,5,91764,5,25848,8,117612,6
DPR,3310-00-0000,Jateng X,1,Partai NasDem,0,10,59456,7,26927,6,86383,7
DPR,3310-00-0000,Jateng X,3,Partai Keadilan Sejahtera,0,11,57979,8,25633,9,83612,8
DPR,3310-00-0000,Jateng X,7,Partai Demokrat,0,12,55106,9,26003,7,81109,9
DPR,3310-00-0000,Jateng X,10,Partai Hati Nurani Rakyat,0,7,39448,10,18039,10,57487,10
DPR,3310-00-0000,Jateng X,14,Partai Bulan Bintang,0,9,3084,11,4119,11,7203,11
DPR,3310-00-0000,Jateng X,15,Partai Keadilan dan Persatuan Indonesia,0,8,1350,12,2098,12,3448,12
DPR,3303-00-0000,Jateng III,4,Partai Demokrasi Indonesia Perjuangan,165381,1,245008,1,147464,1,392472,1
DPR,3303-00-0000,Jateng III,5,Partai Golongan Karya,90757,3,232433,2,69418,4,301851,2
DPR,3303-00-0000,Jateng III,6,Partai Gerakan Indonesia Raya,64423,6,204219,3,81338,3,285557,3
DPR,3303-00-0000,Jateng III,2,Partai Kebangkitan Bangsa,123447,2,197290,4,83094,2,280384,4
DPR,3303-00-0000,Jateng III,7,Partai Demokrat,73906,4,140337,5,62481,5,202818,5
DPR,3303-00-0000,Jateng III,9,Partai Persatuan Pembangunan,67484,5,94884,6,44795,7,139679,6
DPR,3303-00-0000,Jateng III,1,Partai NasDem,42491,7,80503,8,49557,6,130060,7
DPR,3303-00-0000,Jateng III,3,Partai Keadilan Sejahtera,20785,8,86795,7,36559,8,123354,8
DPR,3303-00-0000,Jateng III,10,Partai Hati Nurani Rakyat,0,9,58163,10,34577,9,92740,9
DPR,3303-00-0000,Jateng III,8,Partai Amanat Nasional,0,12,67911,9,24333,10,92244,10
DPR,3303-00-0000,Jateng III,15,Partai Keadilan dan Persatuan Indonesia,0,10,12319,11,4493,12,16812,11
DPR,3303-00-0000,Jateng III,14,Partai Bulan Bintang,0,11,6484,12,7477,11,13961,12
DPR,6301-00-0000,Kalsel I,5,Partai Golongan Karya,135439,1,243037,1,65230,1,308267,1
DPR,6301-00-0000,Kalsel I,9,Partai Persatuan Pembangunan,58348,3,78937,2,35983,2,114920,2
DPR,6301-00-0000,Kalsel I,3,Partai Keadilan Sejahtera,66864,2,77294,3,24146,6,101440,3
DPR,6301-00-0000,Kalsel I,6,Partai Gerakan Indonesia Raya,24733,5,61154,4,29205,5,90359,4
DPR,6301-00-0000,Kalsel I,2,Partai Kebangkitan Bangsa,31975,4,49324,5,35389,3,84713,5
DPR,6301-00-0000,Kalsel I,10,Partai Hati Nurani Rakyat,0,6,46161,6,16633,8,62794,6
DPR,6301-00-0000,Kalsel I,4,Partai Demokrasi Indonesia Perjuangan,0,10,31374,8,30425,4,61799,7
DPR,6301-00-0000,Kalsel I,7,Partai Demokrat,0,11,38188,7,13749,9,51937,8
DPR,6301-00-0000,Kalsel I,1,Partai NasDem,0,9,29601,9,18963,7,48564,9
DPR,6301-00-0000,Kalsel I,8,Partai Amanat Nasional,0,12,24165,10,13560,10,37725,10
DPR,6301-00-0000,Kalsel I,14,Partai Bulan Bintang,0,8,10047,11,8609,11,18656,11
DPR,6301-00-0000,Kalsel I,15,Partai Keadilan dan Persatuan Indonesia,0,7,5436,12,3887,12,9323,12
DPR,7303-00-0000,Sulsel III,5,Partai Golongan Karya,172938,1,284641,1,20948,1,305589,1
