id,provinsi_id,nama,tempat_lahir,tanggal_lahir,jabatan,fraksi,alamat,keterangan
2652,35,"H.A. MUSAYYIB NAHRAWI, BA",,,,PARTAI KEBANGKITAN BANGSA,Dsn. Krajan 15/07 Ds. Karanganyar - Kec. Paiton Kab. Probolinggo,
2653,35,"H. SUGIYANTO, SH",,,,PARTAI NASDEM,Dsn. Krajan 06/03 Ds. Triwungan - Kec. Kotaanyar Kab. Probolinggo,
2654,35,"OKA MAHENDRA JATI KUSUMA, SE, MM",,,,PARTAI GOLONGAN KARYA,Dsn Gapur RT/RW 07/03 Brumbungan Lor Kec.Gending Kab. Probolinggo,
2655,35,"ANDI SURYANTO WIBOWO, SE, MM",,,,PARTAI NASDEM,Dsn. II Sumur I 05/03 Ds. Klaseman - Kec. Gending Kab. Probolinggo,
2656,35,"IMAM SUHROWARDI, ST",,,,PARTAI NASDEM,Jl. KH. Abdurrahman Wahid 64 01/02 Kel. Sidomukti - Kec.Kraksaan Kab. Probolinggo,
2657,35,"SUGITO, SH",,,,PARTAI NASDEM,Jl. Raya Panglima Sudirman 204 03/03 Kel. Patokan - Kec.Kraksaan Kab. Probolinggo,
2658,35,"AHMAD SUPAEDI, SH",,,,PARTAI NASDEM,Dsn. Jranjang 11 / 05 Ds. Kertosuko - Kec. Krucil Kab. Probolinggo,
2659,35,"Drs. H. WAHID NURRAHMAN, M.Si",,,,PARTAI GOLONGAN KARYA,Dsn Krajan 1 RT/RW 02/01 Selogudik Wetan Kec. Pajarakan Kab. Probolinggo,
2660,35,SITI MARIA ULFAH,,,,PARTAI NASDEM,Dsn. Gumuk 06/02 Ds. Suko Kec. Maron Kab. Probolinggo,
2661,35,"RIKA APRIA WIJAYANTI, A.Md",,,,PARTAI KEBANGKITAN BANGSA,Jl. Perum Rinjani No. 18 01/03 Ds. Kalirejo - Kec. Dringu Kab. Probolinggo,
2662,35,"LUKMAN HAKIM, SH, M. Hum",,,,PARTAI KEBANGKITAN BANGSA,Dsn. Landangan 14/05 Ds. Penambangan - Kec.Pajarakan Kab. Probolinggo,
2663,35,"BUNYAMIN, SE",,,,PARTAI KEBANGKITAN BANGSA,Dsn. Kukun 09/04 Ds. Pohsangit Leres - Kec.Sumberasih Kab. Probolinggo,
2664,35,SULAHAK,,,,PARTAI NASDEM,Dsn. Ombenan 17/07 Ds. Laweyan - Kec. Sumberasih Kab. Probolinggo,
2665,35,MUKHALI,,,,PARTAI PERSATUAN PEMBANGUNAN,Ponpes Tanjungsari RT.09 RW.05 Ds. Dungun Kec. Tongas Kab. Probolinggo,
2666,35,Hj. RIYATI,,,,PARTAI DEMAOKRASI INDONESIA PERJUANGAN,Dusun Krajan II Rt/Rw 08/04 Gading Kulon Banyuanyar,
2667,35,"SUPOYO, SH, MM",,,,PARTAI NASDEM,Dsn Ngadisari 03/02 Ngadisari - Kec.Sukapura Kab. Probolinggo,
2668,35,"H. MOH SA'ID, SH",,,,PARTAI NASDEM,Dsn. Kramat 02/01 Ds. Randutatah - Kec. Paiton Kab. Probolinggo,
2669,35,Hj. SOFATUR ROHMIAH,,,,PARTAI KEBANGKITAN BANGSA,Dsn. Krajan 04/02 Ds. Bulu - Kec. Kraksaan Kab. Probolinggo,
2670,35,"BAMBANG ROBIANTO, SH",,,,PARTAI GOLONGAN KARYA,Dsn Krajan RT/RW 07/02 Ds. Maron Wetan Kec. Maron Kab. Probolinggo,
2671,35,WIJAYANTI KUSUMA DEWI,,,,PARTAI NASDEM,Perum Kademangan Asri A- 24 03/04 Kel. Pilang - Kec. Kademangan Kota Probolinggo,
2672,35,H. JON JUNAIDI,,,,PARTAI GERAKAN INDONESIA RAYA,Dsn Krajan RT/RW 13/04 Ds.Maron Kidul Kec. Maron Kab. Probolinggo,
2673,35,MUHAMMAD RUHULLAH,,,,PARTAI PERSATUAN PEMBANGUNAN,Dsn. Tirta RT.10 RW.02 Ds. Jabung Sisir - Kec. Paiton Kab. Probolinggo,
2674,35,ENY KUSRINI,,,,PARTAI KEBANGKITAN BANGSA,Jl. Raya Lumajang Leces 04/11 Ds. Jorongan - Kec. Leces Kab. Probolinggo,
2675,35,ZULFA ZAKIYATUL FAKHIROH,,,,PARTAI NASDEM,Dsn. Krajan 01/01 Ds. Sentong - Kec. Krejengan Kab. Probolinggo,
2676,35,"AHMAD MULYADI,ST",,,,PARTAI GERAKAN INDONESIA RAYA,Dsn Dulawang RT/RW 09/04 Ds.Bulu Jaran Lor Kec. Tegalsiwalan Kab. Probolinggo,
2677,35,MISKUR,,,,PARTAI GOLONGAN KARYA,Dsn Badungan RT/RW 18/03 Ds. Mentor Kec. Sumberasih Kab. Probolinggo,
2678,35,"MUHAMMAD AMIN HADDAR, SH",,,,PARTAI PERSATUAN PEMBANGUNAN,Dsn.Krajan RT.7 RW.02 Ds. Brani Kulon- Kec. Maron Kab. Probolinggo,
2679,35,"HENNY TRI AGUSTINA, S.Sos,MA",,,,PARTAI HATI NURANI RAKYAT,Dsn. Parus 2/1 Ds. Lemah Kembar Kec. Sumberasih Kab. Probolinggo,
2680,35,Drs. JOKO WAHYUDI,,,,PARTAI GOLONGAN KARYA,Dsn Ledosari RT/RW 03/02 Wonokerso Kec. Sumber Kab. Probolinggo,
2681,35,AKSAN QOSI,,,,PARTAI NASDEM,Dsn. Krajan 003/001 Ds. Patokan - Kec. Bantaran Kab. Probolinggo,
2682,35,MAT TALI,,,,PARTAI DEMAOKRASI INDONESIA PERJUANGAN,Dsn Grogol RT/RW 01/01 Desa Kalisalam Kec. Dringu Kab. Preobolinggo,
2683,35,MASRURA,,,,PARTAI DEMOKRAT,Dusun Krajan RT 05/RW 03 Desa Plampang Kecamatan Paiton Kabupaten Probolinggo,
2684,35,"HAFILUDDIN FAQIH, SH",,,,PARTAI GERAKAN INDONESIA RAYA,Dsn Tanjung Lor RT/RW 8/4 Ds.Karang Anyar Kec. Paiton Kab. Probolinggo,
2685,35,"MOHAMMAD YASIN,SH",,,,PARTAI PERSATUAN PEMBANGUNAN,Dsn.Krajan 1 RT.01 RW.01 Ds. Sumberan - Kec. Besuk Kab. Probolinggo,
2686,35,SUMARLAP,,,,PARTAI DEMAOKRASI INDONESIA PERJUANGAN,Dsn Krajan RT/RW 01/01 Desa Jatisari Kec. Kuripan Kab. Probolinggo,
2687,35,"RINI TRIANA, SH",,,,PARTAI GERAKAN INDONESIA RAYA,Dsn Bunut RT/RW 5/1 Ds Kaliacar Kec. Gading Kab. Probolinggo,
2688,35,SUHUD,,,,PARTAI DEMAOKRASI INDONESIA PERJUANGAN,Jl. Raya Bago RT/RW 04/02 Desa Bago Kec. Besuk Kab. Probolinggo,
2689,35,SUWONO,,,,PARTAI HATI NURANI RAKYAT,Dsn. Kedung Mini 19/09 Ds. Kertosuko Kec. Krucil Kab. Probolinggo,
2690,35,H. AHMAD NAHROWI,,,,PARTAI KEBANGKITAN BANGSA,"Dsn Krajan I 01/01 Bantaran, Kec. Bantaran Kab. Probolinggo",
2691,35,SANTOSO,,,,PARTAI GERAKAN INDONESIA RAYA,Dsn.Jembatan RT/RW 13/04 Ds. Legundi Kec.Bantaran Kab. Probolinggo,
2692,35,"Ir.H.T. EDI SUSANTO, MT",,,,PARTAI DEMAOKRASI INDONESIA PERJUANGAN,Jl. Yos Sudarso II/83 RT/RW 04/01 Desa Pabean Kec. Dringu Kab. Probolinggo,
2693,35,"SUKARMAN, SE",,,,PARTAI KEBANGKITAN BANGSA,Dsn. Manggisan 19/01 Ds. Seneng - Kec. Krucil Kab. Probolinggo,
2694,35,SLAMET RIADI,,,,PARTAI PERSATUAN PEMBANGUNAN,Dsn.Krajan RT.4 RW.02 Ds. Liprak Kulon- Kec. Banyuanyar Kab. Probolinggo,
2695,35,,,,,,,
2696,35,"IM. MUSIRIN, S.E.",,05-09-1950,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2697,35,"H. SUPARMIN SUJONO, S.Pd.",,16-03-1951,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2698,35,"LAMUJI, S.Pd., M.Hum.",,10-05-1952,WAKIL KETUA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2699,35,"NURHADI, S.Ag., M.Si.",,11-08-1953,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2700,35,"Drs. H. SAMSURI, M.Si.",,16-02-1954,ANGGOTA,PARTAI GOLKAR,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2701,35,"SUNARKUN, S.T.",,03-09-1955,ANGGOTA,PARTAI GOLKAR,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2702,35,"MOH. HUSNI TAHIR HAMID, S.H., M.H.",,19-12-1955,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2703,35,"SUKADJI, B.Sc., S.Pd.",,09-02-1959,ANGGOTA,PARTAI GOLKAR,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2704,35,"DJUMANI, B.Sc.",,06-03-1960,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2705,35,"H.SAMSUL ANAM, S.H., M.M., M.Hum.",,05-08-1960,KETUA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2706,35,"Hj. PENNY SUGIHARTI, S.Sos.",,28-03-1961,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2707,35,ARIFIN,,05-05-1962,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2708,35,SUPRAMONO,,29-09-1962,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2709,35,"SUMARNO, S.T.",,04-09-1963,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2710,35,Dra. DJUMIATI,,08-10-1963,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2711,35,Drs. MUMAMMAD HADI,,23-11-1964,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2712,35,MUTRIMAN,,19-12-1964,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2713,35,GUSWANTO,,15-09-1965,WAKIL KETUA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2714,35,Drs. SATAM,,16-07-1966,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2715,35,Drs. ZAENUDIN,,18-05-1967,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2716,35,"Drs. H. SUKARODIN, M.Ag.",,13-07-1967,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2717,35,"H. DASIRAN, S.Pd.",,18-03-1968,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2718,35,Drs. HARI LANGGENG WIYONO,,28-06-1968,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2719,35,SITI NGAWATI,,04-09-1968,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2720,35,SUSILO DARMONO,,14-01-1969,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2721,35,"IMAM BASUKI, S.Sos.",,08-03-1969,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2722,35,SUBADIANTO,,12-09-1969,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2723,35,"IMAM MUSLICH HUDDIN, S.E.",,13-05-1970,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2724,35,"BAMBANG SUTOPO, S.E.",,17-10-1970,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2725,35,"NURWAHYUDI, S.Pd.",,21-02-1972,ANGGOTA,PARTAI GOLKAR,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2726,35,SUKRI,,14-09-1972,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2727,35,"SUGENG, S.Pd.",,29-09-1972,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2728,35,"MUGIANTO, S.Pd., M.H.",,04-02-1973,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2729,35,PRANOTO,,13-02-1973,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2730,35,"JUMAKIR, S.Pd.",,30-06-1973,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2731,35,"AGUS CAHYONO, S.H.I, M.H.I.",,06-11-1973,WAKIL KETUA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2732,35,WAHYUDI ANTO,,05-03-1974,ANGGOTA,PDI PERJUANGAN,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2733,35,"Hj. ARIK SRI WAHYUNI, S.E., M.M.",,09-10-1975,ANGGOTA,PARTAI GOLKAR,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2734,35,"MOH. NUR EFENDI, S.H., M.Hum.",,23-06-1976,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2735,35,"ALWI BURHANUDIN, S.T.",,05-02-1977,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2736,35,"PUGUH PURNOMO, S.E.",,25-07-1978,ANGGOTA,DEMOKRAT,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2737,35,DWI UTOMO,,08-08-1978,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2738,35,"SITI ALFIYAH, S.T.",,09-11-1979,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2739,35,TARKIYAT,,31-12-1979,ANGGOTA,PERSATUAN INDONESIA SEJAHTERA,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2740,35,"ZAENAL FANANI, S.ST., MMT",,19-03-1986,ANGGOTA,PKB,Jl. A. Yani No. 4 Trenggalek (0357-791354),
2741,51,"I Nyoman Giri Prasta, S.Sos",Badung ,19 maret 1972,Ketua DPRD Kabupaten Badung,PDI PERJUANGAN,Pelaga Petang / 0361-9009313,
2742,51,"Drs. I Ketut Suiasa, SH",Pecatu ,31 desember 1964,Wakil Ketua DPRD Kabupaten Badung,GOLKAR,"Jl. Labuan Sait No. 27 Pecatu, Kuta Selatan / 0361-9009313",
2743,51,"Drs. I Made Sunarta, MM, M.Si",Denpasar ,25 agustus 1960,Wakil Ketua DPRD Kabupaten Badung,DEMOKRAT,Br. Sengguan Abianbase Mengwi / 0361-9009313,
2744,51,"I Made Sugita, S.Sos",Kelan ,30 april 1970,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Jl. Pudak Sari gg 2 No. 8 Kelan Desa Tuban, Kuta / 0361-9009313",
2745,51,"I Gusti Anom Gumanti, SH",Kuta ,27 april 1970,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Jl. Majapahit gg Suli No. 2 Kel. Kuta, Kuta / 0361-9009313",
2746,51,"I Gusti Ngurah Sudiarsa, SH",Badung ,10 agustus 1961,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Jl. Raya Legian 424, Kuta / 0361-9009313",
2747,51,"Drs. I Putu Parwata. MK, MM",Badung ,27 mei 1961,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Jl. Panji No.2 Br. Untal-Untal Dalung Kuta Utara / 0361-9009313,
2748,51,"I Wayan Sandra, SH",Badung ,12 desember 1953,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. dawas Tibubeneng Kerobokan Kaja / 0361-9009313,
2749,51,"Ida Bagus Alit Argapatra, S.Sn",Buduk ,9 september 1968,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. Sengguan Buduk Mengwi / 0361-9009313,
2750,51,"I Nyoman Satria, S.Sos, M.Si",Mengwi ,12 desember 1965,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Br. Alangkajeng Mengwi, Mengwi / 0361-9009313",
2751,51,"I Wayan Regep, SH",Nyelati ,22 agustus 1969,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Kuwum Mengwi / 0361-9009313,
2752,51,"I Nyoman Dirga Yusa, SE",Badung ,25 september 1965,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. Jempeng Kauh Taman Abiansemal / 0361-9009313,
2753,51,"Ida Bagus Sunartha, S.Sos",Badung ,17 juni 1958,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. Muluk Babi Sangeh Abiansemal / 0361-9009313,
2754,51,"I Putu Alit Yandinata, SS",Abiansemal ,21 april 1975,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. Batan Buah Dauh Yeh Cani Abiansemal / 0361-9009313,
2755,51,"I Made Ponda Wirawan, ST",Badung ,13 februari 1974,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,Br. Agung Mambal abiansemal / 0361-9009313,
2756,51,"I Made Sumerta, SH",Badung ,2 mei 1965,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Jl. Labuan Sait No 21 Pecatu, Kuta Selatan / 0361-9009313",
2757,51,"I Made Duama, SE, M.Sc",Badung ,7 Februari 1964,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Br. Anggas Sari Ungasan, Kuta Selatan / 0361-9009313",
2758,51,I Wayan Luwir Wiana,Badung ,28 juni 1966,Anggota DPRD Kabupaten Badung,PDI PERJUANGAN,"Br. Peminge Benoa, Kuta Selatan / 0361-9009313",
2759,51,"Ni Luh Gede Sri Mediastuti, SE",Badung ,20 oktober 1959,Anggota DPRD Kabupaten Badung,GOLKAR,"Jl. Dewi Sartika No. 16 Kuta, Kuta / 0361-9009313",
2760,51,"AA. Ngr Kt Agus Nadi Putra, SH",Badung ,17 agustus 1970,Anggota DPRD Kabupaten Badung,GOLKAR,Lingk. Gede Kerobokan Kuta Utara / 0361-9009313,
2761,51,"I Gede Suraharja, SH",Badung ,26 desember 1966,Anggota DPRD Kabupaten Badung,GOLKAR,Jl. Raya Padonan No. 16 Tibubeneng Kuta Utara / 0361-9009313,
2762,51,"I Made Oka Suadnyana, SE",Badung ,2 februari 1963,Anggota DPRD Kabupaten Badung,GOLKAR,Br. Lebah Sari Gulingan Mengwi / 0361-9009313,
2763,51,"I Wayan Suyasa, SH",Badung ,6 februari 1971,Anggota DPRD Kabupaten Badung,GOLKAR,Br. Blungbang Penarungan Mengwi / 0361-9009313,
2764,51,"I Gusti Ngurah Shaskara , SE, MM",Denpasar ,7 desember 1962,Anggota DPRD Kabupaten Badung,GOLKAR,Br. Beneh Kawan Blahkiuh Abiansemal / 0361-9009313,
2765,51,"I Nyoman Suka, SE",Badung ,5 maret 1967,Anggota DPRD Kabupaten Badung,GOLKAR,Br. Samuan Kawan Carangsari Petang / 0361-9009313,
2766,51,"I Nyoman Karyana, ST",Badung ,19 november 1969,Anggota DPRD Kabupaten Badung,GOLKAR,Lingk. Pande Benoa Kuta Selatan / 0361-9009313,
2767,51,Drs. I Nyoman Mesir,Badung ,31 desember 1959,Anggota DPRD Kabupaten Badung,GOLKAR,Br. Jaba Pura Kutuh Ungasan / 0361-9009313,
2768,51,"Drs. I Wayan Mendra, M.Si",Pesalakan ,29 September 1954,Anggota DPRD Kabupaten Badung,DEMOKRAT,Jl. Sempati No. 3 Pesalakan Tuban Kuta / 0361-9009313,
2769,51,"Drs. I Ketut Subagia, MM",Badung ,17 agustus 1961,Anggota DPRD Kabupaten Badung,DEMOKRAT,Jl. Dukuh Indah No. 15 Semer Kerobokan Kaja / 0361-9009313,
2770,51,"I Nyoman Ardana, SH, MSi, MM",Badung ,30 desember 1963,Anggota DPRD Kabupaten Badung,DEMOKRAT,Br. Pemebetan Kapal Mengwi / 0361-9009313,
2771,51,"Drs. I Nyoman Sutrisno, MSi",Badung ,4 agustus 1962,Anggota DPRD Kabupaten Badung,DEMOKRAT,Br. Bale Agung Cemagi Mengwi / 0361-9009313,
2772,51,"I Nyoman Oka Widyanta,SH.MH",Badung ,12 maret 1967,Anggota DPRD Kabupaten Badung,DEMOKRAT,Br. Piakan Sibangkaja Abiansemal / 0361-9009313,
2773,51,Drs. I Made Retha.SH. M.Ap,Badung ,15 mei 1964,Anggota DPRD Kabupaten Badung,DEMOKRAT,Pasar Sentral gg Jempiring Br. Peken Benoa Kuta Selatan / 0361-9009313,
2774,51,"I Gede Aryantha, SE. Ak",Badung ,22 september 1971,Anggota DPRD Kabupaten Badung,GERINDRA,"Jl. Raya Batu Bolong 11, Ling. Pipitan Canggu / 0361-9009313",
2775,51,I Kadek Sudarmaja,Badung ,5 oktober 1975,Anggota DPRD Kabupaten Badung,GERINDRA,Br. Tampak Kerep Buduk Mengwi / 0361-9009313,
2776,51,"I Nyoman Sentana, SH",Blahkiuh ,5 desember 1965,Anggota DPRD Kabupaten Badung,GERINDRA,Abiansemal / 0361-9009313,
2777,51,"I Made Wijaya, SE",Tanjung Benoa ,20 oktober 1970,Anggota DPRD Kabupaten Badung,GERINDRA,Jl. Segara Ening No. 5 Tanjung Bemoa. / 0361-9009313,
2778,51,Ir. I Made Sudarta,Mengwitani ,17 agustus 1958,Anggota DPRD Kabupaten Badung,HANURA,"Br. Delod Bale Agung Mengwi, Mengwi / 0361-9009313",
2779,51,DRS. I Made Subawa,Punggul ,Badung,Anggota DPRD Kabupaten Badung,HANURA,Br. Delod pasar Blahkiuh / 0361-9009313,
2780,51,I Gede Suardika,,5 pebruari 1966,Anggota DPRD Kabupaten Badung,NASDEM,Abiansemal / 0361-9009313,
2781,51,,,,,,,
2782,51,NGK MD KUTHA PARWATA,Karangasem,03/10/60,Ketua DPRD,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2783,51,"IDA BAGUS MUDARMA, S. Sos",Bangli,05/02/52,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2784,51,NENGAH DWI MADYA YANI,Bangli,17/02/1971,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2785,51,"I WAYAN SUBAGAN, SH",Bangli,29/12/1966,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2786,51,I KETUT SUASTIKA,Peninjoan,26/09/1969,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2787,51,I NENGAH REKEN,Penarukan,10/08/64,Anggota,Fraksi Golkar,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2788,51,"I NENGAH DARSANA, SH",Langkan,21/12/1979,Anggota,Fraksi Golkar,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2789,51,"I WAYAN JAMIN, SH",Br. Langkan,31/12/1966,Anggota,Fraksi Gerindra,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2790,51,"I DEWA ANOM SUTA, SE",Kebo Kangin,12/12/65,Anggota,Fraksi Demokrat,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2791,51,"I MADE SUDIASA, SE",Undisan,1966,Anggota,Fraksi Demokrat,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2792,51,"I WAYAN WEDANA, SE",Bangli,21/04/1970,Anggota,Fraksi PKPI,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2793,51,"I WAYAN KARYASA, ST",Selat Peken,09/09/75,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2794,51,"SATRIA YUDHA, S. Pd",Ujungpandang,25/10/1987,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2795,51,"DEWA SANG MADE WIDANA, SH., MPdH",Tanggahan,10/10/68,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2796,51,I KETUT SAJIBOGO,Sulahan,1968,Anggota,Fraksi GOLKAR,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2797,51,"I DEWA GEDE OKA, SH",Bangli,01/06/65,Anggota,Fraksi Gerindra,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2798,51,IDA BAGUS NYOMAN MANUABA,Bangli,22/05/1975,Anggota,Fraksi PKPI,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2799,51,"I WAYAN DIAR, SST. Par",Belantir,1972,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2800,51,I KETUT MASTREM,Desa Katung,04/05/70,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2801,51,"I WAYAN WIRYA, S. Pt",Ds. Sukawana,19/08/1972,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2802,51,"I NYOMAN BUDIADA,SE",Sanda,17/08/1969,Anggota,Fraksi Golkar,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2803,51,"I MADE KRISNAWA, SH",Desa Awan,08/08/87,Anggota,Fraksi Demokrat,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2804,51,"I NENGAH SUGIMAN,SE",Manikliyu,31/12/1966,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2805,51,"I MADE BAWA, SH",Peteluan,20/11/1964,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2806,51,"LUH PUTU SRI AGUSTINI, SH",Badung,17/08/1969,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2807,51,"I NYOMAN BASMA, SH",Suter,31/12/1968,Wakil Ketua,Fraksi Golkar,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2808,51,"I MADE JOKO ARNAWA, S.IP",Songan,16/12/1972,Anggota,Fraksi Gerindra,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2809,51,"I KOMANG CARLES, SE",Batur Utara,27/05/1976,Wakil Ketua,Fraksi Demokrat,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2810,51,I WAYAN NEKAYASA,Kintamani,13/04/1991,Anggota,Fraksi PDIP,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2811,51,"I NYOMAN GELGEL WISNAWA, SP. SH",Kintamani,30/10/1976,Anggota,Fraksi PKPI,Jl. Brigjen Ngurah Rai Nomor 32 Bangli (0366- 91003),
2812,51,,,,,,,
2813,51,GEDE NGURAH SUARTAWAN,Bubunan,  02-02-1969,Ketua Fraksi,Fraksi Nasdem,"BD. Tunjung Mekar, Ds. Bubunan, Kec. Seririt",
