kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 14,707,382,37,343,380,2,382,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 15,642,344,37,306,343,1,344,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 16,598,293,33,254,287,6,293,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 17,617,423,58,362,420,3,423,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 18,546,363,39,321,360,3,363,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 19,530,316,47,265,312,4,316,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 20,580,318,53,260,313,5,318,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 21,584,394,31,358,389,5,394,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 22,644,429,62,358,420,9,429,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 23,674,440,81,354,435,5,440,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 24,545,202,8,194,202,0,202,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 25,368,175,8,167,175,0,175,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 26,597,299,28,267,295,4,299,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 27,570,313,29,272,301,12,313,https://pilkada2015.kpu.go.id/surabayakota/pakal/babat_jerawat
TPS 1,478,251,35,214,249,2,251,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 2,454,292,48,244,292,0,292,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 3,573,347,30,310,340,7,347,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 4,558,318,36,272,308,10,318,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 5,505,275,37,231,268,7,275,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 6,666,392,49,332,381,11,392,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 7,639,390,44,340,384,6,390,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 8,706,338,35,298,333,5,338,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 9,539,412,42,347,389,23,412,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 10,223,124,6,116,122,2,124,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 11,439,286,13,268,281,5,286,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 12,417,268,24,237,261,7,268,https://pilkada2015.kpu.go.id/surabayakota/pakal/benowo
TPS 1,431,251,47,198,245,6,251,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 2,531,325,48,367,315,10,325,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 3,418,345,56,274,330,15,345,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 4,545,371,52,311,363,8,371,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 5,494,356,40,309,349,7,356,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 6,563,369,49,306,355,14,369,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 7,537,359,58,293,351,8,359,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 8,0,444,95,345,440,4,444,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 9,603,394,37,352,389,5,394,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 10,646,442,39,396,435,7,442,https://pilkada2015.kpu.go.id/surabayakota/pakal/pakal
TPS 1,507,362,46,307,353,9,362,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 2,539,376,48,319,367,9,376,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 3,579,359,20,327,347,12,359,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 4,685,441,35,398,433,8,441,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 5,569,408,23,376,399,9,408,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 6,456,360,22,329,351,9,360,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 7,281,236,13,219,232,4,236,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 8,681,481,72,403,475,6,481,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 9,789,514,50,463,513,1,514,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 10,544,299,31,266,297,2,299,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 11,459,397,19,371,390,7,397,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 12,584,386,27,358,385,1,386,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 13,446,329,35,287,322,7,329,https://pilkada2015.kpu.go.id/surabayakota/pakal/sumberrejo
TPS 1,454,272,39,231,270,2,272,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 2,532,249,20,224,244,5,249,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 3,541,319,37,276,313,6,319,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 4,455,268,29,236,265,3,268,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 5,541,323,26,291,317,6,323,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 6,375,232,25,206,231,1,232,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 7,363,185,20,161,181,4,185,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 8,311,212,18,190,208,4,212,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 9,310,196,15,180,195,1,196,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 10,539,278,40,231,271,7,278,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 11,430,260,41,213,254,6,260,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 12,515,256,24,225,249,7,256,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 13,529,354,41,306,347,7,354,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 14,340,237,37,198,235,2,237,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 15,554,344,24,318,342,2,344,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 16,597,387,38,346,384,3,387,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 17,504,291,51,231,282,9,291,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 18,523,319,58,258,316,3,319,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 19,394,284,34,243,277,7,284,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 20,523,267,28,235,263,4,267,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 21,526,315,24,285,309,6,315,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 22,458,272,31,239,270,2,272,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 23,497,267,36,229,265,2,267,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 24,512,336,38,288,326,10,336,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 25,714,452,63,383,446,6,452,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 26,505,259,22,234,256,3,259,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 27,491,364,26,337,363,1,364,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 28,562,320,21,292,313,7,320,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 29,432,296,20,271,291,5,296,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 30,627,627,45,307,352,6,358,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 31,621,331,51,275,326,5,331,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kalirungkut
TPS 1,373,224,25,194,219,5,224,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 2,392,276,25,247,272,4,276,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 3,390,272,37,231,268,4,272,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 4,488,292,29,258,287,5,292,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 5,561,380,50,327,377,3,380,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 6,315,219,29,188,217,2,219,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 7,0,0,0,0,0,0,0,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 8,487,350,72,277,349,1,350,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 9,717,420,32,386,418,2,420,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 10,653,371,26,340,366,5,371,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 11,485,305,27,274,301,4,305,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 12,353,230,37,189,226,4,230,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 13,448,276,43,228,271,5,276,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 14,727,428,94,331,425,3,428,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 15,311,224,47,169,216,8,224,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 16,597,368,40,324,364,4,368,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 17,623,451,45,402,447,4,451,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 18,589,280,16,258,274,6,280,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 19,617,277,17,256,273,4,277,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 20,523,226,15,211,226,0,226,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 21,754,425,28,392,420,5,425,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 22,300,180,25,153,178,2,180,https://pilkada2015.kpu.go.id/surabayakota/rungkut/kedung_baruk
TPS 1,535,311,29,280,309,2,311,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 2,508,265,37,226,263,2,265,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 3,320,320,26,287,313,7,320,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 4,480,219,28,189,217,2,219,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 5,542,332,37,293,330,2,332,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 6,572,341,41,298,339,2,341,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 7,634,399,38,359,397,2,399,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 8,439,288,26,259,285,3,288,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 9,520,316,41,273,314,2,316,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 10,498,301,28,269,297,4,301,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 11,510,314,31,279,310,4,314,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 12,648,377,35,337,372,5,377,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 13,608,425,34,389,423,2,425,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 14,425,201,29,171,200,1,201,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 15,578,366,39,319,358,8,366,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 16,293,183,19,160,179,4,183,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 17,433,249,22,224,246,3,249,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 18,536,321,33,286,319,2,321,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 19,470,279,19,258,277,2,279,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 20,324,171,22,148,170,1,171,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 21,548,361,50,307,357,4,361,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 22,552,377,78,297,375,2,377,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 23,515,356,41,312,353,3,356,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 24,447,272,14,256,270,2,272,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 25,669,420,30,387,417,3,420,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 26,503,314,24,285,309,5,314,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 27,426,275,33,236,269,6,275,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 28,494,333,39,289,328,5,333,https://pilkada2015.kpu.go.id/surabayakota/rungkut/medokan_ayu
TPS 1,507,323,28,294,322,1,323,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 2,508,309,29,277,306,3,309,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 3,520,323,25,291,316,7,323,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 4,568,314,27,284,311,3,314,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 5,515,334,56,274,330,4,334,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 6,562,310,34,273,307,3,310,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 7,497,224,19,204,223,1,224,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 8,511,310,31,277,308,2,310,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 9,475,331,30,293,323,8,331,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 10,500,258,10,246,256,2,258,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 11,378,243,48,193,241,2,243,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 12,368,232,32,198,230,2,232,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 13,435,249,30,213,243,6,249,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 14,409,278,24,252,276,2,278,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 15,425,251,35,216,251,0,251,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 16,373,231,22,208,230,1,231,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 17,463,320,48,269,317,3,320,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 18,402,268,43,222,265,3,268,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 19,470,180,16,162,178,2,180,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 20,555,316,68,245,313,3,316,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 21,499,256,29,225,254,2,256,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 22,598,356,51,300,351,5,356,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 23,418,273,30,241,271,2,273,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 24,422,273,46,223,269,4,273,https://pilkada2015.kpu.go.id/surabayakota/rungkut/penjaringan_sari
TPS 1,535,326,41,272,313,13,326,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 2,609,366,36,321,357,9,366,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 3,555,320,41,276,317,3,320,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 4,625,351,55,294,349,2,351,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 5,639,639,63,318,381,11,392,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 6,452,283,45,236,281,2,283,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 7,552,328,45,274,319,9,328,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 8,545,364,53,306,359,5,364,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 9,454,269,87,177,264,5,269,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 10,517,308,45,259,304,4,308,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 11,480,285,27,252,279,6,285,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 12,509,295,27,267,294,1,295,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 13,299,167,20,145,165,2,167,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 14,362,215,28,185,213,2,215,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 15,595,351,36,307,343,8,351,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 16,622,357,48,306,354,3,357,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 17,432,240,28,210,238,2,240,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 18,500,350,0,0,346,4,350,https://pilkada2015.kpu.go.id/surabayakota/rungkut/rungkut_kidul
TPS 1,583,381,14,366,380,1,381,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 2,599,324,9,313,322,2,324,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 3,550,317,9,305,314,3,317,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 4,344,259,6,248,254,5,259,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 5,686,365,10,348,358,7,365,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 6,598,420,64,349,413,7,420,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 7,523,341,34,302,336,5,341,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 8,344,205,26,178,204,1,205,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 9,399,238,31,206,237,1,238,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 10,476,314,43,268,311,3,314,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 11,632,346,59,280,339,7,346,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 12,457,322,49,257,306,16,322,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 13,511,298,51,242,293,5,298,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 14,563,306,62,242,304,2,306,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 15,314,193,31,156,187,6,193,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 16,663,426,41,378,419,7,426,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 17,480,279,28,241,269,10,279,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 18,455,271,30,241,271,0,271,https://pilkada2015.kpu.go.id/surabayakota/rungkut/wonorejo
TPS 1,531,364,50,307,357,7,364,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 2,561,346,54,284,338,8,346,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 3,633,372,46,315,361,11,372,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 4,494,283,52,227,279,4,283,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 5,628,399,106,281,387,12,399,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 6,598,290,37,246,283,7,290,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/bringin
TPS 1,488,256,27,219,246,10,256,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 2,407,199,32,165,197,2,199,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 3,395,201,37,160,197,4,201,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 4,562,263,43,218,261,2,263,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 5,543,255,43,208,251,4,255,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 6,534,274,50,212,262,12,274,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 7,606,355,57,290,347,8,355,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 8,604,427,57,365,422,5,427,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 9,599,340,42,292,334,6,340,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 10,611,308,30,270,300,8,308,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 11,528,271,81,179,260,11,271,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 12,542,318,83,228,311,7,318,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 13,644,315,55,250,305,10,315,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 14,573,258,45,210,255,3,258,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 15,614,339,53,282,335,3,338,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 16,557,350,47,300,347,3,350,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 17,519,340,79,252,331,9,340,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 18,580,332,64,262,326,6,332,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 19,529,278,34,241,275,3,278,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 20,461,273,31,236,267,6,273,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 21,384,261,32,225,257,4,261,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 22,612,377,49,321,370,7,377,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 23,543,280,52,226,278,2,280,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 24,508,234,24,209,233,1,234,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 25,562,303,46,250,296,7,303,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 26,501,324,45,274,319,5,324,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 27,482,231,6,221,227,4,231,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 28,471,245,17,226,243,2,245,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 29,470,294,24,269,293,1,294,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 30,470,199,7,189,196,3,199,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 31,380,146,6,132,138,8,146,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 32,503,292,28,259,287,5,292,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 33,461,248,39,207,246,2,248,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 34,451,241,35,204,239,2,241,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 35,409,240,30,202,232,8,240,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 36,688,262,8,253,261,1,262,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/lontar
TPS 1,442,257,75,176,251,6,257,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 2,501,285,38,241,279,6,285,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 3,535,286,52,233,285,1,286,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 4,670,433,57,372,429,4,433,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 5,617,380,44,329,373,7,380,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 6,654,362,47,310,357,5,362,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 7,607,340,62,269,331,9,340,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 8,485,261,63,185,248,13,261,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 9,487,255,66,180,246,9,255,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 10,677,329,11,318,329,0,329,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/made
TPS 1,569,313,37,273,310,3,313,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 2,517,293,36,253,289,4,293,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 3,609,337,48,286,334,3,337,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 4,351,219,49,163,212,7,219,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 5,290,190,36,151,187,3,190,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 6,476,291,22,264,286,5,291,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 7,492,280,44,231,275,5,280,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 8,544,309,49,257,306,3,309,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 9,507,289,38,249,287,2,289,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 10,477,274,28,243,271,3,274,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 11,619,350,48,299,347,3,350,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 12,773,451,63,380,443,8,451,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
TPS 13,631,478,54,405,459,19,478,https://pilkada2015.kpu.go.id/surabayakota/sambikerep/sambikerep
