lembaga,tahun,id_provinsi,nama_provinsi,id_dapil,nama_dapil,id_partai,nama_partai,urutan,id,nama,suara_sah,peringkat_suara_sah_calon,terpilih
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,5,3400-00-0000-0005,"Ir. H. CHOLID MAHMUD, M.T.",149824,3,True
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,6,3400-00-0000-0006,H. FAIRUZ AHMAD,60842,9,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,7,3400-00-0000-0007,"R. FIDELIS INDRIARTO, S.Si., M.M.",77065,8,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,8,3400-00-0000-0008,GUSTI KANJENG RATU HEMAS,1017687,1,True
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,9,3400-00-0000-0009,"ISMARINDAYANI, S.H., M.H., CN.",89009,6,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,10,3400-00-0000-0010,"Kombes. Pol (Purn). MUHAMAD HIRSAM, S.H., M.Si.",21274,12,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,11,3400-00-0000-0011,MUHAMMAD AFNAN HADIKUSUMO,144820,4,True
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,12,3400-00-0000-0012,"Drs. SIDARTO DANUSUBROTO, S.H.",79845,7,False
DPD,2014,34,DI YOGYAKARTA,3400-00-0000,DI YOGYAKARTA,,,13,3400-00-0000-0013,"H. SURATMAN, S.H., M.H.",16856,13,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,1,3500-00-0000-0001,"Drs. H. A. BUDIONO, M.Ed.",871422,4,True
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,2,3500-00-0000-0002,"Drs. H. A. MUHAIMIN, M.T.",719741,8,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,3,3500-00-0000-0003,ABDUL DJALIL LTC,661537,10,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,4,3500-00-0000-0004,"ABDUL QADIR AMIR HARTONO, S.E., S.H., M.H.",917275,2,True
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,5,3500-00-0000-0005,"Drs, H. ABDUL SUDARSONO",576253,12,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,6,3500-00-0000-0006,"H. ACHMAD SOEDJA'I, S.H., M.M.",704259,9,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,7,3500-00-0000-0007,AGUS PATMINTO,751953,7,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,8,3500-00-0000-0008,"H. AHMAD NAWARDI, S.Ag.",898647,3,True
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,9,3500-00-0000-0009,AINUL YAKIN,418824,14,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,10,3500-00-0000-0010,AKHMAD TAUFIQ,398056,16,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,11,3500-00-0000-0011,ALI ASSEGAF,397597,17,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,12,3500-00-0000-0012,ALI WAHDIN,311236,22,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,13,3500-00-0000-0013,ANDI AHMAD SETYOBUDI,112701,31,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,14,3500-00-0000-0014,"BAMBANG J. PRAMONO, S.Si.",152178,29,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,15,3500-00-0000-0015,"Hj. CHOFSOH WAHYUNI, S.Pd., M.Si.",230512,26,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,16,3500-00-0000-0016,DESEMBA SAGITA ALEXSANDRA NT,135200,30,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,17,3500-00-0000-0017,"DWI ASTUTIK, S.Ag., M.Si.",838996,5,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,18,3500-00-0000-0018,Hj. EMILIA CONTESSA,1660542,1,True
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,19,3500-00-0000-0019,Dr. H.M. MARKUM SINGODIMEDJO,659087,11,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,20,3500-00-0000-0020,"IMAM MUL HUDA, S.H.",78418,35,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,21,3500-00-0000-0021,IMAM SUPENO,412016,15,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,22,3500-00-0000-0022,"Prof. Dr. Dra. Hj. ISTIBSJAROH., B.A., S.H., M.A",379710,18,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,23,3500-00-0000-0023,"KHODIJATUL QODRIYAH, S.Ag., M.M.PUB, M.Si.",765397,6,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,24,3500-00-0000-0024,"KH. M. HASIB WAHAB CHASBULLAH, S.I.P.",473070,13,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,25,3500-00-0000-0025,Drs. H. MARDJITO GISAN ATMOJO,260702,24,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,26,3500-00-0000-0026,"Drs. H. MASHURI, M.Si.",345894,19,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,27,3500-00-0000-0027,MEI EKO RUSIANTO,34709,40,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,28,3500-00-0000-0028,"H. MOCH. HAMZAH, S.T., M.M.",253351,25,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,29,3500-00-0000-0029,Drs. MOH. SHALEH,182819,28,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,30,3500-00-0000-0030,"MUHAMMADIAH AGUS MUSLIM, S.H.",78605,34,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,31,3500-00-0000-0031,NURSIO,45698,37,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,32,3500-00-0000-0032,"R. MOERDJOKO, S.Pd.",103649,32,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,33,3500-00-0000-0033,"SITI AMINAH, S.E., M.M.",220020,27,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,34,3500-00-0000-0034,"SUBHAN, S.Pd.",345127,20,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,35,3500-00-0000-0035,TITIN SUDARWATI,86187,33,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,36,3500-00-0000-0036,"WARSONO, S.H.",35483,39,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,37,3500-00-0000-0037,"WASIS SISWOYO, S.H.",50707,36,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,38,3500-00-0000-0038,"WASONO NUGROHADI, S.H., M.H.",44386,38,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,39,3500-00-0000-0039,YULYANI,279023,23,False
DPD,2014,35,JAWA TIMUR,3500-00-0000,JAWA TIMUR,,,40,3500-00-0000-0040,Hj. ZUHARIAH,343524,21,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,1,3600-00-0000-0001,"Drs. H. ABDURACHMAN, M.A.P.",261603,5,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,2,3600-00-0000-0002,Dr. H. ACHMAD RUSDI ARIEF,,,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,3,3600-00-0000-0003,"H. AHMAD IMRON, S.E.",202832,7,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,4,3600-00-0000-0004,"K.H. AHMAD SADELI KARIM, L.C.",434799,3,True
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,5,3600-00-0000-0005,"H. AHMAD SUBADRI, S.Pd.I.",461496,2,True
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,6,3600-00-0000-0006,Drs. H. AKHMAD HARIS,106571,13,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,7,3600-00-0000-0007,ANDIARA APRILIA HIKMAT,904421,1,True
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,8,3600-00-0000-0008,"Dr. ANDRIANSYAH, M.Si.",182770,8,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,9,3600-00-0000-0009,"Dr. GIDION S. HUTAGALUNG, S.H., S.Th., M.A.",110536,10,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,10,3600-00-0000-0010,"H. GONDO RADITYO GAMBIRO, M.B.A.",75209,14,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,11,3600-00-0000-0011,"GOUSTA FERIZA, S.H., M.H.",108712,11,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,12,3600-00-0000-0012,Drs. HABIB ALI ALWI,396933,4,True
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,13,3600-00-0000-0013,"H. HANIF SOBARI, M.Si.",50954,18,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,14,3600-00-0000-0014,"HASAN NURYADI, S.E., M.Ec.",30052,24,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,15,3600-00-0000-0015,"Hj. HIMMATUL ALIYAH, S.Sos., M.Si.",208296,6,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,16,3600-00-0000-0016,IWAN KURNIAWAN,31340,22,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,17,3600-00-0000-0017,"H. IYUS PRIATNA, S.Sos.",43935,19,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,18,3600-00-0000-0018,"H. M. IRSJAD DJUWAELI, S.P., M.M.",117459,9,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,19,3600-00-0000-0019,M. NURDIN R,37827,20,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,20,3600-00-0000-0020,"MOH. JEMBAR, M.Si.",30745,23,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,21,3600-00-0000-0021,H. MUHSIN,28488,25,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,22,3600-00-0000-0022,H. MUHTAR IMI,33168,21,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,23,3600-00-0000-0023,"H. ODJAT SUKARDJAT, S.H.I., M.B.A.",68632,15,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,24,3600-00-0000-0024,"H. ROSYID HAERUDIN, S.P., M.M.",60899,17,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,25,3600-00-0000-0025,H. Tb. LUCKY KAKING,61533,16,False
DPD,2014,36,BANTEN,3600-00-0000,BANTEN,,,26,3600-00-0000-0026,"Ir. TOGU PARDAMEAN TOBING, M.Si.",107953,12,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,1,5100-00-0000-0001,"A.A. NGR OKA RATMADI, S.H.",150288,3,True
DPD,2014,51,BALI,5100-00-0000,BALI,,,2,5100-00-0000-0002,A.A. PUTU NGURAH WIRAWAN,48850,14,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,3,5100-00-0000-0003,Ir. ANAK AGUNG KARTIKA PUTRA,20163,27,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,4,5100-00-0000-0004,"DEWA AYU PT. SRI WIGUNAWATI, S.Sos., S.H., M.Si.",80288,9,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,5,5100-00-0000-0005,"Drs. DEWA MADE SUAMBA NEGARA, M.Si.",52145,13,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,6,5100-00-0000-0006,DEWA PUTU BUDARSA,34237,18,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,7,5100-00-0000-0007,Drs. ERLANGGA MANTIK,68088,11,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,8,5100-00-0000-0008,"GEDE PASEK SUARDIKA, S.H., M.H.",132887,4,True
DPD,2014,51,BALI,5100-00-0000,BALI,,,9,5100-00-0000-0009,"I G.N. KESUMA KELAKAN, S.T., M.Si.",124446,5,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,10,5100-00-0000-0010,"I GEDE DHARMA WIJAYA, S.E., M.M., M.Kes.",48714,15,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,11,5100-00-0000-0011,"Drg. I GEDE PUTU WIRYA, M. Kes.",27555,22,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,13,5100-00-0000-0013,"I GUSTI KETUT ADI KERTIYASA, S.H.",56042,12,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,14,5100-00-0000-0014,I GUSTI NGURAH SUSILA,11265,35,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,15,5100-00-0000-0015,I KADEK ARIMBAWA,161607,2,True
DPD,2014,51,BALI,5100-00-0000,BALI,,,16,5100-00-0000-0016,I KETUT PESTA,11877,34,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,17,5100-00-0000-0017,"Drs. I KETUT PUTRA SUARTHANA, M.M.",16103,31,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,18,5100-00-0000-0018,"I MADE ARIMBAWA, S.H., M.M.",20121,28,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,19,5100-00-0000-0019,"I MADE ARJAYA, S.E., M.Si.",86215,7,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,20,5100-00-0000-0020,Ir. I MADE DANA M. TANGKAS,33996,20,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,21,5100-00-0000-0021,"Drs. I MADE KARANG, M.Pd.",12267,32,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,22,5100-00-0000-0022,Ir. I MADE SUARNATHA,22792,26,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,23,5100-00-0000-0023,"I MADE SUDIANA, S.H.",34049,19,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,24,5100-00-0000-0024,"I MADE SUNARSA, S.E.",6883,37,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,25,5100-00-0000-0025,"I MADE SUNDAYANA,S.Kep., M.Si.",33868,21,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,26,5100-00-0000-0026,I MADE WAKIL SEDANA,3920,40,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,27,5100-00-0000-0027,"Drs. I NENGAH PARWATHA, S.H., M.Si.",16477,30,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,28,5100-00-0000-0028,"I NENGAH WIRATHA, S.E.",69725,10,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,29,5100-00-0000-0029,"Drs. I NYOMAN CENDIKIAWAN, S.H., M.Si.",39049,16,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,30,5100-00-0000-0030,"I WAYAN ARTHA DIPA, S.H., M.H.",34484,17,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,31,5100-00-0000-0031,"I WAYAN GEDE SUYATARTHA, S.E., M.B.A..",11903,33,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,32,5100-00-0000-0032,"I WAYAN SUDIRTA, S.H.",95209,6,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,33,5100-00-0000-0033,"I WAYAN SUKLA ARNATA, S.H., M.H.",24809,24,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,34,5100-00-0000-0034,"IDA BAGUS PUTRA D. MANTRA, Ph.D.",8374,36,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,35,5100-00-0000-0035,Drs. IDA BAGUS ARNAWA,6589,38,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,36,5100-00-0000-0036,"IDA BAGUS PUTU ASTINA, S.H.",26279,23,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,37,5100-00-0000-0037,IDA BAGUS RAKA WIRYANATHA,4795,39,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,38,5100-00-0000-0038,"Drs. H. MASRUR MAKMUR, M.Pd.I.",83513,8,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,39,5100-00-0000-0039,"PUTU ARSANA ATMAJA, S.T.",23531,25,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,40,5100-00-0000-0040,Ir. RATAYA B KENTJANAWATHY,19524,29,False
DPD,2014,51,BALI,5100-00-0000,BALI,,,41,5100-00-0000-0041,Dr. SHRI I G.N. ARYA WEDAKARNA M. WEDASTERAPUTRA S,178934,1,True
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,1,5200-00-0000-0001,"A. ZULKARNAEN ARIPIN ABDUL MAJID, S.Ag.",111593,7,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,2,5200-00-0000-0002,"H. ABDUL HARIS, M.Sc, M.M.",79814,12,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,3,5200-00-0000-0003,"H. ABDUL KASIM, S.H.",98958,8,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,4,5200-00-0000-0004,drh. H. ABDUL SAMAD,87653,11,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,5,5200-00-0000-0005,"ANDI MAPPERUMAH, M.S.",89469,10,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,6,5200-00-0000-0006,"Ir. H. BADRUL MUNIR, M.M.",112261,6,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,7,5200-00-0000-0007,"BAIQ DIYAH RATU GANEFI, S.H.",187695,1,True
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,8,5200-00-0000-0008,"DJAIDUN HASAN, S.E., M.M.",55443,16,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,9,5200-00-0000-0009,Prof. Dr. FAROUK MUHAMMAD,152306,3,True
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,10,5200-00-0000-0010,HAJI PADLI,95583,9,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,11,5200-00-0000-0011,"HALIMAH TUSA'ADIAH, S.Pd.I.",25185,25,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,12,5200-00-0000-0012,Ir. ILHAM SABIL,29429,22,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,13,5200-00-0000-0013,"KAHRUL ZAMAN, S.H., M.H.",15764,34,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,14,5200-00-0000-0014,"L. NASRULLAH WIJAYA KUSUMA, S.P., M.H.",27468,23,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,15,5200-00-0000-0015,TGH. L. NURUL WATHONI S. Pd.I.,42480,18,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,16,5200-00-0000-0016,"H. L. SAHRIAL AKHMADI, S.H.",44634,17,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,17,5200-00-0000-0017,Drs. LALU AGUS SARJANA,21654,29,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,18,5200-00-0000-0018,"TGH. LALU MALA SAR'I, S.Ag.",71871,14,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,20,5200-00-0000-0020,Drs. H. LALU SUHAIMI ISMY,172375,2,True
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,21,5200-00-0000-0021,"H. LALU WIRATMAJA, S.H.",71883,13,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,22,5200-00-0000-0022,Ir. M. IKHSAN GEMALA PUTRA,16761,33,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,23,5200-00-0000-0023,Drs. H. M. IKROM,12226,38,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,24,5200-00-0000-0024,"H. M. SUPARJITO, S.Sos.",14418,35,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,25,5200-00-0000-0025,H. MASYKUR SIMAN,8524,39,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,26,5200-00-0000-0026,"Drs. TGH. MUCHLIS IBRAHIM, M.Si.",61889,15,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,27,5200-00-0000-0027,"MUH. TURMUZI, S.H. M.M.Pd.",19667,30,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,28,5200-00-0000-0028,"H. MUHAIMIN YAHYA, S.Sos.",33922,20,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,29,5200-00-0000-0029,MUHAMAD MUSANNIP,12748,36,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,30,5200-00-0000-0030,"H. MUHAMMAD, S.H.",23091,27,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,31,5200-00-0000-0031,"MUHAMMAD NASRULLAH, S.Ag.",32414,21,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,32,5200-00-0000-0032,TGH. MUHARRAR MAHFUZ,129002,5,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,33,5200-00-0000-0033,"NAJAMUDDIN UMAR, S.E.",23676,26,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,34,5200-00-0000-0034,"Hj. ROBIATUL ADAWIYAH, S.E.",129878,4,True
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,35,5200-00-0000-0035,"RUKMAN, S.E.",19022,32,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,36,5200-00-0000-0036,"Ir. Hj. SRI SUSTINI. NS, M.M.",38991,19,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,37,5200-00-0000-0037,"Dr. SUHARYANTO H. SORO, A.CA., S.Pd. M.Pd.",22306,28,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,38,5200-00-0000-0038,"SUPRATMAN, S.E.",19259,31,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,39,5200-00-0000-0039,THAMRIN MARDJUN,5920,40,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,40,5200-00-0000-0040,Ir. TJATUR KUKUH SURJANTO,12695,37,False
DPD,2014,52,NUSA TENGGARA BARAT,5200-00-0000,NUSA TENGGARA BARAT,,,41,5200-00-0000-0041,YANI SAGAROA,26705,24,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,1,5300-00-0000-0001,Ir. ABRAHAM LIYANTO,177119,2,True
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,2,5300-00-0000-0002,"ADRIANUS GARU, S.E., M.Si.",140502,3,True
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,3,5300-00-0000-0003,"Drs. AGUSTINUS BEBOK QUINTUS, M.S.",37763,20,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,4,5300-00-0000-0004,"ALEKSIUS ARMANJAYA, S.S., M.Hum.",,,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,5,5300-00-0000-0005,"ANTONIUS ELISEUS RASI WANGGE, S.S.",75324,7,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,6,5300-00-0000-0006,"ARIESTON DAPPA, S.T.",70286,10,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,7,5300-00-0000-0007,dr. ASYERA R.A. WONDALERO,63811,13,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,8,5300-00-0000-0008,"Ir. BERNADUS YOHANES RALDY DOY, M.Si.",96314,5,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,9,5300-00-0000-0009,CAROLINA NUBATONIS-KONDO,75352,6,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,10,5300-00-0000-0010,Drs. E. ENSE DA CUNHA SOLAPUNG,58631,14,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,11,5300-00-0000-0011,"FERDINANDUS SENTOSA NGGAO, S.Sos, M.Si.",38939,19,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,12,5300-00-0000-0012,FRANCISCO DEODATO ROSARIO OSORIO SOARES,14171,37,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,13,5300-00-0000-0013,"FRANSISKUS XAVERIUS ELVIS HANCU, S.Fil.",25390,30,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,14,5300-00-0000-0014,"H. RUDYANTO TONUBESSI, M.Hum, M.Si.",14789,36,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,15,5300-00-0000-0015,Drs. IBRAHIM AGUSTINUS MEDAH,382122,1,True
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,16,5300-00-0000-0016,Drs. JOHANES MAT NGARE,27592,28,False
DPD,2014,53,NUSA TENGGARA TIMUR,5300-00-0000,NUSA TENGGARA TIMUR,,,17,5300-00-0000-0017,Drs. JOHN TH. BLEGUR,53854,17,False
