id,participant_id,name,revenue,operating_expenses,capital_expenditures,other_expenses,balance,cash_special_account,cash_treasurer,goods
680,432,"Dr. Drs.Yesaya Buinei, MM",Tidak diset ,,,,0,,,
681,980,"YERMIAS BISAI, SH",Tidak diset ,,,,0,,,
682,977,"YULIANA SEPHIA BORAY, S.Sos, MPH",Tidak diset ,,,,0,,,
683,603,"H. Bustami Zainudin, S.Pd., MH",700000000,385000000,,,315000000,101989370,213010630,
684,572,"H. Raden Adipati Surya, SH., MM",700000000,385000000,,,315000000,101989370,213010630,
685,846,"Drs. H. Hamid Noor Yasin, MM",46000000,1750000,,,44250000,1000000,43250000,
686,365,Joko Sutopo,5500000,5000000,,,500000,500000,,
687,174,H. M. SUHARDI,1500000,,,,1500000,,1500000,
688,700,"Dra. Hj. MAYA ROSIDA, M. M",354950658,324000000,,,30950658,950658,30000000,
689,704,"SARIF ABDILLAH, S. Pd. I",11000000,10500000,,,500000,500000,,
690,899,"EKO PURNOMO, SE. M.M",26000000,,,,26000000,1000000,25000000,
691,80,"ABOCK BUSUP, MA",Tidak diset,,,,,,,
692,582,ARKELAS ASSO,Tidak diset,,,,,,,
693,1248,David Silak,Tidak diset,,,,,,,
694,631,"LUTER WALILO, S.KEP, MM",Tidak diset,,,,,,,
695,576,"DENNY FALUK, SE",37506000,,,,37506000,37506000,,
696,637,"ER DABI, S.Sos",1300000,,,,1300000,,1300000,
697,315,"H. SAHBIRIN NOOR, S.Sos, MH",152007074,116015,,,151884059,151884059,,
698,221,dr. H.M.ZAIRULLAH AZHAR,2000000,,,,2000000,2000000,,
699,110,H. MUHIDIN,2000000000,,,,2000000000,2000000000,,
700,417,"DR. Ir. Willy Midel Yoseph, MM",146300355,29451500,81800000,,116848855,,35048855,81800000
701,1156,H. Sugianto Sabran,1000000,,,,1000000,1000000,,
702,414,"DR. H. Ujang Iskandar, ST, M.Si",76306008,,,,76306008,,76306008,
703,305,dr. H. JUSUF SERANG KASIM,13025000,8025000,,,5000000,5000000,,
704,394,"Dr. Ir. H. IRIANTO LAMBRIE, MM",1000000000,214590000,16308258,230898258,538203484,538203484,,
705,727,Drs. H. Muhammad Sani,1182275000,,,,1182275000,915000000,267275000,
706,413,"DR. HM. Soerya Respationo, SH. MH",967567400,673825940,273839000,25492,293715968,19876968,,273839000
707,671,"H. HERU BAMBANG, SE",100000000,87044000,,,12956000,200000,12756000,
708,672,"ANDI BURHANUDDIN SOLONG, SE",302000000,,,,302000000,302000000,,
709,371,"HM. RIZAL EFFENDI, SE",50000000,,,,50000000,50000000,,
710,377,"Drs. Herman HN, MM.",120000000,,,,120000000,120000000,,
711,222,"Muhammad Yunus, SH.",12000000,7000000,3000000,,2000000,2000000,,
712,216,"H. Tobroni Harun, ST., MM.",150000000,145565000,3435000,1000000,4435000,1000000,,3435000
713,366,"JOKO TRIONO, SH",100000000,7398,,,99992602,9992602,90000000,
714,770,RUZAIDINNOOR,600500000,2061000,36791500,,600500000,500500000,61147500,38852500
715,100,"Drs. H. NADJMI ADHANI, M.Si",1000000,,,,1000000,1000000,,
716,734,"Drs. H. ZULFADLI GAZALI, M.Si",1500000,,,66000,1434000,1434000,,
717,39,ROJIANSYAH,2200000000,163489500,19325800,,2036510500,1000000,2016184700,19325800
718,731,"IBNU SINA, S.Pi,M.Si",141000000,103493100,,,37506900,16000000,21506900,
719,830,"H. Muhammad Rudi,SE., MM",181600000,180600000,,,1000000,1000000,,
720,442,"Ir. H. Ria Saptarika, M.Eng",1233000000,,,,1233000000,1182815861,50184139,
721,516,"H. M. Idaham, SH., M.Si",500000,,,,500000,500000,,
722,712,"Juliadi S.Pd, MM",100000000,,,,100000000,,100000000,
723,515,H. Saleh Bangun,1000000,,,,1000000,,1000000,
724,560,"HENGKY HONANDAR, S.E.",100000000,,,,100000000,100000000,,
725,235,STEFANUS BONIFASIUS PASUMA,500000,,,,500000,,500000,
726,155,"MICHAEL REMIZALDY JACOBUS, SH. MH",700000,,,641000,59000,59000,,
727,395,"MAXIMILIAAN JONAS LOMBAN., S.E, M.Si.",0,,,,0,,,
728,158,"LINNA UTIARACHMAN, S.P.",1000000,,,,1000000,,1000000,
729,408,"ARYANTHI BARAMULI PUTRI, S.H., M.H.",30760000,5760000,,,25000000,25000000,,
730,92,MOCHSIN,- ,,,,0,100000,-100000,
731,300,MUH. SAMANHUDI ANWAR,100000,,,,100000,,100000,
732,697,"Ir. H. Adi Darma, M.Si",88996719,,,,88996719,88996719,,
733,710,"dr. Hj. Neni Moerniaeni, Sp. OG",148069000,147069000,,,1000000,1000000,,
734,904,TASLIM,63677320,53677320,,,0,10000000,,
735,912,"H. FEBY Dt. BANGSO NAN PUTIAH, SST. PAR",10000000,,,,0,,,
736,905,"H. ISMET AMZIS, SH",100000000,70500000,12000000,,0,10000000,7500000,12000000
737,910,"dr. H. HARMA ZALDI, Sp.B",,,,,,15000000,,
738,78,MUHAMMAD RAMLAN NURMATIAS,60000000,10000000,,,,50000000,,
739,391,"Dr. H. TUBAGUS IMAN ARIYADI, M.Si",Tidak diset ,,,,0,,,
740,37,H. SUDARMANA,Tidak diset ,,,,0,,,
741,1260,I KETUT RESMIYASA,101000000,,,,101000000,101000000,,
742,1261,I MADE ARJAYA,240000,,,,240000,240000,,
743,295,I B RAI DHARMAWIJAYA MANTRA,1000000,,,,1000000,1000000,,
744,364,DIMAS OKY NUGROHO,300000000,242000000,,,59175000,1000000,58175000,
745,438,"Dr. MOHAMMAD IDRIS, MA",10000000,,,,10000000,10000000,,
746,800,"DR. H. Muhammad Ikhsan, S.T, M.Sc",45000000,32239600,1422000,,12760400,11338400,1422000,
747,504,"Drs.H. Zulkifli, A.S, M.Si",105000000,,26108000,,105000000,105000000,,
748,805,"dr. H. Agus Widayat, MM",,,,,0,4000000,-4000000,
749,215,"Abdul Kasim, SH",301000000,112600000,16178000,,188400000,171972506,249494,16178000
750,87,"AMRIS, S.SY",6000000,2080000,,,3920000,1000000,2920000,
751,517,Ir. Lakhomizaro Zebua,55100000,53880000,890000,,,100000,230000,890000
752,1002,"Drs. MARTINUS LASE, MSP",25000000,,20000000,,5000000,5000000,,
753,59,"JOKO PRASETYO, S.Sos, MM",1000000,,,,,1000000,,
754,802,MOCH HARYANTO,1000000,,,,,1000000,,
755,804,"Ir. H. SIGIT WIDYONINDITO, MT ",1000000,,,,,1000000,,
756,872,"HANNY JOOST PAJOUW, SE.Ak.ME",100000000,,,,,,100000000,
757,884,"DR. Ir. GODBLESS SOFCAR VICKY LUMENTUT, SH.,M.Si",5000000,,,,,5000000,,
758,875,"JIMMY RIMBA ROGI, S.Sos",10000000,,,,,10000000,,
759,881,"Dr.HARLEY A.B. MANGINDAAN, SE.MSM",300000000,223899500,69129400,,,1000000,6971100,69129400
760,205,H. AHYAR ABDUH,75000000,,,,,75000000,,
761,1196,"H. SALMAN, SH",52000000,62000,,,,51938000,,
762,914,"Drs. Dzulmi Eldin, M.Si.",151500000,,,,,151500000,,
763,920,"Drs. Ramadhan Pohan, MIS",220000000,,,,,220000000,,
764,577,Drs. H. SUDARSONO,219000000,185000000,,,34000000,4000000,30000000,
765,590,"H. AHMAD PAIRIN, S. Sos.",675000000,150010000,13425000,,524990000,500000000,11565000,13425000
766,244,"Ir. SUPRIADI, M.P.",20000000,20000000,,,,,,
767,587,"Ir. H. ABDUL HAKIM, MM",81700000,77360000,1700000,,2640000,1000000,1640000,
768,344,"H. OKTA NOVANDRA JAYA, S.Sos.",170000000,145840000,12345000,,,500000,11315000,
769,777,"Drs. Hidayat, M.Si",1000000,,,,1000000,,1000000,
770,745,"HJ. Habsa Yanti Ponulele, ST.,M.Si",Tidak diset,,,,,,,
771,752,"H. Hadianto Rasyid, SE",10000000,,,,10000000,,10000000,
772,768,"H. A. Mulhanan Tombolotutu, SH",77000000,32000000,9000000,,36000000,,36000000,
773,688,"H. Hasani, SH, MH.",75000000,70000000,,,,5000000,,
774,103,Yus Samsul Hadi Subakir,500000,,,,,500000,,
775,687,"Drs. H. Setiyono, M.Si",58074000,58074000,,,,,,
776,924,"Drs. H. ABDUL HAKAN NAJA, M.Si",3100000,1500000,1400000,,,200000,,1400000
777,966,"dr. H. DWI HERI WIBAWA, M.Kes",21000000,18850000,1000000,,,500000,650000,1000000
778,927,"H. ACHMAD ALF ARSLAN DJUNAID, SE",181770000,175371500,,,,1000000,5398500,
779,287,TEDDY ROBINSON SIAHAAN,151636273,,,33255,151603018,151603018,,
780,935,"WESLY SILALAHI, SH, M.Kn",6000000,3000000,,26000,2974000,1974000,1000000,
781,167,SUJITO,200500000,,,,200500000,200500000,,
782,286,"HULMAN SITORUS, SE",1000000,,,105325,894675,894675,,
783,1244,"MUDIYAT NOOR, S.Hut",53250000,51770000,,,,1480000,,
784,668,"H.Syaharie Ja'ang, SH., M.Si.",10000000,,,20000,9980000,9980000,,
785,263,"Drs. H. SOEMARMO HS, M.Si.",101150000,,,,,,101150000,
786,703,"H. HENDRAR PRIHADI ALIAS HENDI, S.E., M.M.",500000000,460092000,7645000,,,,32263000,7645000
787,332,SIGIT IBNUGROHO SARASPRONO,3001500000,734788000,161056750,,,,2105655250,161056750
788,555,M. SYARFI HUTAURUK,10002050,5410,,,9996640,9996640,,
789,705,"MEMORI EVA ULINA PANGGABEAN, SH",200000,,,,,200000,200000,
790,437,"H. Zul Elfian Dt. Tianso SH, M.Si",Tidak diset,,,,,,,
791,1106,"H. Irzal Ilyas Datuk Lawik Basa, MM",2000000,1000000,,,,,2000000,
792,871,"H. Ismael Koto, SH",50000000,10167000,23649000,,,5000000,11184000,23649000
793,372,"HERMAN MUCHTAR, SE, MM",55000000,,,,55000000,54971055,28945,
794,735,H. ASAFRI JAYA BAKRI,64750000,5000000,,,59750000,51000000,8750000,
795,579,"FERRY SATRIA, ST",1000000,6000,,,994000,994000,,
796,253,"DR (H.C) IR. Tri Rismaharini, MT",Tidak diset,,,,,,,
797,1240,"Drs. Rasiyo, MSi",Tidak diset,,,,,,,
798,964,"Drs. ANUNG INDRO SUSANTO, MM",386750000,377700000,,,9050000,1000000,8050000,
799,962,FX. HADI RUDYATMO,5000000,,,,5000000,5000000,,
800,381,Dr.IKHSAN MODJO,45100000,,,,,45100000,,
801,370,"HJ.AIRIN RACHMI DIANY,SH.,MH ",300000000,,,,,,300000000,
802,744,"Drs.H.ARSID,M.Si",10500000,,,,,10500000,,
803,753,ROLEL HARAHAP,139600000,139600000,,,500000,500000,,
804,763,"Dr. MILVAN HADI, M.Ked (OG), Sp.OG",13500000,5000000,8000000,,,,995080,
805,436,"Drs. H. HAMLET SINAMBELA, M.Pd",100000000,48772055,39285000,,11942945,995205,10947740,39285000
806,750,"MHD. SYAHRIAL, SH, MH",20000000,10000000,,,,10000000,,
807,354,"DR. H. A. RACHMAN SULAIMAN, SH. MH",11000000,53900000,,,,800000,-43700000,
808,492,"Dr. H. BURHAN ABDURAHMAN, SH.MM",5000000,,,,,5000000,,
809,151,DR. SUDJUD SIRADJUDDIN,20000000,,,,,,20000000,
810,493,"Dr. H. SIDIK DERO SIOKONA, M.Pd",50000000,15000000,8250000,,,,26750000,8250000
811,62,Drs. HAMID MUHAMMAD,128050000,48000000,,,,21995750,58054240,
812,1133,Ali Ibrahim ,115002671,21033035,650000,,,77977136,15342500,
813,1134,Muhammad Hasan Bay,210893000,189263000,4760000,,,16870000,4760000,
814,373,Drs. JOHNY RUNTUWENE,500000,,,,,,,
815,615,"LINNEKE SJERLIE WATOELANGKOW,SSi",1000000,,,,1000000,,,
816,659,"JIMMY FEIDIE EMAN, SE. Ak",176910750,72710750,4200000,,,100000000,,4200000
817,673,"Drs. H. Longki Djanggola, M.Si",372924000,162924000,,,210000000,210000000,,
818,739,H. Rusdi Mastura,250000000,129725000,1700000,,,5000000,113575000,1700000
819,746,MAYA RUMANTIR,1000000,,,,,1000000,,
820,325,"OLLY DONDOKAMBEY, SE",450000000,233100000,115148000,,,100000000,1752000,115148000
821,1285,"DR. BENNY JOZUA MAMOTO, SH.,M.Si",,,,,,,,
822,877,"DRS. H. MUSLIM KASIM, AK, MM",150000000,,,,,,150000000,
823,399,"PROF. DR. H. IRWAN PRAYITNO, PSI, MSC",213090000,,12090000,,,201000000,,12090000
